county,state,votes16_Donald_Trump,votes16_Hillary_Clinton,total_votes16,total_votes20,votes20_Donald_Trump,votes20_Joe_Biden,cases,deaths,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,Poverty,Income,IncomePerCap,IncomePerCapErr
Faribault,MN,4659.0,2153.0,7355.0,7892.0,5191.0,2531.0,268.0,0.0,13966.0,6975.0,6991.0,6.4,91.6,0.2,0.1,0.3,0.0,11.5,50847.0,29116.0,1221.0
Faulk,SD,858.0,204.0,1118.0,1182.0,964.0,198.0,224.0,2.0,2327.0,1196.0,1131.0,1.2,94.7,0.0,3.8,0.1,0.0,10.9,46750.0,29714.0,3473.0
Faulkner,AR,29170.0,14525.0,47196.0,54264.0,34338.0,18267.0,3543.0,39.0,121282.0,59387.0,61895.0,4.0,80.6,11.4,0.3,1.3,0.1,16.3,50316.0,25240.0,752.0
Fauquier,VA,22110.0,12960.0,37124.0,43448.0,25106.0,17565.0,1122.0,27.0,68406.0,33858.0,34548.0,7.5,80.9,7.5,0.3,1.4,0.0,6.2,94775.0,43067.0,1524.0
Fayette,AL,6705.0,1358.0,8196.0,8756.0,7295.0,1390.0,608.0,14.0,16657.0,8191.0,8466.0,1.7,85.0,11.5,0.0,0.5,0.0,18.1,36541.0,21191.0,1541.0
Fayette,GA,35034.0,23255.0,60387.0,69238.0,36372.0,31933.0,2193.0,57.0,110306.0,53551.0,56755.0,7.1,64.1,21.1,0.3,4.4,0.1,6.3,84861.0,39936.0,1007.0
Fayette,IA,5591.0,3666.0,9813.0,10184.0,6145.0,3834.0,453.0,4.0,20139.0,10162.0,9977.0,2.3,94.1,1.2,0.0,0.9,0.0,12.8,48412.0,27020.0,1549.0
Fayette,IL,7363.0,1814.0,9515.0,10033.0,8025.0,1815.0,735.0,24.0,21980.0,11751.0,10229.0,1.7,91.8,5.1,0.3,0.5,0.0,17.8,44541.0,21844.0,1235.0
Fayette,IN,6839.0,2252.0,9530.0,10146.0,7755.0,2237.0,925.0,23.0,23426.0,11562.0,11864.0,1.0,95.8,2.5,0.0,0.1,0.0,18.2,41476.0,22428.0,1516.0
Fayette,KY,56890.0,69776.0,136239.0,152664.0,58845.0,90566.0,11369.0,93.0,315109.0,154530.0,160579.0,7.0,71.8,14.3,0.2,3.6,0.0,18.6,53013.0,31653.0,485.0
Fayette,OH,7763.0,2672.0,10817.0,12305.0,9220.0,2911.0,507.0,10.0,28659.0,14027.0,14632.0,2.0,92.9,2.0,0.0,0.8,0.1,17.7,44289.0,24013.0,1020.0
Fayette,PA,34388.0,17826.0,53426.0,59941.0,39978.0,19518.0,1074.0,15.0,133160.0,65640.0,67520.0,1.1,92.1,3.9,0.0,0.2,0.2,18.8,41632.0,24247.0,702.0
Fayette,TN,13046.0,5865.0,19306.0,22928.0,15661.0,7000.0,1788.0,27.0,39336.0,19329.0,20007.0,2.5,68.3,27.7,0.3,0.7,0.0,14.4,57919.0,30471.0,1380.0
Fayette,TX,8648.0,2127.0,11029.0,12924.0,10163.0,2650.0,683.0,22.0,24963.0,12188.0,12775.0,20.4,71.9,6.0,0.1,0.7,0.0,9.1,56941.0,30405.0,1931.0
Fayette,WV,10263.0,4246.0,15187.0,16862.0,11580.0,5063.0,796.0,24.0,44602.0,22404.0,22198.0,1.1,92.5,5.1,0.3,0.1,0.0,20.0,39297.0,20758.0,947.0
Fentress,TN,6032.0,1100.0,7311.0,8687.0,7403.0,1210.0,958.0,12.0,17940.0,8846.0,9094.0,1.4,96.7,0.2,0.1,0.4,0.0,23.0,32616.0,18171.0,1514.0
Fergus,MT,4235.0,1196.0,5797.0,6487.0,4830.0,1491.0,260.0,2.0,11327.0,5701.0,5626.0,2.2,94.4,0.1,1.0,0.8,0.7,14.7,47110.0,27491.0,1949.0
Ferry,WA,1927.0,960.0,3123.0,4292.0,2735.0,1465.0,35.0,0.0,7568.0,3911.0,3657.0,4.3,73.6,0.1,13.6,1.0,0.7,21.2,41081.0,21951.0,1541.0
Fillmore,MN,6271.0,3872.0,10976.0,12104.0,7301.0,4551.0,309.0,0.0,20825.0,10448.0,10377.0,1.4,96.8,0.5,0.1,0.5,0.0,11.3,57093.0,28441.0,766.0
Fillmore,NE,2100.0,610.0,2879.0,3134.0,2359.0,693.0,128.0,2.0,5603.0,2800.0,2803.0,3.9,94.0,0.6,0.4,0.2,0.0,9.9,56750.0,30874.0,1939.0
Finney,KS,6155.0,3006.0,9731.0,11466.0,7079.0,4155.0,3110.0,20.0,37097.0,18913.0,18184.0,49.0,42.6,2.1,0.4,3.9,0.0,16.2,51703.0,23074.0,1118.0
Fisher,TX,1265.0,403.0,1722.0,1826.0,1448.0,352.0,117.0,4.0,3875.0,1867.0,2008.0,29.8,66.5,2.9,0.0,0.5,0.1,17.4,45294.0,27750.0,3592.0
Flagler,FL,33804.0,21985.0,57413.0,71846.0,43039.0,28148.0,2181.0,39.0,105015.0,50436.0,54579.0,10.0,74.7,10.0,0.3,2.5,0.0,13.3,51049.0,25741.0,654.0
Flathead,MT,30079.0,13233.0,46250.0,60132.0,38233.0,20238.0,3615.0,27.0,96147.0,47965.0,48182.0,2.6,93.2,0.3,1.3,0.5,0.0,13.6,51410.0,28379.0,966.0
Fleming,KY,4722.0,1348.0,6257.0,7066.0,5534.0,1474.0,200.0,0.0,14515.0,7155.0,7360.0,1.2,96.1,1.7,0.0,0.1,0.0,19.5,41095.0,23351.0,2235.0
Florence,SC,29498.0,26630.0,57770.0,64510.0,32615.0,31153.0,5720.0,203.0,138537.0,64593.0,73944.0,2.5,52.6,42.2,0.2,1.3,0.1,19.6,43310.0,23797.0,741.0
Florence,WI,1897.0,666.0,2651.0,2940.0,2133.0,781.0,223.0,8.0,4354.0,2260.0,2094.0,0.9,98.5,0.3,0.0,0.0,0.0,8.4,47827.0,28211.0,2617.0
Floyd,GA,24045.0,9127.0,34250.0,38588.0,27120.0,10972.0,4114.0,61.0,96471.0,46770.0,49701.0,10.6,71.4,14.4,0.1,1.5,0.0,18.1,46096.0,23929.0,1019.0
Floyd,IA,4371.0,3177.0,7985.0,8026.0,4730.0,3168.0,485.0,11.0,15904.0,7830.0,8074.0,2.5,92.8,1.9,0.4,1.5,0.1,15.6,48607.0,28323.0,1721.0
Floyd,IN,21427.0,13939.0,37225.0,41742.0,23385.0,17507.0,2032.0,69.0,76481.0,37092.0,39389.0,3.1,88.3,5.2,0.4,1.1,0.0,10.8,59451.0,30663.0,1078.0
Floyd,KY,11993.0,4015.0,16540.0,16381.0,12211.0,3855.0,475.0,4.0,37447.0,18314.0,19133.0,0.7,97.3,0.9,0.1,0.3,0.0,30.7,31196.0,18366.0,1250.0
Floyd,TX,1473.0,435.0,1958.0,2035.0,1581.0,437.0,128.0,9.0,5953.0,2911.0,3042.0,57.8,37.9,2.5,0.2,0.3,0.0,18.2,48767.0,24347.0,2488.0
Floyd,VA,5289.0,2300.0,7972.0,9376.0,6225.0,3004.0,257.0,15.0,15594.0,7842.0,7752.0,2.8,93.7,2.5,0.2,0.0,0.0,12.0,48396.0,25446.0,1390.0
Fluvanna,VA,7018.0,5751.0,13492.0,15795.0,8155.0,7414.0,436.0,9.0,26109.0,11928.0,14181.0,3.3,78.7,13.5,0.1,0.7,0.0,6.1,67964.0,31952.0,1791.0
Foard,TX,383.0,113.0,511.0,551.0,445.0,99.0,22.0,1.0,1414.0,749.0,665.0,21.6,76.2,2.2,0.0,0.0,0.0,5.7,50000.0,26034.0,4635.0
Fond du Lac,WI,31044.0,17391.0,51094.0,57251.0,35754.0,20588.0,5111.0,23.0,102082.0,49962.0,52120.0,5.0,90.3,1.2,0.5,1.4,0.0,8.5,57798.0,29431.0,705.0
Ford,IL,4474.0,1410.0,6289.0,6809.0,4956.0,1691.0,222.0,16.0,13470.0,6647.0,6823.0,3.0,94.3,0.9,0.4,0.5,0.0,15.7,50851.0,26611.0,1059.0
Ford,KS,4994.0,2032.0,7425.0,8850.0,5763.0,2926.0,3302.0,13.0,34658.0,17933.0,16725.0,53.9,40.8,2.3,0.4,1.4,0.0,16.2,49890.0,22053.0,1138.0
Forest,PA,1680.0,626.0,2398.0,2621.0,1864.0,715.0,19.0,1.0,7388.0,5972.0,1416.0,7.0,59.7,30.8,0.2,0.7,0.0,14.1,37106.0,14989.0,2689.0
Forest,WI,2787.0,1583.0,4507.0,5052.0,3287.0,1722.0,505.0,11.0,9035.0,4574.0,4461.0,2.2,79.7,0.9,14.3,0.4,0.1,17.5,43356.0,23936.0,1076.0
Forrest,MS,15149.0,11271.0,27284.0,26540.0,15326.0,10603.0,3166.0,80.0,75835.0,36106.0,39729.0,3.0,57.1,36.8,0.2,0.9,0.0,26.3,39555.0,20783.0,1127.0
Forsyth,GA,69801.0,23427.0,97314.0,129305.0,85122.0,42203.0,4906.0,54.0,211300.0,104886.0,106414.0,9.5,74.9,2.9,0.2,10.5,0.0,6.5,96445.0,39896.0,657.0
Forsyth,NC,74793.0,92488.0,172509.0,198469.0,84176.0,111769.0,9221.0,121.0,368362.0,174966.0,193396.0,12.6,57.3,25.7,0.2,2.2,0.1,18.7,48369.0,28640.0,531.0
Fort Bend,TX,117212.0,134475.0,260367.0,357833.0,157595.0,195191.0,17735.0,310.0,711421.0,349697.0,361724.0,24.2,34.4,20.2,0.2,19.2,0.0,8.1,93645.0,38382.0,621.0
Foster,ND,1237.0,346.0,1699.0,1778.0,1362.0,373.0,205.0,2.0,3318.0,1645.0,1673.0,1.3,95.9,0.2,0.8,0.2,0.0,7.1,59500.0,32665.0,2211.0
Fountain,IN,5661.0,1476.0,7474.0,7978.0,6151.0,1627.0,402.0,3.0,16620.0,8272.0,8348.0,2.4,95.6,0.4,0.2,0.1,0.0,12.6,46669.0,25383.0,1593.0
Franklin,AL,9466.0,2197.0,11955.0,12564.0,10364.0,2085.0,2185.0,32.0,31507.0,15818.0,15689.0,16.3,77.7,4.7,0.2,0.4,0.1,23.0,39501.0,19314.0,1021.0
Franklin,AR,5034.0,1376.0,6764.0,7125.0,5675.0,1299.0,575.0,2.0,17803.0,8674.0,9129.0,2.9,92.4,1.0,1.6,0.5,0.1,21.9,39472.0,19988.0,1169.0
Franklin,FL,4119.0,1738.0,6003.0,6857.0,4675.0,2118.0,784.0,4.0,11675.0,6727.0,4948.0,5.2,78.2,13.6,0.1,0.4,0.7,20.1,41267.0,23524.0,2028.0
Franklin,GA,7054.0,1243.0,8474.0,10786.0,9069.0,1593.0,962.0,18.0,22328.0,10852.0,11476.0,4.4,83.9,9.8,0.1,0.7,0.0,25.4,39246.0,19663.0,1539.0
Franklin,IA,3153.0,1490.0,4915.0,5119.0,3422.0,1626.0,412.0,18.0,10326.0,5235.0,5091.0,12.1,85.9,1.4,0.0,0.1,0.0,15.6,48172.0,25248.0,1723.0
Franklin,ID,3901.0,385.0,5499.0,6664.0,5845.0,657.0,384.0,2.0,13120.0,6686.0,6434.0,6.7,91.3,0.3,0.6,0.0,0.1,12.2,51583.0,20454.0,1184.0
Franklin,IL,13101.0,4711.0,18533.0,18488.0,13514.0,4690.0,1110.0,10.0,39302.0,19302.0,20000.0,1.6,96.0,0.6,0.2,0.5,0.1,19.9,39454.0,22346.0,920.0
Franklin,IN,8665.0,1967.0,10990.0,12018.0,9691.0,2137.0,406.0,26.0,22835.0,11415.0,11420.0,1.1,98.4,0.2,0.0,0.3,0.0,9.9,55588.0,26267.0,1297.0
Franklin,KS,7025.0,2829.0,10658.0,12247.0,8326.0,3623.0,576.0,5.0,25599.0,12505.0,13094.0,4.1,91.0,1.5,0.3,0.3,0.0,12.5,53167.0,25701.0,1287.0
Franklin,KY,11819.0,10717.0,23860.0,26059.0,12900.0,12650.0,906.0,14.0,49969.0,24502.0,25467.0,3.0,81.9,9.8,0.3,1.8,0.0,13.1,53539.0,28001.0,933.0
Franklin,MA,10327.0,24369.0,37987.0,19667.0,7073.0,12053.0,483.0,73.0,70926.0,34663.0,36263.0,3.8,91.2,1.2,0.2,1.5,0.1,10.9,57307.0,33010.0,1170.0
Franklin,ME,7900.0,7001.0,16382.0,861.0,459.0,381.0,86.0,1.0,30177.0,14739.0,15438.0,1.3,95.8,0.3,0.4,0.5,0.1,12.4,45541.0,24162.0,824.0
Franklin,MO,35420.0,12339.0,50045.0,53750.0,38034.0,14561.0,2941.0,48.0,102413.0,51044.0,51369.0,1.7,95.3,0.8,0.2,0.6,0.0,10.6,53849.0,27209.0,787.0
Franklin,MS,2685.0,1471.0,4219.0,4431.0,2894.0,1476.0,258.0,3.0,7772.0,3752.0,4020.0,0.8,63.2,36.0,0.0,0.0,0.0,17.9,42388.0,24864.0,2799.0
Franklin,NC,16320.0,12811.0,29902.0,37079.0,20748.0,15776.0,1497.0,32.0,63866.0,31817.0,32049.0,8.1,63.5,25.4,0.4,0.5,0.0,16.4,48344.0,23862.0,833.0
Franklin,NE,1345.0,250.0,1656.0,1721.0,1434.0,276.0,94.0,0.0,3019.0,1514.0,1505.0,2.1,96.2,0.5,0.0,0.2,0.0,13.3,49453.0,28635.0,2012.0
Franklin,NY,7636.0,6517.0,15148.0,15397.0,8530.0,6586.0,87.0,0.0,51054.0,27928.0,23126.0,3.4,81.7,5.8,6.9,0.4,0.2,19.4,50733.0,24294.0,937.0
Franklin,OH,192328.0,335961.0,554711.0,604058.0,203154.0,391584.0,34517.0,643.0,1253507.0,611086.0,642421.0,5.2,64.5,21.7,0.1,4.8,0.0,16.7,56319.0,31199.0,288.0
Franklin,PA,49554.0,17322.0,69345.0,80896.0,57308.0,22468.0,2329.0,55.0,153003.0,75535.0,77468.0,5.3,88.6,3.8,0.2,1.0,0.0,10.4,58267.0,28985.0,715.0
Franklin,TN,11526.0,4372.0,16363.0,19146.0,13977.0,4863.0,1357.0,25.0,41397.0,20224.0,21173.0,3.2,88.8,4.9,0.2,0.6,0.0,15.0,46882.0,25637.0,1393.0
Franklin,TX,3583.0,665.0,4356.0,5000.0,4153.0,803.0,223.0,7.0,10639.0,5409.0,5230.0,13.9,79.6,4.5,0.5,0.0,0.1,15.0,43967.0,23642.0,2098.0
Franklin,VA,18560.0,7254.0,26805.0,29630.0,20895.0,8381.0,945.0,6.0,56277.0,27631.0,28646.0,2.7,87.1,7.9,0.2,0.4,0.0,14.8,51208.0,27282.0,1082.0
Franklin,VT,8752.0,9351.0,19373.0,754.0,407.0,318.0,143.0,7.0,48816.0,24251.0,24565.0,1.4,94.2,0.6,0.5,0.3,0.0,8.0,62214.0,30624.0,1628.0
Franklin,WA,8242.0,5594.0,14693.0,31833.0,17849.0,13148.0,4948.0,68.0,89124.0,46383.0,42741.0,52.5,41.1,2.0,0.4,2.1,0.1,15.9,60275.0,22125.0,694.0
Franklin,LA,6514.0,2506.0,9162.0,9720.0,6970.0,2658.0,1359.0,47.0,20388.0,9991.0,10397.0,0.2,65.3,33.4,0.0,0.0,0.0,28.8,34722.0,18786.0,1244.0
Frederick,MD,56472.0,51891.0,114962.0,139768.0,62057.0,74622.0,4909.0,139.0,246105.0,121305.0,124800.0,8.8,74.8,8.8,0.2,4.5,0.1,7.2,88502.0,39566.0,564.0
Frederick,VA,26069.0,11920.0,40133.0,48736.0,30755.0,17200.0,1215.0,13.0,83784.0,41634.0,42150.0,7.8,84.5,4.0,0.3,1.4,0.1,5.6,71037.0,32554.0,902.0
Freeborn,MN,8808.0,6041.0,15929.0,16791.0,9578.0,6889.0,758.0,5.0,30619.0,15312.0,15307.0,9.5,86.3,1.2,0.1,1.8,0.0,11.8,51174.0,27603.0,926.0
