county,state,Men,Women
Laurel,KY,29162.0,30739.0
Laurens,GA,22542.0,24909.0
Laurens,SC,32342.0,34166.0
Lavaca,TX,9596.0,10263.0
Lawrence,AL,16164.0,17124.0
Lawrence,AR,8285.0,8492.0
Lawrence,IL,9034.0,7423.0
Lawrence,IN,22621.0,23048.0
Lawrence,KY,7900.0,7944.0
Lawrence,MO,19072.0,19059.0
Lawrence,MS,6150.0,6509.0
Lawrence,OH,29977.0,31080.0
Lawrence,PA,42663.0,45568.0
Lawrence,SD,12441.0,12577.0
Lawrence,TN,20989.0,21602.0
Le Flore,OK,25028.0,24832.0
Le Sueur,MN,14086.0,13724.0
Lea,NM,35804.0,33701.0
Leake,MS,11534.0,11402.0
Leavenworth,KS,42581.0,36778.0
Lebanon,PA,67390.0,70226.0
Lee,AL,77172.0,79425.0
Lee,AR,5455.0,4159.0
Lee,FL,342731.0,357434.0
Lee,GA,14524.0,14692.0
Lee,IA,17553.0,17232.0
Lee,IL,18375.0,16295.0
Lee,KY,3375.0,3342.0
Lee,MS,40635.0,44205.0
Lee,NC,29055.0,30750.0
Lee,SC,9246.0,8651.0
Lee,TX,8476.0,8374.0
Lee,VA,12792.0,11636.0
Leelanau,MI,10681.0,10883.0
Leflore,MS,14013.0,16100.0
Lehigh,PA,176067.0,184707.0
Lemhi,ID,3906.0,3849.0
Lenawee,MI,49929.0,48656.0
Lenoir,NC,27701.0,30233.0
Leon,FL,135980.0,149910.0
Leon,TX,8485.0,8481.0
Leslie,KY,5325.0,5323.0
Letcher,KY,11267.0,11744.0
Levy,FL,19415.0,20298.0
Lewis,ID,1918.0,1906.0
Lewis,KY,6748.0,6817.0
Lewis,MO,5081.0,4997.0
Lewis,NY,13525.0,13320.0
Lewis,TN,5864.0,6080.0
Lewis,WA,37884.0,38128.0
Lewis,WV,8198.0,8173.0
Lewis and Clark,MT,32898.0,33392.0
Lexington,SC,137467.0,144403.0
Liberty,FL,5216.0,3131.0
Liberty,GA,31466.0,30654.0
Liberty,MT,1144.0,1101.0
Liberty,TX,39491.0,40393.0
Licking,OH,83575.0,87103.0
Limestone,AL,45889.0,45806.0
Limestone,TX,12071.0,11409.0
Lincoln,AR,8643.0,5242.0
Lincoln,CO,3522.0,1998.0
Lincoln,GA,3651.0,4117.0
Lincoln,ID,2735.0,2561.0
Lincoln,KS,1555.0,1566.0
Lincoln,KY,11960.0,12453.0
Lincoln,ME,16599.0,17422.0
Lincoln,MN,2882.0,2842.0
Lincoln,MO,27365.0,27435.0
Lincoln,MS,16495.0,18047.0
Lincoln,MT,9634.0,9615.0
Lincoln,NC,39867.0,40637.0
Lincoln,NE,17490.0,18079.0
Lincoln,NM,9399.0,10098.0
Lincoln,NV,2780.0,2423.0
Lincoln,OK,17278.0,17481.0
Lincoln,OR,22779.0,24528.0
Lincoln,SD,26250.0,26897.0
Lincoln,TN,16488.0,17055.0
Lincoln,WA,5264.0,5080.0
Lincoln,WI,14053.0,13941.0
Lincoln,WV,10644.0,10597.0
Lincoln,WY,9630.0,9161.0
Lincoln,LA,23206.0,24330.0
Linn,IA,108534.0,111474.0
Linn,KS,4793.0,4809.0
Linn,MO,5907.0,6341.0
Linn,OR,59757.0,61317.0
Lipscomb,TX,1880.0,1615.0
Litchfield,CT,91198.0,93256.0
Little River,AR,6157.0,6337.0
Live Oak,TX,6548.0,5495.0
Livingston,IL,18890.0,17922.0
Livingston,KY,4587.0,4701.0
Livingston,MI,93729.0,93217.0
Livingston,MO,6805.0,8220.0
Livingston,NY,32269.0,32104.0
Livingston,LA,67159.0,69937.0
Llano,TX,9848.0,10347.0
Logan,AR,10764.0,11038.0
Logan,CO,11723.0,10162.0
Logan,IL,14420.0,15068.0
Logan,KS,1396.0,1394.0
Logan,KY,13131.0,13716.0
Logan,ND,993.0,939.0
Logan,NE,471.0,448.0
Logan,OH,22419.0,22904.0
Logan,OK,22593.0,22733.0
Logan,WV,16994.0,17434.0
Long,GA,8746.0,9111.0
Lonoke,AR,35222.0,36346.0
Lorain,OH,150419.0,154986.0
Los Alamos,NM,9135.0,8896.0
Los Angeles,CA,4979641.0,5126081.0
Loudon,TN,24934.0,26090.0
Loudoun,VA,185575.0,188983.0
Louisa,IA,5743.0,5495.0
Louisa,VA,17007.0,17806.0
Loup,NE,260.0,277.0
Love,OK,4850.0,4993.0
Loving,TX,39.0,35.0
Lowndes,AL,4896.0,5466.0
Lowndes,GA,55796.0,58145.0
Lowndes,MS,28531.0,31027.0
Lubbock,TX,147080.0,150962.0
Lucas,IA,4343.0,4257.0
Lucas,OH,210162.0,223242.0
Luce,MI,3753.0,2653.0
Lumpkin,GA,15502.0,16065.0
Luna,NM,12057.0,12262.0
Lunenburg,VA,6367.0,6002.0
Luzerne,PA,156922.0,161300.0
Lycoming,PA,56644.0,58754.0
Lyman,SD,2024.0,1858.0
Lynn,TX,2957.0,2828.0
Lyon,IA,6011.0,5734.0
Lyon,KS,16165.0,17137.0
Lyon,KY,4581.0,3687.0
Lyon,MN,12902.0,12887.0
Lyon,NV,26400.0,25903.0
Mackinac,MI,5474.0,5362.0
Macomb,MI,420439.0,443580.0
Macon,AL,8933.0,10425.0
Macon,GA,7563.0,6112.0
Macon,IL,51439.0,56148.0
Macon,MO,7601.0,7718.0
Macon,NC,16467.0,17693.0
Macon,TN,11381.0,11858.0
Macoupin,IL,22691.0,23269.0
Madera,CA,74583.0,79857.0
Madison,AL,172568.0,180645.0
Madison,AR,8005.0,7902.0
Madison,FL,9804.0,8714.0
Madison,GA,14345.0,14255.0
Madison,IA,7870.0,7850.0
Madison,ID,19272.0,18969.0
Madison,IL,129987.0,136166.0
Madison,IN,64805.0,64836.0
Madison,KY,42976.0,45400.0
Madison,MO,6004.0,6222.0
Madison,MS,48966.0,53246.0
Madison,MT,4070.0,3832.0
Madison,NC,10564.0,10783.0
Madison,NE,17437.0,17625.0
Madison,NY,35413.0,36347.0
Madison,OH,23892.0,19840.0
Madison,TN,46449.0,51438.0
Madison,TX,8649.0,5330.0
Madison,VA,6369.0,6739.0
Madison,LA,5786.0,5830.0
Magoffin,KY,6436.0,6347.0
Mahaska,IA,11293.0,11008.0
Mahnomen,MN,2767.0,2733.0
Mahoning,OH,112946.0,118911.0
Major,OK,3836.0,3894.0
Malheur,OR,16514.0,13907.0
Manatee,FL,175761.0,187781.0
Manistee,MI,12697.0,11735.0
Manitowoc,WI,39612.0,40068.0
Marathon,WI,68001.0,67292.0
Marengo,AL,9235.0,10508.0
Maricopa,AZ,2055464.0,2100037.0
Maries,MO,4496.0,4463.0
Marin,CA,127423.0,133391.0
Marinette,WI,20459.0,20253.0
Marion,AL,14880.0,15178.0
Marion,AR,8050.0,8324.0
Marion,FL,164984.0,178794.0
Marion,GA,4207.0,4351.0
Marion,IA,16341.0,16786.0
Marion,IL,18781.0,19524.0
Marion,IN,452538.0,487426.0
Marion,KS,5997.0,6090.0
Marion,KY,9799.0,9536.0
Marion,MO,13841.0,14862.0
Marion,MS,12421.0,13045.0
Marion,OH,34853.0,30630.0
Marion,OR,164623.0,165830.0
Marion,SC,14675.0,17090.0
Marion,TN,13830.0,14525.0
Marion,TX,5025.0,5115.0
Marion,WV,27818.0,28757.0
Mariposa,CA,8863.0,8795.0
Marlboro,SC,14565.0,12940.0
Marquette,MI,33898.0,33247.0
Marquette,WI,7699.0,7465.0
Marshall,AL,46771.0,47967.0
Marshall,IA,20400.0,20076.0
Marshall,IL,5938.0,5987.0
Marshall,IN,23252.0,23500.0
Marshall,KS,4937.0,4922.0
Marshall,KY,15319.0,15858.0
Marshall,MN,4761.0,4636.0
Marshall,MS,17793.0,18188.0
Marshall,OK,8049.0,8177.0
Marshall,SD,2477.0,2282.0
Marshall,TN,15700.0,16053.0
Marshall,WV,15780.0,16226.0
Martin,FL,77098.0,78621.0
Martin,IN,5146.0,5073.0
Martin,KY,6744.0,5431.0
Martin,MN,10015.0,10069.0
Martin,NC,10910.0,12317.0
Martin,TX,2856.0,2691.0
Mason,IL,6948.0,6956.0
Mason,KY,8429.0,8738.0
Mason,MI,14284.0,14516.0
Mason,TX,2200.0,1922.0
Mason,WA,31695.0,29874.0
Mason,WV,13010.0,13990.0
Massac,IL,7017.0,7577.0
Matagorda,TX,18249.0,18495.0
Mathews,VA,4229.0,4601.0
Maui,HI,81933.0,82161.0
Maury,TN,42201.0,45405.0
Maverick,TX,28522.0,28949.0
Mayes,OK,20424.0,20505.0
McClain,OK,18800.0,19119.0
McCone,MT,923.0,805.0
McCook,SD,2784.0,2731.0
McCormick,SC,5440.0,4254.0
McCracken,KY,31169.0,34116.0
McCreary,KY,9710.0,8038.0
McCulloch,TX,4171.0,3974.0
McCurtain,OK,16268.0,16758.0
McDonald,MO,11613.0,11140.0
McDonough,IL,15563.0,16034.0
McDowell,NC,22706.0,22363.0
McDowell,WV,10178.0,9529.0
McDuffie,GA,10028.0,11460.0
McHenry,IL,153503.0,154540.0
McHenry,ND,3091.0,2860.0
McIntosh,GA,6896.0,7165.0
McIntosh,ND,1310.0,1370.0
McIntosh,OK,9812.0,10062.0
McKean,PA,21802.0,20268.0
McKenzie,ND,6243.0,5436.0
McKinley,NM,35209.0,37640.0
McLean,IL,84327.0,88904.0
McLean,KY,4657.0,4704.0
McLean,ND,4974.0,4633.0
McLennan,TX,119894.0,125826.0
McLeod,MN,17850.0,17966.0
McMinn,TN,25630.0,26939.0
McMullen,TX,321.0,279.0
McNairy,TN,12672.0,13273.0
McPherson,KS,14238.0,14554.0
McPherson,NE,221.0,211.0
McPherson,SD,1180.0,1186.0
Meade,KS,2163.0,2132.0
Meade,KY,14477.0,13975.0
Meade,SD,14134.0,12932.0
Meagher,MT,972.0,1028.0
Mecklenburg,NC,497122.0,537168.0
Mecklenburg,VA,14944.0,16015.0
Mecosta,MI,21802.0,21379.0
Medina,OH,87232.0,89130.0
Medina,TX,25073.0,23475.0
Meeker,MN,11697.0,11408.0
Meigs,OH,11517.0,11717.0
Meigs,TN,5767.0,6063.0
Mellette,SD,1017.0,1045.0
Menard,IL,6080.0,6336.0
Menard,TX,1159.0,964.0
Mendocino,CA,43668.0,43829.0
Menifee,KY,3382.0,2999.0
Menominee,MI,11834.0,11555.0
Menominee,WI,2258.0,2248.0
Merced,CA,135045.0,132345.0
Mercer,IL,7830.0,7964.0
Mercer,KY,10652.0,10726.0
Mercer,MO,1835.0,1834.0
Mercer,ND,4451.0,4186.0
Mercer,NJ,182693.0,190669.0
Mercer,OH,20484.0,20239.0
Mercer,PA,55992.0,57631.0
Mercer,WV,29134.0,31829.0
Meriwether,GA,10134.0,11018.0
Merrick,NE,3898.0,3931.0
Merrimack,NH,72864.0,75094.0
Mesa,CO,73478.0,75320.0
Metcalfe,KY,4930.0,5060.0
Miami,IN,19016.0,17019.0
Miami,KS,16160.0,16816.0
Miami,OH,51484.0,52597.0
Miami-Dade,FL,1311997.0,1390605.0
Middlesex,NJ,412127.0,425161.0
Middlesex,VA,5279.0,5431.0
Midland,MI,40954.0,42535.0
Midland,TX,80338.0,79545.0
Mifflin,PA,22748.0,23704.0
Milam,TX,12194.0,12285.0
Millard,UT,6462.0,6189.0
Mille Lacs,MN,12847.0,12788.0
Miller,AR,21581.0,22179.0
Miller,GA,2885.0,2999.0
Miller,MO,12291.0,12656.0
Mills,IA,7487.0,7446.0
Mills,TX,2275.0,2612.0
Milwaukee,WI,462784.0,493802.0
Miner,SD,1167.0,1088.0
Mineral,CO,433.0,401.0
Mineral,MT,2121.0,2073.0
Mineral,NV,2165.0,2306.0
Mineral,WV,13673.0,13748.0
Mingo,WV,12190.0,12960.0
Minidoka,ID,10304.0,10144.0
Minnehaha,SD,92360.0,91300.0
Missaukee,MI,7634.0,7348.0
Mississippi,AR,21030.0,22504.0
Mississippi,MO,7495.0,6421.0
Missoula,MT,57590.0,56641.0
Mitchell,GA,11748.0,10826.0
Mitchell,IA,5288.0,5375.0
Mitchell,KS,3199.0,3031.0
Mitchell,NC,7433.0,7722.0
Mitchell,TX,5417.0,3357.0
Mobile,AL,197968.0,216360.0
Modoc,CA,4659.0,4358.0
Moffat,CO,6772.0,6284.0
Mohave,AZ,103175.0,101516.0
Moniteau,MO,8350.0,7554.0
Monmouth,NJ,305192.0,322359.0
Mono,CA,7433.0,6625.0
Monona,IA,4388.0,4477.0
Monongalia,WV,53632.0,50083.0
Monroe,AL,10355.0,11390.0
Monroe,AR,3435.0,3985.0
Monroe,FL,40218.0,36527.0
Monroe,GA,13475.0,13320.0
Monroe,IA,4029.0,3883.0
Monroe,IL,16585.0,17154.0
Monroe,IN,72005.0,72431.0
Monroe,KY,5322.0,5323.0
Monroe,MI,73905.0,75714.0
Monroe,MO,4390.0,4286.0
Monroe,MS,17148.0,18819.0
Monroe,NY,361649.0,387031.0
Monroe,OH,7140.0,7099.0
Monroe,PA,82610.0,84696.0
Monroe,TN,22571.0,23127.0
Monroe,WI,22893.0,22410.0
Monroe,WV,6678.0,6839.0
Montague,TX,9512.0,9894.0
Montcalm,MI,32441.0,30515.0
Monterey,CA,221016.0,212152.0
Montezuma,CO,12664.0,13106.0
Montgomery,AL,107470.0,119650.0
Montgomery,AR,4487.0,4572.0
Montgomery,GA,4593.0,4369.0
Montgomery,IA,4931.0,5308.0
Montgomery,IL,15199.0,13974.0
Montgomery,IN,19432.0,18856.0
Montgomery,KS,16580.0,16883.0
Montgomery,KY,13645.0,13905.0
Montgomery,MD,501571.0,537627.0
Montgomery,MO,5798.0,5820.0
Montgomery,MS,4769.0,5540.0
Montgomery,NC,13584.0,13861.0
Montgomery,NY,24352.0,25148.0
Montgomery,OH,256138.0,275849.0
Montgomery,PA,397990.0,420687.0
Montgomery,TN,96196.0,95924.0
Montgomery,TX,265034.0,270153.0
Montgomery,VA,50448.0,47244.0
Montmorency,MI,4711.0,4579.0
Montour,PA,8858.0,9444.0
Montrose,CO,20182.0,20726.0
Moody,SD,3312.0,3184.0
Moore,NC,45332.0,48859.0
Moore,TN,3108.0,3194.0
Moore,TX,11466.0,10550.0
Mora,NM,2286.0,2319.0
Morehouse,LA,12505.0,13785.0
Morgan,AL,58761.0,60396.0
Morgan,CO,13997.0,14126.0
Morgan,GA,8558.0,9455.0
Morgan,IL,17319.0,17123.0
Morgan,IN,34307.0,35226.0
Morgan,KY,7397.0,5884.0
Morgan,MO,10028.0,10069.0
Morgan,OH,7395.0,7378.0
Morgan,TN,12088.0,9551.0
Morgan,UT,5617.0,5397.0
Morgan,WV,8623.0,8887.0
Morrill,NE,2460.0,2443.0
Morris,KS,2752.0,2853.0
Morris,NJ,244480.0,254367.0
Morris,TX,6022.0,6508.0
Morrison,MN,16616.0,16264.0
Morrow,OH,17467.0,17468.0
Morrow,OR,5724.0,5429.0
Morton,KS,1534.0,1397.0
Morton,ND,15395.0,14664.0
Motley,TX,575.0,539.0
Moultrie,IL,7173.0,7538.0
Mountrail,ND,5519.0,4467.0
Mower,MN,19742.0,19644.0
Muhlenberg,KY,15763.0,15390.0
Multnomah,OR,390542.0,397917.0
Murray,GA,19397.0,20047.0
Murray,MN,4178.0,4216.0
Murray,OK,6918.0,6879.0
Muscatine,IA,21256.0,21667.0
Muscogee,GA,97309.0,101338.0
Muskegon,MI,85918.0,86789.0
Muskingum,OH,41718.0,44215.0
Muskogee,OK,33978.0,35493.0
Musselshell,MT,2368.0,2398.0
Nacogdoches,TX,31297.0,34114.0
Nance,NE,1764.0,1805.0
Nantucket,MA,5804.0,5108.0
Napa,CA,70311.0,70694.0
Nash,NC,45178.0,48947.0
Nassau,FL,38706.0,39729.0
Nassau,NY,661718.0,701351.0
Natchitoches,LA,18610.0,20441.0
Natrona,WY,41061.0,39962.0
Navajo,AZ,54037.0,53865.0
Navarro,TX,23726.0,24513.0
Nelson,KY,22276.0,22855.0
Nelson,ND,1530.0,1441.0
Nelson,VA,7224.0,7639.0
Nemaha,KS,5083.0,5012.0
Nemaha,NE,3476.0,3565.0
Neosho,KS,7935.0,8274.0
Neshoba,MS,14095.0,15342.0
Ness,KS,1527.0,1474.0
Nevada,AR,4444.0,4084.0
Nevada,CA,48732.0,50106.0
New Castle,DE,268818.0,286218.0
New Hanover,NC,105213.0,114653.0
New Haven,CT,415863.0,446264.0
New Kent,VA,10309.0,10214.0
New London,CT,135581.0,135191.0
New Madrid,MO,8681.0,9349.0
New York,NY,782142.0,871735.0
Newaygo,MI,24036.0,23863.0
Newberry,SC,18494.0,19420.0
Newport,RI,40952.0,42252.0
Newton,AR,3979.0,3919.0
Newton,GA,49940.0,55102.0
Newton,IN,7041.0,7015.0
Newton,MO,28926.0,29311.0
Newton,MS,10043.0,11394.0
Newton,TX,7436.0,6751.0
Nez Perce,ID,19811.0,20203.0
Niagara,NY,103592.0,109083.0
Nicholas,KY,3362.0,3699.0
Nicholas,WV,12515.0,12981.0
Nicollet,MN,16748.0,16729.0
Niobrara,WY,1098.0,1381.0
Noble,IN,23797.0,23624.0
Noble,OH,8626.0,5872.0
Noble,OK,5599.0,5822.0
Nobles,MN,11219.0,10635.0
Nodaway,MO,11302.0,11442.0
Nolan,TX,7629.0,7361.0
Norfolk,MA,333237.0,361152.0
Norman,MN,3337.0,3252.0
Northampton,NC,9944.0,10482.0
Northampton,PA,147829.0,153112.0
Northampton,VA,5737.0,6261.0
Northumberland,PA,46851.0,46187.0
Northumberland,VA,6051.0,6203.0
Norton,KS,3127.0,2400.0
Nottoway,VA,8415.0,7122.0
Nowata,OK,5150.0,5298.0
Noxubee,MS,5206.0,5736.0
Nuckolls,NE,2163.0,2155.0
Nueces,TX,176836.0,181648.0
Nye,NV,21789.0,21507.0
O'Brien,IA,6979.0,6965.0
Oakland,MI,605231.0,636629.0
Obion,TN,14679.0,15980.0
Ocean,NJ,283959.0,305740.0
Oceana,MI,13323.0,12994.0
Ochiltree,TX,5353.0,5131.0
Oconee,GA,17661.0,18311.0
Oconee,SC,37417.0,38509.0
Oconto,WI,19145.0,18320.0
Ogemaw,MI,10518.0,10461.0
Ogle,IL,25702.0,25917.0
Oglethorpe,GA,7362.0,7292.0
Ohio,IN,2967.0,2944.0
Ohio,KY,11957.0,12105.0
Ohio,WV,20667.0,22239.0
Okaloosa,FL,100239.0,97352.0
Okanogan,WA,20868.0,20509.0
Okeechobee,FL,21767.0,18461.0
Okfuskee,OK,6518.0,5642.0
Oklahoma,OK,378842.0,395361.0
Okmulgee,OK,19298.0,19823.0
Oktibbeha,MS,24860.0,24532.0
Oldham,KY,33876.0,30757.0
Oldham,TX,1208.0,875.0
Oliver,ND,950.0,872.0
Olmsted,MN,74208.0,77477.0
Oneida,ID,2136.0,2148.0
Oneida,NY,115854.0,116470.0
Oneida,WI,17790.0,17562.0
Onondaga,NY,225685.0,241984.0
Onslow,NC,107245.0,85440.0
Ontario,NY,53712.0,55779.0
Ontonagon,MI,3104.0,2968.0
Orange,CA,1558245.0,1597571.0
Orange,FL,633835.0,656381.0
Orange,IN,9687.0,9936.0
Orange,NC,67598.0,74214.0
Orange,NY,189437.0,188737.0
Orange,TX,41505.0,42404.0
Orange,VA,17341.0,17924.0
Orange,VT,14358.0,14543.0
Orangeburg,SC,41789.0,47327.0
Oregon,MO,5261.0,5518.0
Orleans,NY,20662.0,20922.0
Orleans,LA,185063.0,203119.0
Osage,KS,7915.0,7979.0
Osage,MO,7105.0,6505.0
Osage,OK,23748.0,23602.0
Osborne,KS,1836.0,1848.0
Osceola,FL,160216.0,164952.0
Osceola,IA,3099.0,3050.0
Osceola,MI,11725.0,11496.0
Oscoda,MI,4266.0,4038.0
Oswego,NY,60028.0,59805.0
Otero,CO,8957.0,9368.0
Otero,NM,33478.0,31652.0
Otoe,NE,7783.0,8092.0
Otsego,MI,11951.0,12296.0
Otsego,NY,29341.0,31409.0
Ottawa,KS,3118.0,2839.0
Ottawa,MI,138250.0,141993.0
Ottawa,OH,20272.0,20497.0
Ottawa,OK,15570.0,16155.0
Otter Tail,MN,29049.0,28741.0
Ouachita,AR,11547.0,12831.0
Ouachita,LA,75019.0,81414.0
Ouray,CO,2198.0,2455.0
Outagamie,WI,91418.0,91870.0
Overton,TN,10914.0,11081.0
Owen,IN,10629.0,10328.0
Owen,KY,5239.0,5447.0
Owsley,KY,1955.0,2542.0
Owyhee,ID,5817.0,5567.0
Oxford,ME,28290.0,28940.0
Ozark,MO,4665.0,4663.0
Ozaukee,WI,43131.0,44686.0
Pacific,WA,10462.0,10478.0
Page,IA,7996.0,7397.0
Page,VA,11638.0,12056.0
Palm Beach,FL,691154.0,735618.0
Palo Alto,IA,4540.0,4570.0
Palo Pinto,TX,13904.0,14205.0
Pamlico,NC,6561.0,6242.0
Panola,MS,16553.0,17676.0
Panola,TX,11635.0,11939.0
Park,CO,8935.0,7965.0
Park,MT,7994.0,8007.0
Park,WY,14360.0,14916.0
Parke,IN,8178.0,8884.0
Parker,TX,62545.0,63418.0
Parmer,TX,5065.0,4806.0
Pasco,FL,242448.0,255688.0
Pasquotank,NC,19203.0,20343.0
Passaic,NJ,248308.0,262255.0
Patrick,VA,8867.0,9091.0
Paulding,GA,74560.0,77839.0
Paulding,OH,9493.0,9458.0
Pawnee,KS,3842.0,2934.0
Pawnee,NE,1317.0,1387.0
Pawnee,OK,8214.0,8234.0
Payette,ID,11451.0,11388.0
Payne,OK,41317.0,39317.0
Peach,GA,12992.0,14035.0
Pearl River,MS,27106.0,27943.0
Pecos,TX,9058.0,6746.0
Pembina,ND,3667.0,3383.0
Pemiscot,MO,8210.0,9134.0
Pend Oreille,WA,6636.0,6430.0
Pender,NC,28562.0,29068.0
Pendleton,KY,7307.0,7223.0
Pendleton,WV,3583.0,3555.0
Pennington,MN,7115.0,7082.0
Pennington,SD,54305.0,53821.0
Penobscot,ME,75404.0,76880.0
Peoria,IL,90211.0,95934.0
Pepin,WI,3701.0,3581.0
Perkins,NE,1474.0,1430.0
Perkins,SD,1485.0,1479.0
Perquimans,NC,6485.0,7021.0
Perry,AL,4630.0,5050.0
Perry,AR,5116.0,5204.0
Perry,IL,11832.0,9635.0
Perry,IN,10336.0,8893.0
Perry,KY,13516.0,13813.0
Perry,MO,9429.0,9706.0
Perry,MS,5858.0,6189.0
Perry,OH,18012.0,17971.0
Perry,PA,23135.0,22743.0
Perry,TN,3960.0,3922.0
Pershing,NV,4337.0,2324.0
Person,NC,18973.0,20267.0
Petroleum,MT,235.0,218.0
Pettis,MO,20777.0,21532.0
Phelps,MO,23605.0,21268.0
Phelps,NE,4603.0,4560.0
Philadelphia,PA,742412.0,827245.0
Phillips,AR,9210.0,10308.0
Phillips,CO,2249.0,2078.0
Phillips,KS,2658.0,2788.0
Phillips,MT,2096.0,2043.0
Piatt,IL,8122.0,8311.0
Pickaway,OH,30052.0,27023.0
Pickens,AL,9601.0,10569.0
Pickens,GA,15046.0,15297.0
Pickens,SC,60358.0,61091.0
Pickett,TN,2566.0,2505.0
Pierce,GA,9640.0,9501.0
Pierce,ND,2155.0,2117.0
Pierce,NE,3598.0,3577.0
Pierce,WA,420170.0,425023.0
Pierce,WI,20501.0,20725.0
Pike,AL,15897.0,17390.0
Pike,AR,5415.0,5478.0
Pike,GA,8817.0,9102.0
Pike,IL,7907.0,8023.0
Pike,IN,6256.0,6215.0
Pike,KY,30063.0,31523.0
Pike,MO,10202.0,8315.0
Pike,MS,18890.0,20873.0
Pike,OH,14102.0,14189.0
Pike,PA,27956.0,27731.0
Pima,AZ,495714.0,511543.0
Pinal,AZ,211665.0,193872.0
Pine,MN,15497.0,13560.0
Pinellas,FL,456017.0,493825.0
Pipestone,MN,4481.0,4748.0
Pitkin,CO,9363.0,8384.0
Pitt,NC,83309.0,93175.0
Pittsburg,OK,22664.0,22009.0
Pittsylvania,VA,30372.0,31598.0
Piute,UT,966.0,894.0
Placer,CA,183021.0,191964.0
Plaquemines,LA,11393.0,12001.0
Platte,MO,47719.0,49180.0
Platte,NE,16662.0,16213.0
Platte,WY,4535.0,4168.0
Pleasants,WV,4058.0,3469.0
Plumas,CA,9432.0,9292.0
Plymouth,IA,12259.0,12768.0
Plymouth,MA,247788.0,261326.0
Pocahontas,IA,3440.0,3532.0
Pocahontas,WV,4467.0,4107.0
Poinsett,AR,11808.0,12290.0
Pointe Coupee,LA,10692.0,11579.0
Polk,AR,9869.0,10343.0
Polk,FL,319775.0,332481.0
Polk,GA,20231.0,21213.0
Polk,IA,229864.0,237371.0
Polk,MN,15988.0,15576.0
Polk,MO,15257.0,16090.0
Polk,NC,9782.0,10652.0
Polk,NE,2578.0,2666.0
Polk,OR,38699.0,40967.0
Polk,TN,8321.0,8401.0
Polk,TX,25288.0,21686.0
Polk,WI,21809.0,21519.0
Pondera,MT,3004.0,3077.0
Pontotoc,MS,15346.0,15729.0
Pontotoc,OK,18680.0,19609.0
Pope,AR,31373.0,31999.0
Pope,IL,2322.0,2038.0
Pope,MN,5540.0,5392.0
Portage,OH,79258.0,82822.0
Portage,WI,35333.0,35038.0
Porter,IN,82696.0,84695.0
Posey,IN,12776.0,12823.0
Pottawatomie,KS,11646.0,11542.0
Pottawatomie,OK,34122.0,37492.0
Pottawattamie,IA,45896.0,47391.0
Potter,PA,8604.0,8466.0
Potter,SD,1130.0,1188.0
Potter,TX,62467.0,58763.0
Powder River,MT,776.0,834.0
Powell,KY,6075.0,6274.0
Powell,MT,4243.0,2609.0
Power,ID,3951.0,3716.0
Poweshiek,IA,8821.0,9607.0
Powhatan,VA,15185.0,13179.0
Prairie,AR,4132.0,4177.0
Prairie,MT,681.0,644.0
Pratt,KS,4860.0,4810.0
Preble,OH,20452.0,20876.0
Prentiss,MS,12360.0,13029.0
Presidio,TX,3558.0,3633.0
Presque Isle,MI,6419.0,6435.0
Preston,WV,17379.0,16381.0
Price,WI,6898.0,6668.0
Prince Edward,VA,11379.0,11524.0
Prince George,VA,20643.0,17061.0
Prince George's,MD,435878.0,469283.0
Prince William,VA,224843.0,225920.0
Providence,RI,307512.0,326192.0
Prowers,CO,6111.0,5973.0
Pueblo,CO,80330.0,83038.0
Pulaski,AR,188310.0,204538.0
Pulaski,GA,4942.0,6454.0
Pulaski,IL,2760.0,2931.0
Pulaski,IN,6458.0,6303.0
Pulaski,KY,31404.0,32570.0
Pulaski,MO,30361.0,22771.0
Pulaski,VA,17152.0,17178.0
Pushmataha,OK,5441.0,5691.0
Putnam,FL,35683.0,36752.0
Putnam,GA,10410.0,11020.0
Putnam,IL,2957.0,2814.0
Putnam,IN,19747.0,17796.0
Putnam,MO,2436.0,2410.0
Putnam,NY,49485.0,49979.0
Putnam,OH,16979.0,17058.0
Putnam,TN,37302.0,38263.0
Putnam,WV,27904.0,28740.0
Quay,NM,4057.0,4390.0
Queen Anne's,MD,24230.0,24841.0
Queens,NY,1134031.0,1205249.0
Quitman,GA,1024.0,1116.0
Quitman,MS,3618.0,3919.0
Rabun,GA,8126.0,8228.0
Racine,WI,96480.0,98621.0
Rains,TX,5722.0,5524.0
Raleigh,WV,38718.0,38379.0
Ralls,MO,5170.0,5038.0
Ramsey,MN,261783.0,276110.0
Ramsey,ND,5897.0,5677.0
Randall,TX,64149.0,66403.0
Randolph,AL,10998.0,11532.0
Randolph,AR,8664.0,8850.0
Randolph,GA,3574.0,3632.0
Randolph,IL,18235.0,14594.0
Randolph,IN,12278.0,12925.0
Randolph,MO,13075.0,11912.0
Randolph,NC,70344.0,72483.0
Randolph,WV,14921.0,14231.0
Rankin,MS,72198.0,77447.0
Ransom,ND,2772.0,2639.0
Rapides,LA,63888.0,68192.0
Rappahannock,VA,3646.0,3713.0
Ravalli,MT,20574.0,20813.0
Rawlins,KS,1300.0,1220.0
Ray,MO,11351.0,11508.0
Reagan,TX,1986.0,1749.0
Real,TX,1553.0,1805.0
Red Lake,MN,2033.0,1984.0
Red River,TX,5803.0,6550.0
