county,state,votes16_Donald_Trump,votes16_Hillary_Clinton,total_votes16
Menifee,KY,2010.0,700.0,2780.0
Menominee,MI,6704.0,3539.0,10765.0
Menominee,WI,269.0,1003.0,1279.0
Merced,CA,18486.0,21856.0,42523.0
Mercer,IL,4800.0,3061.0,8417.0
Mercer,KY,7740.0,2395.0,10584.0
Mercer,MO,1486.0,216.0,1739.0
Mercer,ND,3715.0,616.0,4564.0
Mercer,NJ,42604.0,93721.0,141332.0
Mercer,OH,17200.0,3335.0,21315.0
Mercer,PA,30034.0,17631.0,49594.0
Mercer,WV,17362.0,4689.0,22919.0
Meriwether,GA,5216.0,3800.0,9181.0
Merrick,NE,2914.0,601.0,3707.0
Merrimack,NH,37631.0,40056.0,81726.0
Mesa,CO,48129.0,20958.0,74876.0
Metcalfe,KY,3491.0,976.0,4619.0
Miami,IN,9975.0,2766.0,13440.0
Miami,KS,9839.0,3949.0,14712.0
Miami,OH,36311.0,12832.0,51467.0
Miami-Dade,FL,333666.0,623006.0,978670.0
Middlesex,NJ,108981.0,164887.0,282668.0
Middlesex,VA,3668.0,2107.0,5994.0
Midland,MI,23877.0,15655.0,42379.0
Midland,TX,36896.0,9993.0,48753.0
Mifflin,PA,14050.0,3563.0,18239.0
Milam,TX,6340.0,2042.0,8607.0
Millard,UT,3845.0,429.0,5211.0
Mille Lacs,MN,8340.0,3709.0,12948.0
Miller,AR,11293.0,4273.0,16090.0
Miller,GA,1888.0,622.0,2540.0
Miller,MO,9285.0,1750.0,11414.0
Mills,IA,5050.0,2080.0,7608.0
Mills,TX,1949.0,242.0,2238.0
Milwaukee,WI,126091.0,288986.0,434970.0
Miner,SD,706.0,281.0,1064.0
Mineral,CO,344.0,237.0,652.0
Mineral,MT,1322.0,515.0,1985.0
Mineral,NV,1179.0,637.0,1997.0
Mineral,WV,8957.0,2019.0,11410.0
Mingo,WV,7876.0,1365.0,9469.0
Minidoka,ID,4887.0,1167.0,6870.0
Minnehaha,SD,42043.0,30610.0,78263.0
Missaukee,MI,5386.0,1565.0,7301.0
Mississippi,AR,6988.0,5621.0,13075.0
Mississippi,MO,3600.0,1458.0,5165.0
Missoula,MT,21699.0,30740.0,57433.0
Mitchell,GA,4272.0,3492.0,7857.0
Mitchell,IA,3180.0,1879.0,5360.0
Mitchell,KS,2216.0,469.0,2824.0
Mitchell,NC,6225.0,1585.0,7948.0
Mitchell,TX,1780.0,353.0,2190.0
Mobile,AL,91087.0,68429.0,163387.0
Modoc,CA,2413.0,798.0,3359.0
Moffat,CO,5293.0,874.0,6510.0
Mohave,AZ,54656.0,16485.0,74189.0
Moniteau,MO,5344.0,1237.0,6808.0
Monmouth,NJ,165305.0,135825.0,311474.0
Mono,CA,1989.0,2551.0,4946.0
Monona,IA,3115.0,1244.0,4525.0
Monongalia,WV,18278.0,14568.0,35733.0
Monroe,AL,5771.0,4310.0,10185.0
Monroe,AR,1400.0,1298.0,2778.0
Monroe,FL,21885.0,18949.0,42434.0
Monroe,GA,8821.0,3570.0,12675.0
Monroe,IA,2635.0,1053.0,3844.0
Monroe,IL,12614.0,5522.0,19074.0
Monroe,IN,20527.0,34183.0,57623.0
Monroe,KY,4278.0,601.0,4991.0
Monroe,MI,43255.0,26859.0,74101.0
Monroe,MO,3159.0,853.0,4147.0
Monroe,MS,10107.0,5485.0,15781.0
Monroe,NY,128871.0,174063.0,320164.0
Monroe,OH,4781.0,1647.0,6686.0
Monroe,PA,31706.0,31930.0,65944.0
Monroe,TN,13361.0,3184.0,17050.0
Monroe,WI,11442.0,7047.0,19554.0
Monroe,WV,4337.0,1089.0,5670.0
Montague,TX,7526.0,885.0,8604.0
Montcalm,MI,16907.0,7874.0,26556.0
Monterey,CA,19580.0,47387.0,70861.0
Montezuma,CO,7771.0,3920.0,12706.0
Montgomery,AL,33928.0,58669.0,94572.0
Montgomery,AR,2573.0,735.0,3471.0
Montgomery,GA,2668.0,847.0,3560.0
Montgomery,IA,3431.0,1312.0,4998.0
Montgomery,IL,8616.0,3490.0,12829.0
Montgomery,IN,11051.0,3362.0,15101.0
Montgomery,KS,8466.0,2557.0,11623.0
Montgomery,KY,7856.0,3158.0,11444.0
Montgomery,MD,82985.0,309761.0,408300.0
Montgomery,MO,4124.0,1118.0,5424.0
Montgomery,MS,2334.0,1775.0,4162.0
Montgomery,NC,7070.0,4108.0,11449.0
Montgomery,NY,10579.0,5961.0,17438.0
Montgomery,OH,120766.0,117661.0,249560.0
Montgomery,PA,160803.0,251063.0,427489.0
Montgomery,TN,32320.0,21686.0,57278.0
Montgomery,TX,150188.0,45744.0,203083.0
Montgomery,VA,19455.0,20015.0,42695.0
Montmorency,MI,3498.0,1286.0,5008.0
Montour,PA,5274.0,2851.0,8535.0
Montrose,CO,14303.0,5438.0,21070.0
Moody,SD,1729.0,1042.0,2930.0
Moore,NC,30273.0,16148.0,47746.0
Moore,TN,2325.0,496.0,2926.0
Moore,TX,3974.0,1096.0,5262.0
Mora,NM,662.0,1533.0,2434.0
Morehouse,LA,6502.0,5155.0,11852.0
Morgan,AL,37392.0,11216.0,49991.0
Morgan,CO,8104.0,3128.0,11888.0
Morgan,GA,6559.0,2658.0,9435.0
Morgan,IL,9060.0,4693.0,14607.0
Morgan,IN,23671.0,6037.0,31180.0
Morgan,KY,3628.0,1006.0,4770.0
Morgan,MO,6757.0,1768.0,8815.0
Morgan,OH,4315.0,1711.0,6290.0
Morgan,TN,5429.0,1053.0,6664.0
Morgan,UT,3156.0,572.0,5136.0
Morgan,WV,5718.0,1568.0,7635.0
Morrill,NE,1788.0,282.0,2166.0
Morris,KS,1790.0,586.0,2568.0
Morris,NJ,125376.0,114437.0,248848.0
Morris,TX,3443.0,1425.0,4964.0
Morrison,MN,12925.0,3637.0,17534.0
Morrow,OH,11722.0,3711.0,16186.0
Morrow,OR,2698.0,1004.0,3989.0
Morton,KS,970.0,145.0,1160.0
Morton,ND,11319.0,3077.0,15547.0
Motley,TX,571.0,40.0,620.0
Moultrie,IL,4453.0,1476.0,6209.0
Mountrail,ND,2551.0,1211.0,4009.0
Mower,MN,8826.0,7444.0,17587.0
Muhlenberg,KY,9393.0,3272.0,13054.0
Multnomah,OR,63055.0,271754.0,357762.0
Murray,GA,10340.0,1799.0,12422.0
Murray,MN,2974.0,1295.0,4642.0
Murray,OK,4173.0,1086.0,5525.0
Muscatine,IA,9549.0,8284.0,19086.0
Muscogee,GA,26901.0,39602.0,68320.0
Muskegon,MI,35962.0,36640.0,77114.0
Muskingum,OH,23588.0,10926.0,36217.0
Muskogee,OK,15029.0,7969.0,24193.0
Musselshell,MT,1961.0,331.0,2409.0
Nacogdoches,TX,14751.0,6822.0,22430.0
Nance,NE,1257.0,280.0,1599.0
Nantucket,MA,1892.0,4144.0,6404.0
Napa,CA,9335.0,20454.0,31534.0
Nash,NC,23142.0,23024.0,46903.0
Nassau,FL,34221.0,10849.0,46537.0
Nassau,NY,275479.0,307326.0,599649.0
Natchitoches,LA,8965.0,7143.0,16617.0
Natrona,WY,23523.0,6573.0,32493.0
Navajo,AZ,18165.0,15362.0,35409.0
Navarro,TX,11984.0,3998.0,16382.0
Nelson,KY,13430.0,6434.0,20772.0
Nelson,ND,1025.0,536.0,1694.0
Nelson,VA,4150.0,3677.0,8247.0
Nemaha,KS,4066.0,714.0,5025.0
Nemaha,NE,2068.0,765.0,3035.0
Neosho,KS,4340.0,1464.0,6151.0
Neshoba,MS,7613.0,2668.0,10438.0
Ness,KS,1216.0,160.0,1435.0
Nevada,AR,2001.0,1156.0,3243.0
Nevada,CA,14686.0,16199.0,33258.0
New Castle,DE,85507.0,162905.0,261468.0
New Hanover,NC,54665.0,50219.0,108737.0
New Haven,CT,158373.0,203601.0,375909.0
New Kent,VA,8117.0,3545.0,12163.0
New London,CT,54574.0,62951.0,124527.0
New Madrid,MO,5270.0,1933.0,7352.0
New York,NY,58935.0,515481.0,591368.0
Newaygo,MI,15174.0,6212.0,22605.0
Newberry,SC,10011.0,6212.0,16795.0
Newport,RI,14975.0,22680.0,39813.0
Newton,AR,2875.0,699.0,3753.0
Newton,GA,20907.0,21936.0,43787.0
Newton,IN,4074.0,1403.0,5791.0
Newton,MO,20546.0,4988.0,26506.0
Newton,MS,5929.0,2549.0,8594.0
Newton,TX,2961.0,978.0,4010.0
Nez Perce,ID,10699.0,4828.0,17195.0
Niagara,NY,49223.0,32888.0,86000.0
Nicholas,KY,1957.0,787.0,2840.0
Nicholas,WV,7169.0,1821.0,9385.0
Nicollet,MN,8436.0,7886.0,17914.0
Niobrara,WY,1116.0,115.0,1297.0
Noble,IN,12198.0,3904.0,16890.0
Noble,OH,4441.0,1201.0,5875.0
Noble,OK,3707.0,901.0,4870.0
Nobles,MN,5299.0,2733.0,8592.0
Nodaway,MO,6379.0,2529.0,9439.0
Nolan,TX,3551.0,1029.0,4744.0
Norfolk,MA,119171.0,219129.0,357781.0
Norman,MN,1699.0,1264.0,3232.0
Northampton,NC,3556.0,6113.0,9761.0
Northampton,PA,71384.0,65936.0,142775.0
Northampton,VA,2686.0,3255.0,6134.0
Northumberland,PA,24418.0,9184.0,34971.0
Northumberland,VA,5089.0,2830.0,8176.0
Norton,KS,1808.0,277.0,2190.0
Nottoway,VA,3712.0,2829.0,6717.0
Nowata,OK,3321.0,742.0,4237.0
Noxubee,MS,1181.0,4330.0,5538.0
Nuckolls,NE,1709.0,348.0,2153.0
Nueces,TX,50704.0,49102.0,103958.0
Nye,NV,13320.0,5095.0,19592.0
O'Brien,IA,5735.0,1314.0,7348.0
Oakland,MI,289127.0,342976.0,663255.0
Obion,TN,9525.0,2425.0,12223.0
Ocean,NJ,170103.0,81845.0,259592.0
Oceana,MI,7228.0,3973.0,11903.0
Ochiltree,TX,2628.0,274.0,2981.0
Oconee,GA,12885.0,5253.0,19030.0
Oconee,SC,24096.0,7979.0,33530.0
Oconto,WI,13255.0,5886.0,19924.0
Ogemaw,MI,6827.0,3030.0,10386.0
Ogle,IL,14344.0,8025.0,23798.0
Oglethorpe,GA,4622.0,1829.0,6650.0
Ohio,IN,2118.0,686.0,2917.0
Ohio,KY,7942.0,2080.0,10398.0
Ohio,WV,11077.0,5452.0,17819.0
Okaloosa,FL,71788.0,23711.0,100657.0
Okanogan,WA,4048.0,2630.0,7061.0
Okeechobee,FL,9342.0,3953.0,13632.0
Okfuskee,OK,2791.0,943.0,3933.0
Oklahoma,OK,141429.0,112661.0,273609.0
Okmulgee,OK,8926.0,4379.0,13924.0
Oktibbeha,MS,7671.0,7851.0,16151.0
Oldham,KY,20469.0,10268.0,32853.0
Oldham,TX,850.0,78.0,945.0
Oliver,ND,827.0,119.0,1002.0
Olmsted,MN,35668.0,36266.0,79277.0
Oneida,ID,1531.0,184.0,2068.0
Oneida,NY,48490.0,30749.0,83876.0
Oneida,WI,11677.0,8103.0,20837.0
Onondaga,NY,78277.0,102915.0,191962.0
Onslow,NC,36342.0,17156.0,55364.0
Ontario,NY,24343.0,20233.0,47664.0
Ontonagon,MI,2069.0,1175.0,3420.0
Orange,CA,371268.0,413982.0,830206.0
Orange,FL,195091.0,329579.0,545800.0
Orange,IN,5800.0,2048.0,8189.0
Orange,NC,18373.0,59105.0,79830.0
Orange,NY,72129.0,63037.0,140753.0
Orange,TX,25385.0,5716.0,31761.0
Orange,VA,10511.0,5955.0,17157.0
Orange,VT,4997.0,7522.0,13464.0
Orangeburg,SC,11909.0,26258.0,38824.0
Oregon,MO,3668.0,865.0,4664.0
Orleans,NY,11582.0,4327.0,16722.0
Orleans,LA,24267.0,133833.0,165619.0
Osage,KS,4713.0,1730.0,6894.0
Osage,MO,5845.0,998.0,7078.0
Osage,OK,12559.0,5593.0,18942.0
Osborne,KS,1437.0,231.0,1753.0
Osceola,FL,50252.0,85287.0,139981.0
Osceola,IA,2528.0,552.0,3197.0
Osceola,MI,7336.0,2705.0,10597.0
Oscoda,MI,2843.0,1044.0,4062.0
Oswego,NY,25870.0,15614.0,44122.0
Otero,CO,2988.0,1719.0,5038.0
Otero,NM,11756.0,6033.0,19791.0
Otoe,NE,4833.0,2017.0,7279.0
Otsego,MI,8266.0,3556.0,12529.0
Otsego,NY,12284.0,9285.0,23024.0
Ottawa,KS,2261.0,424.0,2866.0
Ottawa,MI,90456.0,46276.0,145405.0
Ottawa,OH,12389.0,8136.0,21742.0
Ottawa,OK,7627.0,2584.0,10686.0
Otter Tail,MN,20939.0,9339.0,32284.0
Ouachita,AR,5347.0,4320.0,9929.0
Ouachita,LA,41712.0,24420.0,67987.0
Ouray,CO,1337.0,1690.0,3287.0
Outagamie,WI,51579.0,38117.0,95162.0
Overton,TN,6055.0,1943.0,8195.0
Owen,IN,6151.0,1946.0,8520.0
Owen,KY,3745.0,1062.0,4999.0
Owsley,KY,1474.0,256.0,1759.0
Owyhee,ID,3052.0,591.0,3920.0
Oxford,ME,16214.0,12172.0,31094.0
Ozark,MO,3639.0,724.0,4501.0
Ozaukee,WI,30458.0,20167.0,53368.0
Pacific,WA,4444.0,3900.0,8872.0
Page,IA,4875.0,1801.0,6968.0
Page,VA,7824.0,2514.0,10663.0
Palm Beach,FL,270762.0,371411.0,657235.0
Palo Alto,IA,3079.0,1395.0,4674.0
Palo Pinto,TX,8222.0,1700.0,10175.0
Pamlico,NC,4225.0,2427.0,6772.0
Panola,MS,7371.0,7300.0,14854.0
Panola,TX,8445.0,1835.0,10413.0
Park,CO,6053.0,3351.0,10245.0
Park,MT,4872.0,3521.0,9086.0
Park,WY,11115.0,2535.0,14634.0
Parke,IN,4863.0,1441.0,6576.0
Parker,TX,46433.0,8329.0,56413.0
Parmer,TX,1911.0,848.0,2818.0
Pasco,FL,141943.0,89998.0,240814.0
Pasquotank,NC,8082.0,8455.0,16964.0
Passaic,NJ,71488.0,112608.0,189099.0
Patrick,VA,6454.0,1768.0,8489.0
Paulding,GA,44646.0,18004.0,64601.0
Paulding,OH,6359.0,2068.0,8842.0
Pawnee,KS,1872.0,567.0,2602.0
Pawnee,NE,970.0,279.0,1314.0
Pawnee,OK,4716.0,1341.0,6346.0
Payette,ID,4306.0,892.0,5703.0
Payne,OK,16644.0,8785.0,27749.0
Peach,GA,5405.0,5083.0,10699.0
Pearl River,MS,15530.0,2919.0,18893.0
Pecos,TX,2463.0,1551.0,4167.0
Pembina,ND,2204.0,681.0,3093.0
Pemiscot,MO,3964.0,1946.0,6025.0
Pend Oreille,WA,4227.0,1871.0,6563.0
Pender,NC,17317.0,9086.0,27072.0
Pendleton,KY,4604.0,1164.0,6007.0
Pendleton,WV,2388.0,726.0,3212.0
Pennington,MN,4000.0,2146.0,6671.0
Pennington,SD,29804.0,14074.0,47741.0
Penobscot,ME,41601.0,32832.0,80228.0
Peoria,IL,35299.0,37436.0,77465.0
Pepin,WI,2228.0,1345.0,3746.0
Perkins,NE,1202.0,160.0,1418.0
Perkins,SD,1333.0,188.0,1606.0
Perquimans,NC,4143.0,2291.0,6595.0
Perry,AL,1403.0,3823.0,5255.0
Perry,AR,2979.0,1035.0,4262.0
Perry,IL,6816.0,2433.0,9706.0
Perry,IN,4556.0,3062.0,8025.0
Perry,KY,8158.0,2136.0,10572.0
Perry,MO,6907.0,1520.0,8732.0
Perry,MS,4135.0,1220.0,5432.0
Perry,OH,9978.0,4072.0,14647.0
Perry,PA,15613.0,4630.0,21153.0
Perry,TN,2167.0,597.0,2855.0
Pershing,NV,1403.0,430.0,1982.0
Person,NC,11116.0,7772.0,19303.0
Petroleum,MT,276.0,30.0,320.0
Pettis,MO,12792.0,4322.0,18045.0
Phelps,MO,12699.0,4761.0,18499.0
Phelps,NE,3832.0,571.0,4609.0
Philadelphia,PA,105418.0,560542.0,680227.0
Phillips,AR,2443.0,4292.0,6932.0
Phillips,CO,1791.0,436.0,2332.0
Phillips,KS,2200.0,296.0,2611.0
Phillips,MT,1715.0,315.0,2149.0
Piatt,IL,5623.0,2633.0,8899.0
Pickaway,OH,16482.0,6325.0,23814.0
Pickens,AL,5454.0,3972.0,9494.0
Pickens,GA,11651.0,1977.0,13982.0
Pickens,SC,36096.0,10327.0,48871.0
Pickett,TN,2019.0,536.0,2609.0
Pierce,GA,6301.0,903.0,7297.0
Pierce,ND,1433.0,431.0,2020.0
Pierce,NE,3052.0,382.0,3580.0
Pierce,WA,125964.0,148918.0,298470.0
Pierce,WI,11260.0,8380.0,21089.0
Pike,AL,7681.0,5039.0,13025.0
Pike,AR,3150.0,684.0,3980.0
Pike,GA,7273.0,1239.0,8675.0
Pike,IL,5749.0,1412.0,7458.0
Pike,IN,4398.0,1297.0,5977.0
Pike,KY,19740.0,4277.0,24650.0
Pike,MO,5274.0,1806.0,7375.0
Pike,MS,7748.0,7636.0,15633.0
Pike,OH,7669.0,3443.0,11513.0
Pike,PA,16035.0,9247.0,26066.0
Pima,AZ,147019.0,195649.0,360762.0
Pinal,AZ,53857.0,35737.0,93805.0
Pine,MN,8191.0,4580.0,13729.0
Pinellas,FL,238746.0,233327.0,491520.0
Pipestone,MN,3338.0,1127.0,4779.0
Pitkin,CO,2522.0,7239.0,10387.0
Pitt,NC,35191.0,40967.0,78264.0
Pittsburg,OK,12740.0,3704.0,17250.0
Pittsylvania,VA,21742.0,9195.0,31687.0
Piute,UT,537.0,31.0,617.0
Placer,CA,55212.0,43915.0,105157.0
Plaquemines,LA,6900.0,3347.0,10572.0
Platte,MO,24975.0,18915.0,46641.0
Platte,NE,10864.0,2612.0,14047.0
Platte,WY,3437.0,719.0,4460.0
Pleasants,WV,2342.0,620.0,3130.0
Plumas,CA,5079.0,3224.0,8830.0
Plymouth,IA,9659.0,2878.0,13057.0
Plymouth,MA,114722.0,133828.0,264168.0
Pocahontas,IA,2692.0,962.0,3831.0
Pocahontas,WV,2474.0,924.0,3619.0
Poinsett,AR,3149.0,1878.0,5332.0
Pointe Coupee,LA,6789.0,4764.0,11761.0
Polk,AR,6606.0,1210.0,8215.0
Polk,FL,157216.0,117182.0,283828.0
Polk,GA,11006.0,2863.0,14158.0
Polk,IA,93421.0,119671.0,228420.0
Polk,MN,8979.0,4712.0,14698.0
Polk,MO,10435.0,2630.0,13709.0
Polk,NC,6738.0,3715.0,10723.0
Polk,NE,2019.0,411.0,2538.0
Polk,OR,18333.0,15741.0,37030.0
Polk,TN,5097.0,1252.0,6520.0
Polk,TX,26587.0,7123.0,34444.0
Polk,WI,13864.0,7568.0,22691.0
Pondera,MT,1786.0,737.0,2702.0
Pontotoc,MS,9442.0,2123.0,11811.0
Pontotoc,OK,10420.0,3633.0,14814.0
Pope,AR,15694.0,4818.0,21770.0
Pope,IL,1678.0,374.0,2132.0
Pope,MN,3793.0,2106.0,6294.0
Portage,OH,38978.0,31463.0,73968.0
Portage,WI,17310.0,18524.0,38123.0
Porter,IN,38719.0,33531.0,76492.0
Posey,IN,8393.0,3515.0,12448.0
Pottawatomie,KS,7451.0,2191.0,10359.0
Pottawatomie,OK,17826.0,6005.0,25417.0
Pottawattamie,IA,24441.0,15341.0,42226.0
Potter,PA,6247.0,1300.0,7777.0
Potter,SD,1069.0,215.0,1335.0
Potter,TX,19499.0,7620.0,28330.0
Powder River,MT,880.0,127.0,1047.0
Powell,KY,3513.0,1272.0,4957.0
Powell,MT,2017.0,549.0,2778.0
Power,ID,1666.0,699.0,2758.0
Poweshiek,IA,4936.0,4272.0,9693.0
Powhatan,VA,11875.0,4057.0,16794.0
Prairie,AR,2503.0,812.0,3440.0
Prairie,MT,555.0,100.0,688.0
Pratt,KS,2824.0,769.0,3806.0
Preble,OH,15376.0,4323.0,20475.0
Prentiss,MS,7647.0,2067.0,9871.0
Presidio,TX,652.0,1458.0,2203.0
Presque Isle,MI,4486.0,2400.0,7215.0
Preston,WV,9501.0,2462.0,12611.0
Price,WI,4562.0,2671.0,7560.0
Prince Edward,VA,4099.0,4590.0,9113.0
Prince George,VA,9157.0,6419.0,16140.0
Prince George's,MD,29290.0,313627.0,351091.0
Prince William,VA,54065.0,83093.0,144854.0
Providence,RI,90321.0,141597.0,242179.0
Prowers,CO,3508.0,1173.0,4978.0
Pueblo,CO,27746.0,27945.0,60112.0
Pulaski,AR,61182.0,89377.0,159486.0
Pulaski,GA,2436.0,1104.0,3598.0
Pulaski,IL,1583.0,817.0,2473.0
Pulaski,IN,3854.0,1327.0,5437.0
Pulaski,KY,22900.0,4208.0,28034.0
Pulaski,MO,9870.0,2918.0,13443.0
Pulaski,VA,10314.0,4170.0,15112.0
Pushmataha,OK,3581.0,748.0,4483.0
Putnam,FL,21873.0,9920.0,32652.0
Putnam,GA,6516.0,2745.0,9431.0
Putnam,IL,1762.0,1143.0,3076.0
Putnam,IN,10637.0,3356.0,14680.0
Putnam,MO,1936.0,352.0,2342.0
Putnam,NY,25241.0,17363.0,44186.0
Putnam,OH,14704.0,2874.0,18387.0
Putnam,TN,18981.0,6847.0,26958.0
Putnam,WV,17455.0,5784.0,24443.0
Quay,NM,2208.0,1016.0,3567.0
Queen Anne's,MD,16211.0,7316.0,24633.0
Queens,NY,138550.0,473389.0,627021.0
Quitman,GA,575.0,461.0,1044.0
Quitman,MS,998.0,2303.0,3353.0
Rabun,GA,6287.0,1443.0,7949.0
Racine,WI,46620.0,42506.0,93678.0
Rains,TX,3919.0,619.0,4630.0
Raleigh,WV,21835.0,6362.0,29311.0
Ralls,MO,3969.0,1138.0,5266.0
Ramsey,MN,70778.0,176929.0,269161.0
Ramsey,ND,3216.0,1505.0,5218.0
Randall,TX,43379.0,8340.0,53813.0
Randolph,AL,7697.0,2290.0,10130.0
Randolph,AR,4508.0,1425.0,6378.0
Randolph,GA,1270.0,1597.0,2895.0
Randolph,IL,9992.0,3421.0,14032.0
Randolph,IN,7515.0,2446.0,10456.0
Randolph,MO,7529.0,2283.0,10309.0
Randolph,NC,49156.0,13074.0,63615.0
Randolph,WV,7583.0,2724.0,10816.0
Rankin,MS,46168.0,13741.0,61356.0
Ransom,ND,1209.0,836.0,2317.0
Rapides,LA,36814.0,18318.0,56838.0
Rappahannock,VA,2532.0,1741.0,4444.0
Ravalli,MT,14673.0,6166.0,22122.0
Rawlins,KS,1209.0,160.0,1448.0
Ray,MO,7103.0,3088.0,10835.0
Reagan,TX,709.0,167.0,900.0
Real,TX,1382.0,262.0,1678.0
Red Lake,MN,1141.0,540.0,1871.0
Red River,TX,3924.0,1148.0,5147.0
Red River,LA,2391.0,1938.0,4422.0
Red Willow,NE,4212.0,638.0,5061.0
Redwood,MN,5137.0,1887.0,7566.0
Reeves,TX,1417.0,1659.0,3184.0
Refugio,TX,1830.0,1034.0,2945.0
Reno,KS,15100.0,6670.0,23448.0
Rensselaer,NY,31933.0,30039.0,65991.0
Renville,MN,4890.0,2117.0,7563.0
Renville,ND,978.0,200.0,1255.0
Republic,KS,1993.0,370.0,2484.0
Reynolds,MO,2402.0,540.0,3032.0
Rhea,TN,8650.0,1942.0,10946.0
Rice,KS,2652.0,668.0,3567.0
Rice,MN,15429.0,14437.0,32217.0
Rich,UT,786.0,104.0,1096.0
Richardson,NE,2684.0,798.0,3666.0
Richland,IL,5736.0,1579.0,7630.0
Richland,MT,3885.0,669.0,4818.0
Richland,ND,4759.0,2064.0,7460.0
Richland,OH,35805.0,15629.0,53739.0
Richland,SC,52753.0,108401.0,169400.0
Richland,WI,4021.0,3577.0,7962.0
Richland,LA,6286.0,3157.0,9596.0
Richmond,GA,24441.0,48707.0,74952.0
Richmond,NC,10199.0,8290.0,18813.0
Richmond,NY,95612.0,67561.0,167209.0
Richmond,VA,2213.0,1347.0,3651.0
Riley,KS,9817.0,8892.0,20475.0
Ringgold,IA,1820.0,753.0,2684.0
Rio Arriba,NM,3583.0,9534.0,14795.0
Rio Blanco,CO,2782.0,433.0,3436.0
Rio Grande,CO,3060.0,1985.0,5488.0
Ripley,IN,9806.0,2471.0,12790.0
Ripley,MO,4520.0,830.0,5518.0
Ritchie,WV,3376.0,490.0,4040.0
Riverside,CA,240013.0,253215.0,517200.0
Roane,TN,15863.0,4833.0,21580.0
Roane,WV,3772.0,1220.0,5234.0
Roanoke,VA,30857.0,16787.0,50149.0
Roberts,SD,2142.0,1539.0,3886.0
Roberts,TX,524.0,20.0,550.0
Robertson,KY,759.0,222.0,1013.0
Robertson,TN,19393.0,6634.0,27042.0
Robertson,TX,4665.0,2203.0,7010.0
Robeson,NC,20294.0,18377.0,39454.0
Rock,MN,3091.0,1373.0,4807.0
Rock,NE,687.0,70.0,793.0
Rock,WI,31483.0,39336.0,75043.0
Rock Island,IL,26969.0,32258.0,62971.0
Rockbridge,VA,6671.0,3506.0,10685.0
Rockcastle,KY,5609.0,915.0,6688.0
Rockdale,GA,13463.0,23206.0,37589.0
Rockingham,NC,26463.0,14057.0,41374.0
Rockingham,VA,25269.0,9361.0,36536.0
Rockland,NY,57148.0,63454.0,123943.0
Rockwall,TX,28396.0,9633.0,39529.0
Roger Mills,OK,1546.0,151.0,1758.0
Rogers,OK,30893.0,7895.0,40834.0
Rolette,ND,1210.0,2097.0,3662.0
Rooks,KS,1999.0,273.0,2378.0
Roosevelt,MT,1722.0,1504.0,3502.0
Roosevelt,NM,3865.0,1445.0,5912.0
Roscommon,MI,8141.0,4287.0,13036.0
Roseau,MN,5451.0,1856.0,7767.0
Rosebud,MT,2211.0,969.0,3372.0
Ross,OH,17833.0,9905.0,28955.0
Routt,CO,5149.0,7487.0,13772.0
Rowan,KY,5174.0,3295.0,8842.0
Rowan,NC,42388.0,19208.0,63078.0
Runnels,TX,3241.0,452.0,3765.0
Rush,IN,5292.0,1525.0,7214.0
Rush,KS,1177.0,227.0,1474.0
Rusk,TX,14675.0,3935.0,18994.0
Rusk,WI,4564.0,2171.0,7029.0
Russell,AL,9210.0,9577.0,19136.0
Russell,KS,2544.0,454.0,3148.0
Russell,KY,6863.0,1093.0,8174.0
Russell,VA,9516.0,2328.0,12195.0
Rutherford,NC,21694.0,7451.0,29764.0
Rutherford,TN,64428.0,36627.0,106518.0
Rutland,VT,12471.0,13629.0,27660.0
Sabine,TX,3992.0,614.0,4642.0
Sabine,LA,7877.0,1703.0,9785.0
Sac,IA,3692.0,1269.0,5158.0
Sacramento,CA,133829.0,217211.0,373433.0
Saginaw,MI,45469.0,44395.0,94198.0
Saguache,CO,1109.0,1345.0,2707.0
Salem,NJ,16256.0,11766.0,29220.0
Saline,AR,35852.0,13247.0,52578.0
Saline,IL,8248.0,2551.0,11234.0
Saline,KS,13367.0,6084.0,21206.0
Saline,MO,5977.0,2787.0,9245.0
Saline,NE,2849.0,1630.0,4795.0
Salt Lake,UT,91375.0,126702.0,282435.0
Saluda,SC,5525.0,2809.0,8559.0
Sampson,NC,14761.0,10486.0,25638.0
San Augustine,TX,2620.0,907.0,3563.0
San Benito,CA,4358.0,6751.0,11758.0
San Bernardino,CA,214698.0,258409.0,498697.0
San Diego,CA,298521.0,429338.0,768383.0
San Francisco,CA,27633.0,238772.0,279917.0
San Jacinto,TX,8050.0,2034.0,10305.0
San Joaquin,CA,56194.0,71349.0,134076.0
San Juan,CO,215.0,265.0,506.0
San Juan,NM,27879.0,12826.0,45975.0
San Juan,UT,2073.0,1143.0,3770.0
San Juan,WA,2523.0,6735.0,10059.0
San Luis Obispo,CA,44981.0,53911.0,106021.0
San Mateo,CA,40809.0,163084.0,213715.0
San Miguel,CO,1030.0,2960.0,4311.0
San Miguel,NM,2302.0,7249.0,10697.0
San Patricio,TX,13004.0,7825.0,21513.0
San Saba,TX,2025.0,293.0,2354.0
Sanborn,SD,819.0,241.0,1123.0
Sanders,MT,4268.0,1211.0,5884.0
Sandoval,NM,25748.0,27405.0,61146.0
Sandusky,OH,16045.0,9733.0,27491.0
Sangamon,IL,49823.0,40731.0,96472.0
Sanilac,MI,13446.0,4873.0,19243.0
