county,state,Poverty,Income,IncomePerCap,Unemployment
Lunenburg,VA,18.6,39537.0,18555.0,4.5
Luzerne,PA,15.2,49290.0,26809.0,7.0
Lycoming,PA,14.0,50634.0,26265.0,6.2
Lyman,SD,21.7,47113.0,21155.0,6.3
Lynn,TX,18.0,44922.0,26758.0,8.1
Lyon,IA,4.9,62012.0,28356.0,2.4
Lyon,KS,18.6,42992.0,24307.0,5.8
Lyon,KY,14.1,50268.0,27098.0,3.4
Lyon,MN,13.7,54181.0,30203.0,3.6
Lyon,NV,13.7,50920.0,25063.0,9.8
Mackinac,MI,15.4,42559.0,26967.0,10.5
Macomb,MI,11.8,58175.0,29740.0,6.6
Macon,AL,25.9,32308.0,19564.0,14.5
Macon,GA,28.6,30851.0,15919.0,16.8
Macon,IL,16.6,49052.0,28280.0,9.2
Macon,MO,17.0,38903.0,20890.0,7.4
Macon,NC,17.7,40659.0,27282.0,4.9
Macon,TN,18.6,35533.0,20666.0,5.8
Macoupin,IL,13.3,53890.0,27255.0,8.2
Madera,CA,22.1,48210.0,19975.0,8.3
Madison,AL,13.6,61318.0,34232.0,6.5
Madison,AR,17.8,42894.0,23203.0,4.5
Madison,FL,31.9,31816.0,17192.0,8.1
Madison,GA,17.6,47653.0,22885.0,8.0
Madison,IA,7.3,60077.0,31449.0,5.2
Madison,ID,31.8,33620.0,15257.0,9.2
Madison,IL,13.5,56536.0,30278.0,7.4
Madison,IN,17.4,45432.0,23680.0,6.8
Madison,KY,19.5,46674.0,23733.0,6.9
Madison,MO,18.8,37484.0,20081.0,5.8
Madison,MS,12.0,68600.0,36627.0,5.1
Madison,MT,10.6,47900.0,31620.0,3.4
Madison,NC,17.8,40563.0,22653.0,6.9
Madison,NE,16.0,49865.0,26093.0,3.2
Madison,NY,11.1,58365.0,28010.0,4.4
Madison,OH,10.2,62897.0,27798.0,5.4
Madison,TN,20.3,44496.0,24600.0,6.2
Madison,TX,15.4,44004.0,17436.0,3.1
Madison,VA,9.8,52287.0,29705.0,5.6
Madison,LA,36.4,29424.0,15134.0,12.3
Magoffin,KY,28.6,29578.0,17279.0,10.3
Mahaska,IA,14.4,50568.0,26575.0,5.6
Mahnomen,MN,22.7,42439.0,20720.0,9.2
Mahoning,OH,17.6,43251.0,25901.0,8.2
Major,OK,13.1,52056.0,28294.0,4.6
Malheur,OR,25.2,37112.0,17567.0,8.6
Manatee,FL,13.4,53408.0,30477.0,6.6
Manistee,MI,14.7,44882.0,24398.0,8.0
Manitowoc,WI,10.2,51053.0,27777.0,3.7
Marathon,WI,10.3,56509.0,30151.0,3.8
Marengo,AL,25.6,32255.0,22996.0,12.8
Maricopa,AZ,15.7,58580.0,30186.0,6.0
Maries,MO,18.9,41715.0,22087.0,7.7
Marin,CA,8.1,104703.0,66748.0,4.5
Marinette,WI,13.2,44958.0,25778.0,5.7
Marion,AL,17.6,35719.0,21835.0,5.5
Marion,AR,19.5,36113.0,19200.0,7.7
Marion,FL,17.6,41964.0,23598.0,9.0
Marion,GA,23.1,39015.0,20154.0,10.0
Marion,IA,9.3,57917.0,27815.0,3.6
Marion,IL,17.8,44679.0,24112.0,8.7
Marion,IN,19.8,44869.0,26284.0,8.0
Marion,KS,10.7,50212.0,25620.0,3.9
Marion,KY,18.4,40005.0,21823.0,9.4
Marion,MO,18.4,44098.0,22662.0,6.5
Marion,MS,25.9,30998.0,19610.0,8.3
Marion,OH,16.6,44708.0,22579.0,7.9
Marion,OR,15.9,53828.0,24791.0,6.8
Marion,SC,26.5,31129.0,18556.0,10.7
Marion,TN,18.1,45366.0,23807.0,6.0
Marion,TX,22.3,36938.0,25933.0,10.7
Marion,WV,16.1,48158.0,25205.0,5.5
Mariposa,CA,15.1,51385.0,28241.0,10.0
Marlboro,SC,26.6,33921.0,16561.0,14.6
Marquette,MI,16.4,48491.0,25550.0,6.3
Marquette,WI,11.8,49052.0,26050.0,5.5
Marshall,AL,21.0,41104.0,22710.0,6.5
Marshall,IA,11.2,52752.0,25693.0,5.3
Marshall,IL,10.3,55173.0,29025.0,6.2
Marshall,IN,11.5,51869.0,24289.0,6.8
Marshall,KS,8.9,50420.0,27908.0,4.1
Marshall,KY,10.8,49126.0,27391.0,6.3
Marshall,MN,7.8,57289.0,28585.0,3.2
Marshall,MS,17.8,41134.0,19775.0,6.2
Marshall,OK,14.7,45671.0,22431.0,5.3
Marshall,SD,8.3,60948.0,28861.0,1.6
Marshall,TN,13.5,46837.0,23920.0,6.5
Marshall,WV,15.2,42473.0,24043.0,5.9
Martin,FL,10.9,55588.0,38021.0,6.5
Martin,IN,13.3,49372.0,25138.0,4.2
Martin,KY,29.8,29239.0,14914.0,15.4
Martin,MN,11.3,53627.0,30806.0,3.1
Martin,NC,19.2,35969.0,22161.0,9.6
Martin,TX,7.0,71115.0,28560.0,1.9
Mason,IL,13.9,44695.0,25952.0,8.0
Mason,KY,18.0,43082.0,25285.0,5.8
Mason,MI,16.0,45524.0,26251.0,7.6
Mason,TX,12.6,40949.0,24519.0,2.8
Mason,WA,16.2,53087.0,26312.0,8.3
Mason,WV,19.3,38977.0,21094.0,7.7
Massac,IL,18.4,42168.0,23434.0,7.9
Matagorda,TX,20.6,44896.0,23294.0,6.4
Mathews,VA,10.6,63622.0,35252.0,1.4
Maui,HI,10.0,72762.0,32379.0,4.9
Maury,TN,13.0,52080.0,25872.0,6.2
Maverick,TX,24.5,37734.0,16658.0,12.9
Mayes,OK,19.2,45302.0,22575.0,5.3
McClain,OK,9.5,62081.0,28353.0,3.8
McCone,MT,7.7,46193.0,28230.0,1.2
McCook,SD,9.3,60808.0,29254.0,2.5
McCormick,SC,20.1,40622.0,22836.0,15.3
McCracken,KY,17.1,42894.0,29881.0,4.9
McCreary,KY,41.0,19264.0,11492.0,15.8
McCulloch,TX,16.3,42367.0,23398.0,3.2
McCurtain,OK,23.6,34250.0,19040.0,5.7
McDonald,MO,19.0,41207.0,19577.0,6.2
McDonough,IL,22.3,42911.0,22527.0,8.6
McDowell,NC,19.3,38776.0,20439.0,7.4
McDowell,WV,34.9,25595.0,13985.0,11.2
McDuffie,GA,26.0,40469.0,20436.0,8.1
McHenry,IL,7.3,82230.0,36208.0,5.4
McHenry,ND,7.9,61788.0,36874.0,2.2
McIntosh,GA,20.3,43285.0,25226.0,9.2
McIntosh,ND,9.9,46012.0,31133.0,1.7
McIntosh,OK,18.5,38163.0,22241.0,8.5
McKean,PA,17.3,45866.0,24868.0,7.5
McKenzie,ND,11.7,79316.0,38324.0,3.9
McKinley,NM,37.5,30336.0,14077.0,16.1
McLean,IL,14.5,64573.0,32943.0,3.9
McLean,KY,19.2,44242.0,22884.0,7.1
McLean,ND,8.9,63926.0,36953.0,1.6
McLennan,TX,19.3,46262.0,24273.0,5.1
McLeod,MN,8.4,59869.0,30145.0,3.0
McMinn,TN,19.7,39990.0,21583.0,8.3
McMullen,TX,7.0,71389.0,33472.0,26.3
McNairy,TN,21.6,34353.0,19745.0,13.6
McPherson,KS,7.6,56946.0,29508.0,2.5
McPherson,NE,16.0,60714.0,27241.0,0.0
McPherson,SD,17.0,41674.0,25975.0,6.7
Meade,KS,12.2,54167.0,25173.0,2.8
Meade,KY,13.1,53732.0,25119.0,8.2
Meade,SD,8.8,54286.0,26896.0,1.3
Meagher,MT,15.8,41343.0,20095.0,3.5
Mecklenburg,NC,13.4,61695.0,35669.0,6.8
Mecklenburg,VA,16.9,41126.0,22970.0,5.0
Mecosta,MI,22.5,43470.0,21978.0,8.7
Medina,OH,6.2,71595.0,34174.0,3.6
Medina,TX,12.7,59305.0,25572.0,5.3
Meeker,MN,8.3,59611.0,29216.0,2.9
Meigs,OH,22.5,42105.0,22396.0,10.4
Meigs,TN,16.6,39786.0,22542.0,9.9
Mellette,SD,42.6,31165.0,14264.0,6.6
Menard,IL,11.4,62368.0,32839.0,4.6
Menard,TX,9.8,37917.0,23613.0,5.1
Mendocino,CA,19.1,46528.0,27093.0,10.4
Menifee,KY,20.1,39688.0,19744.0,5.4
Menominee,MI,13.5,44480.0,26151.0,5.9
Menominee,WI,35.8,38080.0,17197.0,8.1
Merced,CA,23.3,46338.0,20120.0,14.6
Mercer,IL,11.4,55649.0,27844.0,6.5
Mercer,KY,16.7,47574.0,24981.0,9.1
Mercer,MO,17.7,43314.0,20374.0,3.5
Mercer,ND,7.3,80337.0,36720.0,1.3
Mercer,NJ,11.3,77027.0,40064.0,7.5
Mercer,OH,7.4,57052.0,27540.0,3.9
Mercer,PA,13.7,47340.0,25499.0,5.8
Mercer,WV,21.4,37763.0,21698.0,6.2
Meriwether,GA,22.7,36368.0,19679.0,8.1
Merrick,NE,10.0,53536.0,27223.0,3.3
Merrimack,NH,7.7,69856.0,34475.0,4.0
Mesa,CO,16.0,51971.0,27612.0,8.0
Metcalfe,KY,23.1,35594.0,18449.0,5.8
Miami,IN,16.0,46666.0,22890.0,7.8
Miami,KS,7.7,63501.0,31611.0,4.4
Miami,OH,9.9,54568.0,28051.0,5.5
Miami-Dade,FL,19.0,46338.0,25481.0,7.4
Middlesex,NJ,8.6,83133.0,36558.0,6.4
Middlesex,VA,10.2,50483.0,29871.0,6.3
Midland,MI,11.3,57117.0,33013.0,7.0
Midland,TX,8.7,75815.0,38545.0,3.5
Mifflin,PA,13.5,46286.0,23568.0,4.2
Milam,TX,16.0,41768.0,22911.0,5.5
Millard,UT,11.6,59312.0,23283.0,2.9
Mille Lacs,MN,11.5,53737.0,25732.0,6.6
Miller,AR,21.0,41862.0,22227.0,8.0
Miller,GA,23.3,37255.0,21002.0,5.7
Miller,MO,16.5,41461.0,23346.0,7.1
Mills,IA,9.1,67949.0,31309.0,3.2
Mills,TX,14.9,46318.0,24858.0,2.9
Milwaukee,WI,20.5,46784.0,26933.0,7.1
Miner,SD,11.6,50658.0,28633.0,2.0
Mineral,CO,12.0,50385.0,33018.0,1.6
Mineral,MT,20.1,40117.0,22894.0,7.4
Mineral,NV,20.3,39375.0,22791.0,20.6
Mineral,WV,14.8,40749.0,21888.0,6.9
Mingo,WV,28.9,31227.0,19272.0,15.6
Minidoka,ID,17.9,48021.0,21887.0,3.9
Minnehaha,SD,11.0,57322.0,29551.0,3.4
Missaukee,MI,15.9,42370.0,21805.0,7.0
Mississippi,AR,25.6,36417.0,20378.0,11.6
Mississippi,MO,31.7,32212.0,17918.0,10.0
Missoula,MT,15.9,49412.0,29681.0,6.0
Mitchell,GA,27.1,34122.0,16088.0,15.2
Mitchell,IA,8.3,53675.0,27407.0,3.6
Mitchell,KS,14.8,44591.0,26108.0,3.8
Mitchell,NC,15.4,42534.0,22302.0,4.7
Mitchell,TX,7.9,52194.0,19741.0,6.4
Mobile,AL,19.3,45802.0,24347.0,7.5
Modoc,CA,18.1,39296.0,22052.0,7.5
Moffat,CO,10.1,53010.0,27331.0,3.6
Mohave,AZ,18.6,41567.0,23527.0,10.1
Moniteau,MO,11.9,50897.0,21305.0,5.7
Monmouth,NJ,7.6,91807.0,46736.0,6.0
Mono,CA,9.9,60595.0,30888.0,3.6
Monona,IA,14.9,41598.0,26829.0,3.2
Monongalia,WV,21.3,49624.0,29285.0,6.1
Monroe,AL,33.7,26036.0,17264.0,21.6
Monroe,AR,28.6,31584.0,20486.0,9.1
Monroe,FL,12.7,63030.0,39176.0,3.7
Monroe,GA,13.3,50666.0,30359.0,9.4
Monroe,IA,10.9,50179.0,25929.0,5.6
Monroe,IL,5.3,74410.0,37043.0,4.4
Monroe,IN,24.7,45689.0,26738.0,6.3
Monroe,KY,23.5,35665.0,21985.0,7.7
Monroe,MI,11.2,59479.0,29245.0,5.9
Monroe,MO,13.0,42011.0,22255.0,4.5
Monroe,MS,19.2,39444.0,21643.0,7.4
Monroe,NY,14.8,55272.0,31291.0,6.6
Monroe,OH,19.7,43299.0,23154.0,5.9
Monroe,PA,11.1,61430.0,27439.0,9.2
Monroe,TN,20.4,36931.0,20353.0,9.3
Monroe,WI,12.6,56479.0,26724.0,4.7
Monroe,WV,17.2,36684.0,22830.0,9.0
Montague,TX,15.5,46592.0,26278.0,6.6
Montcalm,MI,17.5,44651.0,21509.0,7.0
Monterey,CA,14.7,63249.0,27168.0,6.0
Montezuma,CO,16.8,45645.0,24440.0,5.9
Montgomery,AL,20.8,46545.0,26712.0,7.6
Montgomery,AR,18.1,35252.0,21480.0,4.4
Montgomery,GA,19.5,40308.0,20114.0,6.6
Montgomery,IA,16.5,43674.0,25005.0,6.7
Montgomery,IL,15.6,47807.0,23172.0,5.8
Montgomery,IN,10.2,53075.0,25519.0,4.4
Montgomery,KS,17.5,43977.0,22823.0,5.8
Montgomery,KY,23.0,42172.0,21371.0,7.9
Montgomery,MD,7.0,103178.0,51162.0,5.4
Montgomery,MO,16.1,43094.0,21757.0,5.8
Montgomery,MS,25.6,34983.0,22666.0,9.1
Montgomery,NC,20.9,38254.0,20900.0,5.9
Montgomery,NY,19.6,47449.0,25307.0,7.3
Montgomery,OH,17.9,47045.0,27602.0,8.0
Montgomery,PA,6.4,84791.0,45048.0,5.2
Montgomery,TN,14.2,53737.0,24827.0,7.5
Montgomery,TX,10.3,74323.0,38012.0,4.9
Montgomery,VA,23.8,53424.0,28277.0,4.3
Montmorency,MI,15.1,39152.0,23155.0,12.7
Montour,PA,10.5,56250.0,31818.0,4.4
Montrose,CO,17.8,44865.0,24308.0,8.0
Moody,SD,15.9,56233.0,27774.0,4.9
Moore,NC,13.3,54468.0,31554.0,6.3
Moore,TN,7.7,51671.0,31479.0,5.0
Moore,TX,16.9,52469.0,21372.0,4.1
Mora,NM,20.3,26644.0,16019.0,8.2
Morehouse,LA,27.6,31672.0,18776.0,6.1
Morgan,AL,16.6,47529.0,25013.0,6.5
Morgan,CO,9.3,51456.0,24077.0,4.5
Morgan,GA,13.4,59572.0,28830.0,5.7
Morgan,IL,14.9,49353.0,26253.0,6.1
Morgan,IN,11.8,60317.0,27402.0,5.7
Morgan,KY,25.6,33523.0,17089.0,8.1
Morgan,MO,25.5,34776.0,20055.0,7.3
Morgan,OH,21.5,40276.0,22122.0,5.5
Morgan,TN,22.9,40707.0,18649.0,7.6
Morgan,UT,2.4,86071.0,30457.0,3.4
Morgan,WV,11.1,46346.0,24026.0,11.1
Morrill,NE,9.4,44201.0,25120.0,3.7
Morris,KS,9.8,50338.0,26569.0,2.3
Morris,NJ,4.6,107034.0,53491.0,5.2
Morris,TX,15.7,40227.0,22803.0,9.9
Morrison,MN,11.4,52855.0,28040.0,4.6
Morrow,OH,9.7,52767.0,24864.0,4.3
Morrow,OR,14.7,54386.0,21743.0,4.8
Morton,KS,8.0,43813.0,23038.0,8.7
Morton,ND,7.9,65385.0,37335.0,2.4
Motley,TX,12.2,40598.0,25908.0,8.1
Moultrie,IL,12.1,53979.0,26166.0,3.0
Mountrail,ND,11.2,69622.0,40113.0,4.7
Mower,MN,13.0,53700.0,28613.0,5.0
Muhlenberg,KY,20.5,40037.0,20376.0,9.6
Multnomah,OR,16.4,60369.0,34848.0,6.8
Murray,GA,18.0,41617.0,19084.0,7.4
Murray,MN,8.2,54211.0,30553.0,3.6
Murray,OK,14.1,51844.0,24804.0,3.9
Muscatine,IA,10.5,56398.0,28028.0,3.5
Muscogee,GA,21.7,43239.0,24604.0,10.0
Muskegon,MI,18.5,46077.0,22829.0,8.9
Muskingum,OH,16.6,43325.0,22877.0,6.9
Muskogee,OK,21.9,41329.0,21800.0,6.9
Musselshell,MT,17.4,38156.0,23908.0,5.6
Nacogdoches,TX,24.9,41482.0,22589.0,8.6
Nance,NE,11.7,45428.0,26852.0,2.0
Nantucket,MA,11.2,91942.0,47924.0,3.8
Napa,CA,8.2,79637.0,40632.0,5.4
Nash,NC,15.9,46187.0,25232.0,7.9
Nassau,FL,11.4,64294.0,33337.0,5.7
Nassau,NY,5.9,105744.0,46839.0,4.9
Natchitoches,LA,31.9,29001.0,18219.0,13.6
Natrona,WY,9.9,59400.0,31900.0,5.1
Navajo,AZ,29.1,38798.0,17685.0,16.3
Navarro,TX,18.8,45103.0,22152.0,9.4
Nelson,KY,11.4,55182.0,28156.0,5.9
Nelson,ND,8.4,52417.0,33599.0,0.5
Nelson,VA,14.9,53834.0,33597.0,3.7
Nemaha,KS,10.8,53368.0,27438.0,1.8
Nemaha,NE,11.5,55536.0,28572.0,5.7
Neosho,KS,21.4,44402.0,23589.0,2.9
Neshoba,MS,22.1,36755.0,19243.0,8.5
Ness,KS,8.9,48412.0,30761.0,2.6
Nevada,AR,23.0,36995.0,18644.0,4.8
Nevada,CA,12.1,60610.0,35581.0,7.3
New Castle,DE,11.9,68336.0,34541.0,6.5
New Hanover,NC,18.0,51457.0,31708.0,7.0
New Haven,CT,12.1,64872.0,35085.0,7.7
New Kent,VA,5.1,78429.0,36768.0,5.1
New London,CT,9.9,69411.0,36881.0,7.0
New Madrid,MO,24.1,33846.0,20261.0,9.4
New York,NY,17.3,79781.0,69529.0,6.2
Newaygo,MI,17.8,45645.0,22735.0,7.7
Newberry,SC,19.8,39600.0,22190.0,8.1
Newport,RI,9.0,75463.0,43603.0,5.4
Newton,AR,17.8,38134.0,18053.0,4.0
Newton,GA,16.7,52784.0,23611.0,9.0
Newton,IN,14.0,52193.0,24315.0,7.1
Newton,MO,12.9,46723.0,25837.0,5.4
Newton,MS,23.0,37643.0,21177.0,7.7
Newton,TX,15.7,40180.0,20800.0,11.6
Nez Perce,ID,14.4,51804.0,26799.0,4.2
Niagara,NY,13.4,51656.0,28395.0,6.2
Nicholas,KY,27.8,38900.0,21519.0,6.8
Nicholas,WV,18.6,39037.0,22101.0,7.3
Nicollet,MN,11.3,62593.0,29722.0,3.8
Niobrara,WY,14.9,36793.0,23370.0,0.0
Noble,IN,9.3,52393.0,25260.0,5.7
Noble,OH,12.9,42171.0,23119.0,4.8
Noble,OK,11.6,52372.0,28054.0,4.9
Nobles,MN,15.8,53267.0,24935.0,6.5
Nodaway,MO,22.6,41370.0,21056.0,4.7
Nolan,TX,16.8,42019.0,23686.0,7.1
Norfolk,MA,6.5,95668.0,49816.0,5.5
Norman,MN,12.0,53034.0,27099.0,3.3
Northampton,NC,25.4,33508.0,19126.0,10.2
Northampton,PA,9.2,65390.0,32608.0,5.7
Northampton,VA,20.3,41468.0,24835.0,4.4
Northumberland,PA,14.4,44534.0,24278.0,5.1
Northumberland,VA,13.5,56677.0,33364.0,7.8
Norton,KS,11.6,50673.0,22935.0,2.5
Nottoway,VA,21.5,38410.0,19452.0,5.8
Nowata,OK,18.1,41282.0,21491.0,9.5
Noxubee,MS,34.9,30808.0,16591.0,14.8
Nuckolls,NE,10.8,42055.0,24426.0,1.7
Nueces,TX,16.7,53317.0,26780.0,5.9
Nye,NV,17.3,44225.0,23740.0,11.4
O'Brien,IA,9.7,56314.0,32051.0,2.3
Oakland,MI,9.0,73369.0,40941.0,5.3
Obion,TN,23.0,38063.0,21939.0,8.3
Ocean,NJ,10.9,65771.0,33312.0,6.7
Oceana,MI,17.5,44382.0,22185.0,7.7
Ochiltree,TX,13.0,50120.0,24157.0,7.6
Oconee,GA,6.9,77388.0,38639.0,4.4
Oconee,SC,18.6,43978.0,26798.0,6.6
Oconto,WI,9.1,55762.0,28437.0,4.5
Ogemaw,MI,18.7,38149.0,22028.0,10.0
Ogle,IL,11.1,57655.0,29239.0,6.5
Oglethorpe,GA,17.6,43938.0,21858.0,5.8
Ohio,IN,5.0,58359.0,27715.0,3.3
Ohio,KY,21.3,41470.0,21368.0,10.0
Ohio,WV,13.7,45777.0,29769.0,5.1
Okaloosa,FL,11.5,59955.0,30775.0,6.1
Okanogan,WA,21.8,42598.0,22755.0,6.7
Okeechobee,FL,22.3,39059.0,18611.0,9.0
Okfuskee,OK,25.2,38346.0,17656.0,8.2
Oklahoma,OK,17.0,50762.0,29127.0,5.2
Okmulgee,OK,19.5,39567.0,21436.0,10.0
Oktibbeha,MS,29.8,37348.0,21322.0,9.5
Oldham,KY,5.6,92237.0,38063.0,3.5
Oldham,TX,11.1,62426.0,25461.0,3.8
Oliver,ND,3.1,71500.0,38604.0,2.3
Olmsted,MN,9.1,72337.0,37956.0,4.3
Oneida,ID,12.6,43491.0,21360.0,5.4
Oneida,NY,16.6,51316.0,27283.0,6.0
Oneida,WI,9.0,52945.0,30550.0,3.9
Onondaga,NY,14.9,57271.0,31436.0,6.4
Onslow,NC,14.1,48162.0,23141.0,10.6
Ontario,NY,9.7,61710.0,33685.0,4.7
Ontonagon,MI,15.5,36073.0,22958.0,10.0
Orange,CA,12.1,81851.0,37603.0,5.8
Orange,FL,16.7,51586.0,27394.0,6.8
Orange,IN,15.0,42803.0,22715.0,4.6
Orange,NC,14.0,65522.0,38348.0,5.2
Orange,NY,12.2,75146.0,32616.0,5.6
Orange,TX,14.2,53667.0,27938.0,6.0
Orange,VA,8.9,67196.0,30660.0,6.5
Orange,VT,11.5,56584.0,29651.0,4.3
Orangeburg,SC,23.2,34943.0,19489.0,9.7
Oregon,MO,25.3,32070.0,18309.0,5.0
Orleans,NY,15.9,49223.0,23929.0,6.5
Orleans,LA,25.4,38721.0,29275.0,8.7
Osage,KS,12.8,54186.0,27209.0,7.0
Osage,MO,6.8,54503.0,24995.0,3.3
Osage,OK,15.7,47683.0,24195.0,6.1
Osborne,KS,15.5,42173.0,26559.0,2.8
Osceola,FL,17.8,47343.0,20165.0,6.6
Osceola,IA,11.4,53604.0,26776.0,1.7
Osceola,MI,20.7,41099.0,21090.0,7.2
Oscoda,MI,18.1,36833.0,22343.0,11.9
Oswego,NY,18.3,51755.0,25791.0,8.6
Otero,CO,22.9,35051.0,20358.0,9.3
Otero,NM,21.4,43533.0,21876.0,9.3
Otoe,NE,10.0,54605.0,28567.0,3.0
Otsego,MI,14.9,50823.0,26012.0,6.4
Otsego,NY,16.1,51254.0,26688.0,6.7
Ottawa,KS,9.7,51797.0,28839.0,3.3
Ottawa,MI,9.5,63962.0,29121.0,4.4
Ottawa,OH,10.5,56193.0,31574.0,4.9
Ottawa,OK,21.8,38472.0,19415.0,7.2
Otter Tail,MN,9.4,55181.0,29932.0,3.6
Ouachita,AR,26.0,32136.0,19780.0,8.3
Ouachita,LA,24.5,40081.0,22538.0,7.0
Ouray,CO,10.4,61333.0,35544.0,5.9
Outagamie,WI,8.6,61523.0,30858.0,3.1
Overton,TN,19.6,36052.0,19961.0,5.3
Owen,IN,15.6,48315.0,24220.0,6.3
Owen,KY,16.7,44031.0,22802.0,5.3
Owsley,KY,33.0,22736.0,16582.0,12.5
Owyhee,ID,23.3,36092.0,19909.0,6.2
Oxford,ME,15.2,44582.0,22862.0,6.3
Ozark,MO,27.6,32021.0,17857.0,8.4
Ozaukee,WI,5.9,80526.0,45820.0,3.0
Pacific,WA,18.6,39895.0,23050.0,6.4
Page,IA,13.6,46708.0,25739.0,3.9
Page,VA,17.0,46140.0,24057.0,7.8
Palm Beach,FL,13.4,57256.0,36303.0,7.4
Palo Alto,IA,7.1,50470.0,27902.0,1.3
Palo Pinto,TX,18.3,45067.0,24840.0,7.9
Pamlico,NC,15.1,45211.0,25461.0,8.1
Panola,MS,20.5,35891.0,20191.0,7.6
Panola,TX,15.3,49704.0,26205.0,3.8
Park,CO,6.6,61644.0,34377.0,4.6
Park,MT,13.4,44920.0,29181.0,2.8
Park,WY,7.0,60828.0,32557.0,3.3
Parke,IN,13.9,44643.0,21636.0,6.3
Parker,TX,9.2,70608.0,33367.0,5.5
Parmer,TX,17.3,50410.0,21876.0,2.8
Pasco,FL,13.6,48289.0,26624.0,7.0
Pasquotank,NC,18.1,47264.0,23714.0,7.0
Passaic,NJ,17.0,63339.0,29393.0,6.0
Patrick,VA,20.2,37757.0,21785.0,6.6
Paulding,GA,9.7,63669.0,26636.0,5.2
Paulding,OH,10.7,49866.0,24319.0,5.0
Pawnee,KS,7.8,46224.0,24404.0,1.2
Pawnee,NE,20.5,42176.0,27196.0,2.7
Pawnee,OK,15.0,46460.0,22965.0,5.2
Payette,ID,15.5,48447.0,23361.0,6.1
Payne,OK,26.3,39149.0,22785.0,4.5
Peach,GA,18.7,43645.0,22388.0,8.6
Pearl River,MS,17.9,44734.0,22136.0,10.0
Pecos,TX,11.5,50543.0,19088.0,3.7
Pembina,ND,5.6,61393.0,34824.0,3.1
Pemiscot,MO,28.5,32468.0,18883.0,10.7
Pend Oreille,WA,16.6,49184.0,26128.0,8.0
Pender,NC,15.8,49357.0,25997.0,8.3
Pendleton,KY,15.1,49706.0,23191.0,4.8
Pendleton,WV,18.7,39554.0,23697.0,5.0
Pennington,MN,10.3,53893.0,28562.0,3.2
Pennington,SD,14.0,52245.0,28910.0,4.2
Penobscot,ME,15.9,47886.0,26347.0,6.5
Peoria,IL,15.9,53063.0,29683.0,8.3
Pepin,WI,13.1,51470.0,27901.0,3.4
Perkins,NE,4.8,58125.0,30923.0,1.1
Perkins,SD,12.0,50450.0,30120.0,3.8
Perquimans,NC,18.8,44039.0,25848.0,8.4
Perry,AL,41.9,22973.0,13449.0,11.8
Perry,AR,17.8,46168.0,21781.0,6.5
Perry,IL,14.7,45864.0,23929.0,6.7
Perry,IN,14.5,49689.0,23003.0,3.9
Perry,KY,26.2,31820.0,19890.0,13.1
Perry,MO,8.2,54935.0,24846.0,4.1
Perry,MS,19.9,35374.0,19308.0,10.2
Perry,OH,19.2,46477.0,21557.0,7.6
Perry,PA,8.4,60847.0,28900.0,4.3
Perry,TN,29.4,31503.0,20204.0,6.2
Pershing,NV,15.0,52308.0,19201.0,4.2
Person,NC,18.1,44921.0,24477.0,10.9
Petroleum,MT,10.1,46429.0,31549.0,5.2
Pettis,MO,17.2,43097.0,22304.0,5.8
Phelps,MO,20.4,41681.0,23691.0,6.3
Phelps,NE,7.1,56408.0,30166.0,0.7
Philadelphia,PA,25.8,40649.0,24811.0,11.3
Phillips,AR,33.0,26652.0,17287.0,15.7
Phillips,CO,8.1,50076.0,27790.0,2.0
Phillips,KS,8.1,46806.0,24795.0,1.8
Phillips,MT,18.0,42101.0,22369.0,8.9
Piatt,IL,5.4,67360.0,33672.0,4.5
Pickaway,OH,12.0,60314.0,25460.0,5.2
Pickens,AL,22.9,36220.0,20089.0,12.2
Pickens,GA,9.8,61542.0,29460.0,7.0
Pickens,SC,18.3,45332.0,23501.0,6.8
Pickett,TN,18.8,39313.0,21300.0,3.9
Pierce,GA,21.0,39863.0,23754.0,6.2
Pierce,ND,17.6,45996.0,26619.0,1.6
Pierce,NE,6.8,55417.0,28766.0,3.8
Pierce,WA,12.2,63881.0,31157.0,6.9
Pierce,WI,10.7,66772.0,31109.0,2.7
Pike,AL,26.3,35684.0,20808.0,8.7
Pike,AR,17.3,36893.0,20180.0,5.1
Pike,GA,12.3,52377.0,25176.0,9.0
Pike,IL,14.9,41387.0,23218.0,6.7
Pike,IN,10.6,50196.0,25648.0,3.8
Pike,KY,26.4,32972.0,20576.0,10.9
Pike,MO,15.1,45112.0,20947.0,4.8
Pike,MS,32.3,30949.0,17470.0,7.7
Pike,OH,20.0,43562.0,21983.0,9.9
Pike,PA,9.9,63417.0,31156.0,7.8
Pima,AZ,18.3,48676.0,27323.0,8.4
Pinal,AZ,15.5,52628.0,22944.0,7.8
Pine,MN,13.6,47285.0,24044.0,5.9
Pinellas,FL,13.7,48968.0,32120.0,6.4
Pipestone,MN,11.8,48909.0,28706.0,4.2
Pitkin,CO,7.1,67755.0,65800.0,4.3
Pitt,NC,24.3,43526.0,25462.0,10.1
Pittsburg,OK,17.1,44941.0,24408.0,6.3
Pittsylvania,VA,14.7,44356.0,23597.0,6.7
Piute,UT,12.9,41750.0,17455.0,1.9
Placer,CA,8.2,80488.0,39734.0,5.6
Plaquemines,LA,19.3,49635.0,26177.0,3.0
Platte,MO,7.2,74199.0,37443.0,4.0
