county,state,TotalPop,Hispanic,White,Black,Native,Asian,Pacific
Potter,TX,121230.0,37.6,45.2,9.3,0.3,5.2,0.1
Powder River,MT,1610.0,2.5,93.2,0.0,1.5,0.0,0.0
Powell,KY,12349.0,1.6,96.3,0.3,0.0,1.0,0.1
Powell,MT,6852.0,2.1,90.0,0.6,4.2,1.1,0.0
Power,ID,7667.0,32.9,62.5,0.3,3.4,0.0,0.0
Poweshiek,IA,18428.0,3.1,92.0,1.9,0.0,2.0,0.0
Powhatan,VA,28364.0,2.0,84.6,11.1,0.3,0.3,0.1
Prairie,AR,8309.0,0.6,85.0,13.4,0.4,0.0,0.0
Prairie,MT,1325.0,1.3,98.6,0.0,0.1,0.0,0.0
Pratt,KS,9670.0,7.2,91.5,0.3,0.2,0.1,0.0
Preble,OH,41328.0,0.8,96.7,0.5,0.2,0.4,0.0
Prentiss,MS,25389.0,1.4,83.1,13.4,0.0,0.1,0.0
Presidio,TX,7191.0,81.4,13.6,0.0,0.0,5.0,0.0
Presque Isle,MI,12854.0,1.2,95.8,0.5,0.4,0.4,0.0
Preston,WV,33760.0,2.1,91.9,4.4,0.5,0.1,0.1
Price,WI,13566.0,1.6,94.6,0.7,0.8,0.6,0.8
Prince Edward,VA,22903.0,3.8,61.9,31.3,0.5,1.1,0.0
Prince George,VA,37704.0,7.6,55.6,31.2,0.5,2.1,0.1
Prince George's,MD,905161.0,17.4,13.3,62.3,0.2,4.3,0.0
Prince William,VA,450763.0,22.4,44.6,20.2,0.2,8.0,0.1
Providence,RI,633704.0,21.6,62.2,8.0,0.4,4.1,0.1
Prowers,CO,12084.0,37.2,60.0,0.4,0.2,0.6,0.0
Pueblo,CO,163368.0,42.7,52.4,1.6,0.5,0.7,0.1
Pulaski,AR,392848.0,6.0,53.2,35.9,0.2,2.1,0.0
Pulaski,GA,11396.0,3.6,60.0,34.7,0.2,0.0,0.0
Pulaski,IL,5691.0,2.1,63.6,30.5,0.2,0.3,0.0
Pulaski,IN,12761.0,2.9,94.6,0.4,0.1,0.6,0.0
Pulaski,KY,63974.0,2.4,94.2,0.9,0.2,0.7,0.0
Pulaski,MO,53132.0,10.9,69.6,11.7,0.7,2.5,0.2
Pulaski,VA,34330.0,1.6,90.9,4.7,0.0,0.7,0.0
Pushmataha,OK,11132.0,3.5,72.1,0.8,13.4,0.4,0.1
Putnam,FL,72435.0,9.8,71.7,16.2,0.3,0.6,0.0
Putnam,GA,21430.0,6.6,65.4,26.1,0.0,0.5,0.0
Putnam,IL,5771.0,5.3,92.4,0.3,0.0,0.4,0.0
Putnam,IN,37543.0,2.5,91.9,3.1,0.2,1.0,0.0
Putnam,MO,4846.0,1.1,96.4,0.5,0.2,0.3,0.0
Putnam,NY,99464.0,13.8,80.2,2.2,0.1,2.2,0.0
Putnam,OH,34037.0,6.0,92.3,0.4,0.0,0.2,0.0
Putnam,TN,75565.0,6.0,88.8,2.3,0.3,1.3,0.0
Putnam,WV,56644.0,1.1,95.5,1.2,0.1,0.6,0.0
Quay,NM,8447.0,44.7,50.4,1.6,1.0,0.7,0.2
Queen Anne's,MD,49071.0,3.7,86.6,7.0,0.0,0.5,0.0
Queens,NY,2339280.0,28.0,25.4,17.2,0.2,25.1,0.0
Quitman,GA,2140.0,0.6,41.9,50.7,0.0,5.0,0.2
Quitman,MS,7537.0,1.3,27.2,71.0,0.0,0.1,0.0
Rabun,GA,16354.0,8.1,87.1,1.9,0.5,0.8,0.0
Racine,WI,195101.0,12.7,72.7,10.7,0.3,1.2,0.0
Rains,TX,11246.0,8.7,85.8,1.5,1.0,0.1,0.0
Raleigh,WV,77097.0,1.6,87.0,7.8,0.4,1.0,0.1
Ralls,MO,10208.0,1.2,95.8,1.3,0.5,0.5,0.0
Ramsey,MN,537893.0,7.4,63.1,11.2,0.5,14.0,0.0
Ramsey,ND,11574.0,2.5,84.6,0.0,9.3,0.6,0.0
Randall,TX,130552.0,20.2,73.4,2.8,0.4,1.5,0.1
Randolph,AL,22530.0,3.0,75.3,19.4,0.2,0.2,0.2
Randolph,AR,17514.0,1.9,95.1,0.9,0.6,0.0,0.0
Randolph,GA,7206.0,1.7,36.2,59.7,0.0,1.4,0.0
Randolph,IL,32829.0,3.1,85.0,10.6,0.1,0.4,0.0
Randolph,IN,25203.0,3.3,93.9,0.7,0.0,0.2,0.0
Randolph,MO,24987.0,2.0,89.0,5.7,0.5,0.6,0.1
Randolph,NC,142827.0,11.1,79.7,5.9,0.3,1.1,0.0
Randolph,WV,29152.0,0.9,96.1,1.9,0.3,0.5,0.0
Rankin,MS,149645.0,2.6,74.9,20.0,0.1,1.2,0.0
Ransom,ND,5411.0,1.6,95.0,0.7,0.2,0.6,0.0
Rapides,LA,132080.0,3.0,61.4,31.9,0.6,1.6,0.0
Rappahannock,VA,7359.0,3.5,89.2,3.8,0.2,1.2,0.0
Ravalli,MT,41387.0,3.3,93.2,0.1,0.6,0.6,0.0
Rawlins,KS,2520.0,6.0,91.7,0.4,0.4,0.3,0.0
Ray,MO,22859.0,2.3,94.0,1.5,0.5,0.2,0.0
Reagan,TX,3735.0,70.1,28.9,0.7,0.0,0.0,0.0
Real,TX,3358.0,19.8,80.0,0.2,0.0,0.0,0.0
Red Lake,MN,4017.0,3.5,92.6,0.3,1.4,0.3,0.0
Red River,TX,12353.0,7.3,73.1,17.6,0.2,0.0,0.0
Red River,LA,8723.0,1.9,57.0,37.5,0.4,0.0,0.0
Red Willow,NE,10870.0,4.9,92.2,1.1,0.0,0.3,0.0
Redwood,MN,15430.0,3.1,87.6,0.8,4.5,3.0,0.0
Reeves,TX,14791.0,75.0,18.2,4.5,0.4,1.1,0.0
Refugio,TX,7293.0,49.7,42.3,5.0,0.1,0.1,0.0
Reno,KS,63360.0,9.1,84.7,2.7,0.5,0.5,0.0
Rensselaer,NY,159800.0,4.6,83.9,5.9,0.0,2.5,0.0
Renville,MN,14798.0,8.0,88.8,0.5,1.2,0.5,0.0
Renville,ND,2543.0,5.4,92.1,0.5,0.5,0.5,0.0
Republic,KS,4705.0,1.6,96.2,0.2,0.3,0.7,0.0
Reynolds,MO,6361.0,1.4,94.4,1.8,0.7,0.1,0.2
Rhea,TN,32478.0,4.6,91.0,2.2,0.1,0.4,0.0
Rice,KS,9868.0,11.2,84.0,1.7,0.3,0.6,0.2
Rice,MN,65251.0,7.9,83.6,4.7,0.4,2.2,0.0
Rich,UT,2307.0,8.9,88.9,0.1,0.0,0.0,0.0
Richardson,NE,8045.0,1.9,92.5,0.2,1.8,0.2,0.0
Richland,IL,15953.0,1.7,95.6,0.4,0.3,0.7,0.0
Richland,MT,11405.0,5.2,89.4,0.0,3.6,0.5,0.0
Richland,ND,16333.0,2.7,91.9,0.5,2.6,0.4,0.0
Richland,OH,121533.0,1.8,85.8,7.7,0.1,0.8,0.0
Richland,SC,404869.0,5.0,43.3,46.2,0.1,2.7,0.1
Richland,WI,17626.0,2.2,95.2,0.7,0.3,0.5,0.0
Richland,LA,20619.0,2.1,60.5,35.8,0.0,0.5,0.0
Richmond,GA,201568.0,4.8,35.5,55.2,0.2,1.8,0.2
Richmond,NC,45447.0,6.2,57.6,31.1,1.9,1.0,0.0
Richmond,NY,475948.0,18.2,62.1,9.4,0.1,8.4,0.0
Richmond,VA,8873.0,6.6,60.9,25.7,0.3,2.0,0.0
Riley,KS,75696.0,8.1,76.9,6.3,0.4,4.9,0.2
Ringgold,IA,4986.0,2.2,96.0,0.1,0.3,0.9,0.0
Rio Arriba,NM,39455.0,71.4,12.9,0.4,14.0,0.4,0.0
Rio Blanco,CO,6557.0,9.9,88.3,0.3,0.1,0.1,0.1
Rio Grande,CO,11430.0,44.6,52.2,0.3,1.7,0.2,0.2
Ripley,IN,28372.0,1.8,95.6,0.5,0.5,1.0,0.0
Ripley,MO,13807.0,1.3,95.3,0.2,0.4,0.0,0.4
Ritchie,WV,10005.0,0.3,98.6,0.0,0.0,0.0,0.0
Riverside,CA,2355002.0,48.0,36.6,6.0,0.4,6.1,0.3
Roane,TN,52926.0,1.7,93.1,2.4,0.3,0.7,0.0
Roane,WV,14348.0,1.0,97.0,0.0,0.2,0.1,0.0
Roanoke,VA,93419.0,2.8,86.5,5.8,0.1,2.9,0.0
Roberts,SD,10250.0,2.8,57.7,0.5,36.0,0.1,0.0
Roberts,TX,889.0,7.4,90.6,0.0,0.0,0.4,0.0
Robertson,KY,2161.0,2.2,94.6,1.9,0.0,0.0,0.0
Robertson,TN,68575.0,6.4,84.0,7.1,0.4,0.5,0.1
Robertson,TX,16727.0,20.2,57.9,19.7,0.2,0.3,0.1
Robeson,NC,134187.0,8.5,25.7,24.0,38.6,0.7,0.0
Rock,MN,9433.0,2.8,94.1,1.0,0.7,1.0,0.0
Rock,NE,1381.0,0.9,97.6,0.3,0.0,0.0,0.0
Rock,WI,161226.0,8.4,83.3,4.4,0.1,1.2,0.0
Rock Island,IL,146205.0,12.6,72.6,9.6,0.2,2.4,0.0
Rockbridge,VA,22440.0,1.6,92.9,3.0,0.3,0.6,0.1
Rockcastle,KY,16815.0,0.8,97.5,0.2,1.0,0.1,0.0
Rockdale,GA,88482.0,10.2,34.6,51.0,0.1,2.0,0.2
Rockingham,NC,91566.0,6.0,72.6,18.5,0.5,0.5,0.1
Rockingham,VA,78653.0,6.5,89.5,2.0,0.2,0.7,0.1
Rockland,NY,325027.0,17.3,63.2,11.5,0.1,6.0,0.0
Rockwall,TX,90414.0,17.1,72.3,6.0,0.2,2.4,0.0
Roger Mills,OK,3734.0,6.8,84.2,0.1,1.8,0.0,0.0
Rogers,OK,90098.0,4.4,72.4,1.0,11.5,1.1,0.1
Rolette,ND,14657.0,0.5,18.8,0.5,78.1,0.3,0.0
Rooks,KS,5148.0,2.5,94.5,0.7,0.2,0.4,0.0
Roosevelt,MT,11218.0,3.3,35.7,0.2,54.7,0.4,0.0
Roosevelt,NM,19313.0,41.0,53.1,2.8,0.5,0.5,0.0
Roscommon,MI,23934.0,1.6,95.3,0.3,0.9,0.2,0.0
Roseau,MN,15537.0,1.2,92.4,0.9,1.2,2.6,0.0
Rosebud,MT,9292.0,4.8,56.2,0.1,36.4,0.9,0.0
Ross,OH,77125.0,1.2,89.6,5.1,0.0,0.6,0.0
Routt,CO,24359.0,6.9,89.8,0.8,0.5,1.1,0.0
Rowan,KY,24392.0,2.0,94.5,1.4,0.1,0.7,0.0
Rowan,NC,138940.0,8.3,72.7,16.1,0.2,0.9,0.0
Runnels,TX,10266.0,33.8,62.3,1.3,0.4,1.1,0.0
Rush,IN,16765.0,1.5,96.1,1.4,0.0,0.1,0.0
Rush,KS,3119.0,3.1,94.3,0.0,0.2,0.6,0.0
Rusk,TX,53026.0,16.1,64.7,17.0,0.2,0.5,0.0
Rusk,WI,14211.0,1.8,95.2,1.0,0.3,0.1,0.0
Russell,AL,58480.0,5.2,47.8,42.4,0.4,0.7,0.2
Russell,KS,6987.0,2.8,93.2,1.2,0.2,0.0,1.0
Russell,KY,17731.0,3.6,94.0,0.5,0.2,0.5,0.6
Russell,VA,27725.0,1.3,96.8,0.9,0.0,0.1,0.0
Rutherford,NC,66523.0,4.1,83.6,10.0,0.5,0.5,0.0
Rutherford,TN,298456.0,7.4,72.5,13.9,0.2,3.1,0.0
Rutland,VT,59676.0,1.4,95.5,0.7,0.3,1.1,0.0
Sabine,TX,10429.0,4.0,86.1,7.6,0.0,0.1,0.0
Sabine,LA,24145.0,3.8,68.1,16.5,7.5,0.4,0.0
Sac,IA,9936.0,2.7,95.5,0.8,0.0,0.0,0.0
Sacramento,CA,1495400.0,22.8,45.7,9.5,0.4,15.1,1.1
Saginaw,MI,193803.0,8.3,69.7,18.1,0.2,1.2,0.0
Saguache,CO,6338.0,37.0,58.3,0.0,1.0,1.1,0.0
Salem,NJ,63776.0,8.3,75.1,13.1,0.2,0.9,0.0
Saline,AR,116252.0,4.5,85.9,6.4,0.3,1.1,0.1
Saline,IL,24430.0,1.7,91.6,3.4,0.1,0.7,0.0
Saline,KS,55334.0,10.9,80.5,3.1,0.3,2.4,0.0
Saline,MO,23010.0,9.7,81.1,4.7,0.3,0.8,0.9
Saline,NE,14325.0,24.3,70.7,0.7,0.4,2.9,0.0
Salt Lake,UT,1106700.0,17.9,72.1,1.7,0.6,3.9,1.5
Saluda,SC,20228.0,15.4,57.9,25.5,0.1,0.0,0.0
Sampson,NC,63664.0,18.9,51.6,25.0,1.6,0.5,0.0
San Augustine,TX,8403.0,6.9,68.8,20.8,1.5,0.0,0.0
San Benito,CA,58671.0,58.9,35.6,0.7,0.3,2.7,0.2
San Bernardino,CA,2121220.0,52.3,29.8,8.0,0.3,6.7,0.3
San Diego,CA,3283665.0,33.4,46.2,4.7,0.4,11.5,0.4
San Francisco,CA,864263.0,15.3,40.8,5.1,0.2,33.9,0.3
San Jacinto,TX,27436.0,12.5,74.9,10.7,0.5,0.0,0.0
San Joaquin,CA,724153.0,40.8,33.2,6.7,0.2,14.8,0.5
San Juan,CO,569.0,13.4,86.1,0.0,0.5,0.0,0.0
San Juan,NM,128221.0,19.9,39.2,0.5,37.7,0.6,0.1
San Juan,UT,15193.0,5.3,44.0,0.2,47.8,0.5,0.5
San Juan,WA,16221.0,6.0,89.0,0.6,0.8,1.3,0.2
San Luis Obispo,CA,280119.0,22.2,69.4,1.8,0.4,3.6,0.1
San Mateo,CA,763450.0,24.9,39.9,2.3,0.1,27.2,1.4
San Miguel,CO,7804.0,9.9,86.9,0.2,0.4,1.0,0.0
San Miguel,NM,28203.0,77.6,18.1,1.0,1.1,0.7,0.0
San Patricio,TX,66867.0,56.8,39.4,1.5,0.2,1.0,0.0
San Saba,TX,5851.0,29.7,65.3,2.8,0.0,0.0,0.0
Sanborn,SD,2366.0,3.0,95.2,0.0,0.7,0.6,0.0
Sanders,MT,11414.0,2.7,90.3,0.1,3.6,0.5,0.0
Sandoval,NM,138815.0,37.9,44.6,1.8,12.0,1.3,0.1
Sandusky,OH,59559.0,9.7,84.9,2.7,0.2,0.3,0.0
Sangamon,IL,198134.0,2.2,80.8,12.6,0.1,1.9,0.0
Sanilac,MI,41535.0,3.7,94.1,0.6,0.3,0.4,0.0
Sanpete,UT,28892.0,9.5,86.1,0.9,1.0,0.4,0.5
Santa Barbara,CA,442996.0,44.8,45.3,1.7,0.3,5.2,0.1
Santa Clara,CA,1911226.0,26.1,32.6,2.4,0.2,34.9,0.3
Santa Cruz,AZ,46358.0,83.4,15.0,0.3,0.2,0.8,0.0
Santa Cruz,CA,273263.0,33.3,57.8,0.8,0.2,4.4,0.1
Santa Fe,NM,147514.0,51.2,42.9,0.6,2.5,1.2,0.1
Santa Rosa,FL,166778.0,5.2,82.9,5.8,0.5,1.9,0.1
Sarasota,FL,404839.0,8.8,83.5,4.5,0.2,1.6,0.0
Saratoga,NY,226632.0,3.0,90.9,1.5,0.2,2.8,0.0
Sargent,ND,3883.0,3.0,93.2,1.0,0.9,0.4,0.0
Sarpy,NE,175188.0,8.7,81.8,3.7,0.3,2.5,0.1
Sauk,WI,63340.0,4.8,91.3,0.7,1.1,0.7,0.0
Saunders,NE,20953.0,2.1,95.6,0.3,0.2,0.3,0.0
Sawyer,WI,16384.0,2.5,76.9,0.7,17.2,0.5,0.0
Schenectady,NY,155239.0,6.7,73.8,9.6,0.2,4.6,0.0
Schleicher,TX,3122.0,51.8,47.7,0.3,0.0,0.1,0.0
Schley,GA,5168.0,5.0,67.2,27.5,0.0,0.0,0.0
Schoharie,NY,31611.0,3.0,93.5,1.5,0.2,0.8,0.0
Schoolcraft,MI,8114.0,1.0,85.9,0.6,7.1,0.4,0.0
Schuyler,IL,7181.0,0.3,93.4,5.5,0.0,0.0,0.0
Schuyler,MO,4450.0,0.7,97.3,0.8,0.0,0.0,0.0
Schuyler,NY,18112.0,1.8,95.3,1.0,0.1,0.5,0.0
Schuylkill,PA,144287.0,3.8,91.7,2.6,0.1,0.5,0.0
Scioto,OH,76871.0,1.3,93.5,2.8,0.4,0.4,0.0
Scotland,MO,4883.0,0.3,97.5,1.7,0.0,0.0,0.0
Scotland,NC,35445.0,2.8,43.9,38.6,11.1,0.7,0.0
Scott,AR,10584.0,7.5,84.5,0.2,1.3,3.5,0.0
Scott,IA,171493.0,6.4,80.7,7.9,0.3,2.5,0.0
Scott,IL,5109.0,1.2,97.2,0.1,0.5,0.1,0.1
Scott,IN,23722.0,2.1,95.8,0.3,0.2,0.4,0.0
Scott,KS,4981.0,17.8,79.5,0.0,1.0,0.9,0.0
Scott,KY,52322.0,4.3,87.2,4.7,0.2,0.9,0.0
Scott,MN,141463.0,4.9,82.3,3.4,0.8,6.0,0.0
Scott,MO,38858.0,2.2,83.6,11.4,0.5,0.4,0.0
Scott,MS,28399.0,10.8,49.9,38.5,0.5,0.3,0.0
Scott,TN,21949.0,0.8,97.5,0.5,0.3,0.0,0.0
Scott,VA,22290.0,1.3,96.9,0.8,0.2,0.3,0.0
Scotts Bluff,NE,36509.0,23.4,72.6,0.6,1.2,0.6,0.0
Screven,GA,14037.0,1.8,54.5,41.7,0.3,0.5,0.0
Scurry,TX,17346.0,39.7,53.6,4.5,0.1,0.2,0.0
Searcy,AR,7925.0,2.2,93.5,0.2,1.0,1.3,0.0
Sebastian,AR,127362.0,13.7,70.4,6.7,1.1,4.3,0.0
Sedgwick,CO,2357.0,11.2,82.5,1.3,0.5,1.5,0.0
Sedgwick,KS,510484.0,14.1,68.6,8.8,0.6,4.3,0.0
Seminole,FL,449260.0,20.1,62.3,10.6,0.1,4.2,0.1
Seminole,GA,8549.0,3.0,61.6,33.7,0.0,1.0,0.0
Seminole,OK,25246.0,4.8,65.1,4.8,19.6,0.2,0.0
Seneca,NY,34843.0,3.3,89.3,4.6,0.3,0.7,0.0
Seneca,OH,55549.0,4.9,90.3,2.4,0.2,0.6,0.0
Sequatchie,TN,14654.0,3.5,85.9,0.2,0.3,0.0,0.0
Sequoyah,OK,41364.0,3.9,63.5,1.9,18.9,0.7,0.1
Sevier,AR,17206.0,32.9,58.3,4.8,1.6,0.4,0.2
Sevier,TN,95523.0,5.7,90.6,0.7,0.3,0.8,0.0
Sevier,UT,20961.0,5.0,92.1,0.4,1.5,0.2,0.2
Seward,KS,22948.0,59.6,31.6,4.5,0.6,3.0,0.0
Seward,NE,17045.0,2.5,95.0,0.5,0.1,0.6,0.0
Shackelford,TX,3348.0,11.7,85.6,0.2,0.3,0.2,0.0
Shannon,MO,8273.0,1.8,94.2,0.1,1.4,0.0,0.0
Sharkey,MS,4631.0,0.6,26.9,71.9,0.1,0.4,0.0
Sharp,AR,17041.0,2.1,93.9,0.4,0.5,0.4,0.0
Shasta,CA,178919.0,9.6,80.4,1.1,2.2,2.9,0.1
Shawano,WI,41136.0,2.6,87.1,0.3,7.3,0.4,0.0
Shawnee,KS,178392.0,12.0,74.5,7.6,0.6,1.2,0.0
Sheboygan,WI,115094.0,6.2,85.1,1.6,0.2,5.4,0.0
Shelby,AL,208721.0,5.8,78.5,11.7,0.2,1.9,0.0
Shelby,IA,11772.0,2.8,95.0,0.5,0.1,0.3,0.0
Shelby,IL,21906.0,1.0,97.4,0.7,0.2,0.4,0.0
Shelby,IN,44339.0,4.0,92.6,1.0,0.1,0.7,0.0
Shelby,KY,45831.0,9.1,80.4,6.8,0.0,0.8,0.0
Shelby,MO,6084.0,1.7,95.9,2.0,0.0,0.1,0.0
Shelby,OH,48902.0,1.5,93.2,2.8,0.3,0.9,0.0
Shelby,TN,937847.0,6.1,36.5,53.2,0.1,2.5,0.0
Shelby,TX,25689.0,17.8,62.1,18.8,0.2,0.5,0.1
Shenandoah,VA,42854.0,6.9,88.4,1.7,0.1,0.8,0.0
Sherburne,MN,92024.0,2.5,91.9,2.3,0.4,1.1,0.0
Sheridan,KS,2497.0,4.4,93.8,0.5,1.2,0.0,0.0
Sheridan,MT,3568.0,2.6,90.9,0.1,1.4,0.9,0.0
Sheridan,ND,1403.0,0.9,97.5,0.0,0.4,0.0,0.0
Sheridan,NE,5241.0,4.7,81.9,0.5,8.7,0.4,0.0
Sheridan,WY,29964.0,4.2,91.6,0.9,1.0,0.7,0.0
Sherman,KS,5999.0,12.0,84.8,0.3,0.2,1.9,0.0
Sherman,NE,3048.0,2.0,97.1,0.0,0.0,0.6,0.0
Sherman,OR,1635.0,4.5,91.7,0.8,0.8,0.1,0.0
Sherman,TX,3067.0,43.3,55.8,0.3,0.2,0.0,0.0
Shiawassee,MI,68617.0,2.9,94.3,0.4,0.2,0.5,0.0
Shoshone,ID,12490.0,3.4,91.8,0.3,2.2,0.5,0.0
Sibley,MN,14888.0,8.6,89.1,0.6,0.2,0.7,0.0
Sierra,CA,2885.0,10.1,87.0,0.1,1.0,0.0,0.0
Sierra,NM,11254.0,29.9,65.7,0.6,1.1,0.5,0.0
Silver Bow,MT,34514.0,4.2,91.0,0.5,2.0,0.8,0.0
Simpson,KY,17881.0,2.2,85.5,9.5,1.0,0.8,0.0
Simpson,MS,27215.0,0.5,61.6,36.5,0.0,0.2,0.0
Sioux,IA,34692.0,10.2,87.5,0.4,0.2,0.7,0.0
Sioux,ND,4420.0,3.9,12.5,0.0,81.6,0.0,0.0
Sioux,NE,1256.0,3.8,90.0,0.4,0.2,0.2,0.0
Siskiyou,CA,43530.0,12.0,77.2,1.5,2.9,1.6,0.3
Skagit,WA,121725.0,18.0,75.1,0.7,1.5,1.7,0.2
Skamania,WA,11498.0,6.0,88.2,0.9,2.4,1.1,0.0
Slope,ND,674.0,0.6,92.4,5.9,0.0,0.0,0.0
Smith,KS,3693.0,1.9,95.1,0.4,0.6,0.2,0.0
Smith,MS,16114.0,1.6,74.3,23.6,0.0,0.0,0.0
Smith,TN,19279.0,2.5,93.2,2.2,0.6,0.1,0.0
Smith,TX,222277.0,19.0,60.3,17.4,0.3,1.6,0.1
Smyth,VA,31298.0,2.0,94.3,2.3,0.0,0.5,0.1
Snohomish,WA,771904.0,9.8,71.2,2.6,0.8,9.9,0.5
Snyder,PA,40570.0,2.2,95.2,0.8,0.1,0.7,0.0
Socorro,NM,17098.0,49.7,35.1,0.1,8.8,2.2,0.0
Solano,CA,434981.0,25.8,39.0,13.8,0.3,14.8,0.9
Somerset,MD,25801.0,3.5,51.5,41.8,0.4,1.0,0.0
Somerset,NJ,333316.0,14.4,57.7,9.0,0.1,17.0,0.0
Somerset,PA,75619.0,1.4,94.6,2.6,0.1,0.4,0.0
Somervell,TX,8650.0,19.1,78.7,0.6,0.3,0.0,0.6
Sonoma,CA,500943.0,26.4,63.8,1.4,0.5,3.9,0.3
Southampton,VA,18089.0,1.5,60.7,33.1,0.4,0.1,0.0
Spalding,GA,64192.0,4.3,59.4,33.3,0.4,0.9,0.0
Spartanburg,SC,297732.0,6.5,68.8,20.3,0.1,2.2,0.0
Spencer,IN,20610.0,2.9,95.1,0.6,0.2,0.2,0.1
Spencer,KY,18012.0,2.0,94.4,1.0,0.0,1.0,0.0
Spink,SD,6478.0,1.9,95.0,0.1,1.9,0.0,0.2
Spokane,WA,490764.0,5.4,85.3,1.6,1.2,2.2,0.5
Spotsylvania,VA,130159.0,9.0,69.5,15.4,0.3,2.6,0.1
St. Bernard,LA,45067.0,9.9,63.5,22.0,0.3,2.3,0.0
St. Charles,MO,385115.0,3.2,87.7,4.2,0.1,2.3,0.0
St. Charles,LA,52728.0,5.8,65.5,26.4,0.3,1.1,0.0
St. Clair,AL,86937.0,2.3,86.2,9.3,0.2,0.8,0.0
St. Clair,IL,264433.0,3.9,62.1,29.7,0.2,1.4,0.0
St. Clair,MI,159761.0,3.2,91.3,2.0,0.1,0.7,0.0
St. Clair,MO,9396.0,1.0,94.5,0.9,0.7,0.2,0.0
St. Croix,WI,87142.0,2.3,94.2,0.9,0.4,1.0,0.0
St. Francis,AR,26688.0,2.6,40.4,55.3,0.3,0.5,0.0
St. Francois,MO,66248.0,1.5,92.0,4.3,0.2,0.5,0.0
St. Helena,LA,10509.0,0.2,44.1,54.0,0.8,0.2,0.0
St. James,LA,21485.0,1.6,48.0,49.6,0.0,0.2,0.0
St. John the Baptist,LA,43565.0,5.8,36.4,55.4,0.0,0.9,0.0
St. Johns,FL,226578.0,6.4,83.6,5.0,0.2,2.6,0.1
St. Joseph,IN,268613.0,8.3,73.6,12.8,0.3,2.1,0.1
St. Joseph,MI,60890.0,7.5,86.8,2.5,0.2,0.5,0.0
St. Landry,LA,83580.0,2.0,54.6,41.0,0.1,0.3,0.0
St. Lawrence,NY,110817.0,2.3,92.1,2.2,0.7,1.1,0.1
St. Louis,MN,200294.0,1.6,91.4,1.6,1.8,1.1,0.0
St. Louis,MO,999539.0,2.8,66.9,23.7,0.2,4.0,0.0
St. Lucie,FL,298763.0,18.1,58.6,19.2,0.2,1.9,0.1
St. Martin,LA,53609.0,2.8,64.4,29.3,0.4,1.0,0.0
St. Mary,LA,52578.0,6.8,56.1,30.9,1.1,1.4,0.0
St. Mary's,MD,110979.0,4.8,75.1,14.2,0.2,2.8,0.0
St. Tammany,LA,249201.0,5.4,79.1,11.6,0.5,1.5,0.0
Stafford,KS,4251.0,13.3,83.7,0.7,0.1,0.2,0.0
Stafford,VA,141159.0,11.7,63.7,16.4,0.3,3.1,0.1
Stanislaus,CA,535684.0,45.0,43.4,2.5,0.4,5.4,0.6
Stanley,SD,2994.0,1.1,87.8,0.0,8.4,0.0,0.9
Stanly,NC,60875.0,4.0,81.2,11.1,0.3,1.9,0.0
Stanton,KS,2107.0,37.4,59.2,0.4,0.3,0.0,0.0
Stanton,NE,6020.0,5.3,92.2,1.3,0.0,0.3,0.0
Stark,IL,5551.0,1.4,96.1,0.7,0.0,0.8,0.0
Stark,ND,30316.0,5.1,88.6,1.7,1.0,1.2,0.0
Stark,OH,374273.0,1.9,86.8,7.1,0.1,0.8,0.0
Starke,IN,22966.0,3.5,94.5,0.3,0.1,0.5,0.0
Starr,TX,63420.0,99.2,0.6,0.0,0.0,0.1,0.0
Ste. Genevieve,MO,17882.0,1.1,95.7,2.6,0.0,0.1,0.0
Stearns,MN,155300.0,3.2,87.8,5.0,0.3,2.1,0.0
Steele,MN,36612.0,7.5,87.2,3.2,0.2,0.9,0.0
Steele,ND,1915.0,2.6,97.4,0.0,0.0,0.0,0.0
Stephens,GA,25625.0,3.2,82.8,11.7,0.3,0.4,0.0
Stephens,OK,44293.0,7.2,80.9,1.8,5.1,0.7,0.0
Stephens,TX,9365.0,23.2,72.1,2.2,0.6,0.5,0.0
Stephenson,IL,45839.0,3.6,83.3,9.5,0.1,0.8,0.0
Sterling,TX,1139.0,40.8,57.4,0.3,0.0,0.0,0.0
Steuben,IN,34459.0,3.5,94.0,0.2,0.1,0.5,0.0
Steuben,NY,97539.0,1.6,93.8,1.6,0.1,1.5,0.0
Stevens,KS,5741.0,35.2,62.0,0.1,0.3,0.3,0.2
Stevens,MN,9759.0,5.0,89.1,0.8,1.7,1.9,0.3
Stevens,WA,43858.0,3.5,86.9,0.5,4.3,0.7,0.0
Stewart,GA,5832.0,20.3,25.8,50.3,0.2,2.2,0.0
Stewart,TN,13248.0,2.6,92.0,1.1,0.5,0.9,0.3
Stillwater,MT,9342.0,3.5,93.4,0.2,1.0,0.2,0.0
Stoddard,MO,29634.0,1.6,95.6,1.5,0.1,0.1,0.0
Stokes,NC,46124.0,2.8,91.3,4.0,0.3,0.4,0.0
Stone,AR,12443.0,1.8,94.9,0.1,0.6,0.1,0.0
Stone,MO,31529.0,2.1,95.1,0.2,1.1,0.1,0.1
Stone,MS,17981.0,1.9,76.8,19.2,0.4,0.0,0.0
Stonewall,TX,1084.0,22.7,72.6,3.5,0.0,0.0,0.0
Storey,NV,3891.0,6.7,86.7,0.7,1.4,1.9,0.0
Story,IA,95888.0,3.3,84.5,1.9,0.3,7.3,0.0
