county,state,TotalPop,Hispanic,White,Black,Native,Asian,Pacific
Deschutes,OR,175321.0,7.8,87.7,0.5,0.4,1.1,0.1
Desha,AR,12094.0,5.8,45.7,47.5,0.1,0.1,0.0
Deuel,NE,1901.0,7.8,89.5,0.1,1.0,0.3,0.0
Deuel,SD,4282.0,2.8,96.8,0.0,0.1,0.0,0.0
Dewey,OK,4904.0,6.6,83.3,0.2,0.8,0.5,0.0
Dewey,SD,5709.0,1.3,20.4,0.1,77.1,0.1,0.0
Dickens,TX,2224.0,27.6,68.7,3.1,0.3,0.1,0.0
Dickenson,VA,15181.0,0.8,97.8,0.8,0.0,0.0,0.0
Dickey,ND,5041.0,3.4,93.6,1.4,1.1,0.4,0.0
Dickinson,IA,17000.0,1.9,96.1,0.5,0.3,0.4,0.0
Dickinson,KS,19162.0,4.5,91.1,0.9,0.8,0.4,0.0
Dickinson,MI,25694.0,1.4,95.6,0.6,0.8,0.6,0.0
Dickson,TN,51341.0,3.3,89.9,3.9,0.3,0.4,0.0
Dillon,SC,31073.0,2.7,46.1,46.4,2.0,0.3,0.0
Dimmit,TX,10822.0,86.5,13.2,0.1,0.0,0.2,0.0
Dinwiddie,VA,28033.0,3.2,62.1,31.8,0.0,0.4,0.0
District of Columbia,DC,672391.0,10.7,36.0,46.9,0.2,3.7,0.0
Divide,ND,2378.0,1.1,93.3,1.0,1.1,1.5,0.0
Dixie,FL,16323.0,3.9,84.8,7.1,0.4,0.5,0.0
Dixon,NE,5765.0,12.6,85.6,0.3,0.5,0.1,0.1
Doddridge,WV,8570.0,0.4,95.7,1.4,0.1,0.3,0.0
Dodge,GA,21063.0,3.4,65.3,27.8,0.0,0.6,0.0
Dodge,MN,20485.0,4.9,92.5,0.3,0.3,0.7,0.0
Dodge,NE,36576.0,11.8,84.9,0.7,0.3,0.6,0.2
Dodge,WI,87833.0,4.6,90.3,2.4,0.6,0.5,0.0
Dolores,CO,1736.0,4.6,91.3,0.0,0.8,0.0,0.0
Doniphan,KS,7790.0,2.7,90.2,3.7,1.1,0.2,0.0
Donley,TX,3433.0,10.6,81.8,3.7,0.7,0.5,0.0
Dooly,GA,14053.0,6.9,42.6,49.5,0.0,0.1,0.0
Door,WI,27443.0,2.9,94.3,0.5,0.5,0.5,0.0
Dorchester,MD,32386.0,5.0,63.8,26.8,0.1,1.0,0.0
Dorchester,SC,151716.0,5.0,64.6,25.3,0.4,1.9,0.0
Dougherty,GA,91522.0,2.6,26.2,68.4,0.1,0.8,0.0
Douglas,CO,320940.0,8.3,83.3,1.1,0.1,4.4,0.1
Douglas,GA,140152.0,9.2,43.4,44.0,0.1,1.6,0.0
Douglas,IL,19830.0,7.2,90.5,0.3,0.3,0.7,0.1
Douglas,KS,117806.0,6.0,79.1,4.0,2.2,4.8,0.0
Douglas,MN,36891.0,1.5,96.2,0.6,0.3,0.1,0.0
Douglas,MO,13391.0,1.4,98.0,0.1,0.1,0.1,0.0
Douglas,NE,549706.0,12.2,70.2,10.9,0.3,3.4,0.0
Douglas,NV,47632.0,12.3,81.1,0.6,1.8,1.3,0.2
Douglas,OR,107576.0,5.5,88.4,0.4,1.0,0.9,0.1
Douglas,SD,2940.0,0.6,94.9,0.0,2.7,0.0,0.0
Douglas,WA,40585.0,30.9,64.9,0.2,0.8,0.7,0.1
Douglas,WI,43503.0,1.5,91.9,1.2,1.7,1.0,0.0
Drew,AR,18620.0,3.1,66.9,28.8,0.1,0.2,0.0
DuPage,IL,931826.0,14.1,67.9,4.6,0.1,11.3,0.0
Dubois,IN,42379.0,7.1,91.2,0.6,0.1,0.6,0.0
Dubuque,IA,96571.0,2.3,91.4,2.8,0.0,1.3,0.4
Duchesne,UT,20259.0,8.1,85.4,0.1,4.0,0.5,0.4
Dundy,NE,2017.0,14.6,84.8,0.1,0.0,0.0,0.0
Dunklin,MO,30905.0,6.4,81.1,9.7,0.3,0.4,0.0
Dunn,ND,4349.0,2.7,83.9,1.0,9.2,1.4,0.2
Dunn,WI,44260.0,1.8,93.1,0.5,0.2,2.5,0.0
Duplin,NC,59350.0,21.7,51.8,24.5,0.3,0.4,0.0
Durham,NC,300865.0,13.5,42.1,36.9,0.2,4.7,0.0
Dutchess,NY,295685.0,11.7,72.2,9.6,0.1,3.7,0.0
Duval,FL,912043.0,9.0,54.1,29.3,0.2,4.6,0.1
Duval,TX,11434.0,89.3,9.0,1.4,0.0,0.3,0.0
Dyer,TN,37751.0,3.3,80.3,13.4,0.4,0.7,0.1
Eagle,CO,53726.0,29.6,67.3,0.8,0.4,0.9,0.1
Early,GA,10405.0,2.2,46.1,50.5,0.1,0.8,0.0
East Baton Rouge,LA,446167.0,4.0,45.2,45.6,0.1,3.4,0.0
East Carroll,LA,7318.0,0.5,27.3,71.6,0.0,0.0,0.0
East Feliciana,LA,19553.0,1.5,52.9,44.4,0.3,0.2,0.0
Eastland,TX,18278.0,16.0,79.9,2.2,0.4,0.2,0.0
Eaton,MI,108586.0,5.2,83.4,6.5,0.5,2.1,0.0
Eau Claire,WI,102388.0,2.3,90.6,0.8,0.4,3.5,0.4
Echols,GA,4011.0,26.7,65.0,2.7,1.9,0.0,0.0
Ector,TX,155744.0,58.7,34.5,4.1,0.2,1.0,0.0
Eddy,ND,2321.0,1.8,89.2,0.0,5.6,0.0,0.1
Eddy,NM,56793.0,47.5,48.5,1.4,1.3,0.5,0.0
Edgar,IL,17603.0,1.1,97.2,0.6,0.2,0.4,0.0
Edgecombe,NC,54032.0,4.3,36.5,57.2,0.1,0.1,0.1
Edgefield,SC,26620.0,5.7,56.5,36.4,0.3,0.4,0.0
Edmonson,KY,12063.0,0.9,95.5,1.6,0.3,0.1,0.0
Edmunds,SD,3971.0,1.7,97.4,0.1,0.4,0.1,0.0
Edwards,IL,6570.0,1.3,96.7,0.4,0.0,0.9,0.0
Edwards,KS,2946.0,20.1,77.2,1.3,0.0,0.3,0.0
Edwards,TX,2111.0,56.9,43.1,0.0,0.0,0.0,0.0
Effingham,GA,57087.0,3.9,79.3,13.2,0.1,1.0,0.1
Effingham,IL,34164.0,1.9,96.0,0.6,0.1,0.2,0.0
El Dorado,CA,185015.0,12.6,78.5,0.9,0.6,4.2,0.2
El Paso,CO,674826.0,16.5,69.9,5.8,0.4,2.7,0.4
El Paso,TX,834825.0,82.2,12.4,3.0,0.3,1.1,0.1
Elbert,CO,24553.0,6.5,89.4,0.6,0.5,0.6,0.0
Elbert,GA,19288.0,5.5,63.5,30.5,0.0,0.1,0.0
Elk,KS,2581.0,4.1,91.0,0.2,1.9,0.5,0.0
Elk,PA,30781.0,0.8,97.6,0.5,0.2,0.4,0.0
Elkhart,IN,202924.0,15.4,75.3,5.4,0.1,1.0,0.0
Elko,NV,52377.0,24.2,67.2,0.8,5.2,1.0,0.2
Elliott,KY,7533.0,0.3,96.1,3.5,0.1,0.0,0.0
Ellis,KS,28877.0,5.6,90.2,0.9,0.2,1.4,0.1
Ellis,OK,4102.0,7.3,86.9,0.0,1.2,0.9,0.0
Ellis,TX,164092.0,25.5,62.6,8.9,0.3,0.7,0.0
Ellsworth,KS,6331.0,6.0,86.1,3.8,1.8,0.6,0.0
Elmore,AL,80989.0,2.9,73.4,21.2,0.3,0.6,0.0
Elmore,ID,26232.0,16.4,73.3,2.9,1.4,3.1,0.2
Emanuel,GA,22502.0,4.5,59.4,34.0,0.0,0.0,0.0
Emery,UT,10410.0,6.2,91.4,0.1,0.7,0.6,0.0
Emmet,IA,9661.0,9.3,88.0,1.6,0.4,0.2,0.0
Emmet,MI,32978.0,1.6,91.4,0.5,2.2,0.6,0.1
Emmons,ND,3389.0,0.3,96.7,0.0,0.1,0.9,0.0
Erath,TX,41016.0,20.6,75.4,1.6,0.5,0.8,0.0
Erie,NY,923995.0,5.2,76.0,13.0,0.4,3.4,0.0
Erie,OH,75369.0,4.2,83.6,8.1,0.2,0.6,0.0
Erie,PA,277794.0,4.0,84.8,6.8,0.2,1.6,0.0
Escambia,AL,37621.0,2.2,60.2,32.2,3.6,0.4,0.1
Escambia,FL,309924.0,5.5,64.8,21.6,0.4,2.8,0.1
Esmeralda,NV,1102.0,15.6,80.0,0.7,2.4,0.0,0.0
Essex,MA,775860.0,19.6,72.0,3.1,0.1,3.4,0.0
Essex,NJ,800401.0,22.4,31.1,38.8,0.1,5.1,0.0
Essex,NY,38233.0,3.2,91.8,2.9,0.2,0.5,0.0
Essex,VA,11083.0,3.4,54.9,37.8,1.0,0.2,0.0
Essex,VT,6203.0,1.3,95.6,1.0,0.3,0.5,0.0
Estill,KY,14382.0,0.3,97.6,0.1,0.4,0.0,0.0
Etowah,AL,103132.0,3.7,78.3,15.4,0.5,0.7,0.1
Eureka,NV,1728.0,1.6,96.7,0.1,1.7,0.0,0.0
Evangeline,LA,33750.0,3.4,67.0,27.4,0.1,0.4,0.0
Evans,GA,10757.0,11.8,56.5,30.2,0.0,0.8,0.0
Fairfax,VA,1142004.0,16.2,51.7,9.3,0.1,18.8,0.0
Fairfield,CT,947328.0,19.0,62.8,10.4,0.1,5.1,0.0
Fairfield,OH,151526.0,2.0,87.1,7.1,0.1,1.6,0.0
Fairfield,SC,22868.0,2.0,37.4,54.9,0.3,0.3,0.0
Fall River,SD,6783.0,4.0,85.2,0.7,4.9,1.6,0.0
Fallon,MT,2925.0,1.8,93.8,1.4,0.5,1.0,0.0
Falls,TX,17289.0,22.8,51.5,24.3,0.2,0.2,0.1
Fannin,GA,24480.0,2.2,95.3,0.2,0.1,0.6,0.1
Fannin,TX,33787.0,10.6,79.4,6.5,0.4,0.7,0.1
Faribault,MN,13966.0,6.4,91.6,0.2,0.1,0.3,0.0
Faulk,SD,2327.0,1.2,94.7,0.0,3.8,0.1,0.0
Faulkner,AR,121282.0,4.0,80.6,11.4,0.3,1.3,0.1
Fauquier,VA,68406.0,7.5,80.9,7.5,0.3,1.4,0.0
Fayette,AL,16657.0,1.7,85.0,11.5,0.0,0.5,0.0
Fayette,GA,110306.0,7.1,64.1,21.1,0.3,4.4,0.1
Fayette,IA,20139.0,2.3,94.1,1.2,0.0,0.9,0.0
Fayette,IL,21980.0,1.7,91.8,5.1,0.3,0.5,0.0
Fayette,IN,23426.0,1.0,95.8,2.5,0.0,0.1,0.0
Fayette,KY,315109.0,7.0,71.8,14.3,0.2,3.6,0.0
Fayette,OH,28659.0,2.0,92.9,2.0,0.0,0.8,0.1
Fayette,PA,133160.0,1.1,92.1,3.9,0.0,0.2,0.2
Fayette,TN,39336.0,2.5,68.3,27.7,0.3,0.7,0.0
Fayette,TX,24963.0,20.4,71.9,6.0,0.1,0.7,0.0
Fayette,WV,44602.0,1.1,92.5,5.1,0.3,0.1,0.0
Fentress,TN,17940.0,1.4,96.7,0.2,0.1,0.4,0.0
Fergus,MT,11327.0,2.2,94.4,0.1,1.0,0.8,0.7
Ferry,WA,7568.0,4.3,73.6,0.1,13.6,1.0,0.7
Fillmore,MN,20825.0,1.4,96.8,0.5,0.1,0.5,0.0
Fillmore,NE,5603.0,3.9,94.0,0.6,0.4,0.2,0.0
Finney,KS,37097.0,49.0,42.6,2.1,0.4,3.9,0.0
Fisher,TX,3875.0,29.8,66.5,2.9,0.0,0.5,0.1
Flagler,FL,105015.0,10.0,74.7,10.0,0.3,2.5,0.0
Flathead,MT,96147.0,2.6,93.2,0.3,1.3,0.5,0.0
Fleming,KY,14515.0,1.2,96.1,1.7,0.0,0.1,0.0
Florence,SC,138537.0,2.5,52.6,42.2,0.2,1.3,0.1
Florence,WI,4354.0,0.9,98.5,0.3,0.0,0.0,0.0
Floyd,GA,96471.0,10.6,71.4,14.4,0.1,1.5,0.0
Floyd,IA,15904.0,2.5,92.8,1.9,0.4,1.5,0.1
Floyd,IN,76481.0,3.1,88.3,5.2,0.4,1.1,0.0
Floyd,KY,37447.0,0.7,97.3,0.9,0.1,0.3,0.0
Floyd,TX,5953.0,57.8,37.9,2.5,0.2,0.3,0.0
Floyd,VA,15594.0,2.8,93.7,2.5,0.2,0.0,0.0
Fluvanna,VA,26109.0,3.3,78.7,13.5,0.1,0.7,0.0
Foard,TX,1414.0,21.6,76.2,2.2,0.0,0.0,0.0
Fond du Lac,WI,102082.0,5.0,90.3,1.2,0.5,1.4,0.0
Ford,IL,13470.0,3.0,94.3,0.9,0.4,0.5,0.0
Ford,KS,34658.0,53.9,40.8,2.3,0.4,1.4,0.0
Forest,PA,7388.0,7.0,59.7,30.8,0.2,0.7,0.0
Forest,WI,9035.0,2.2,79.7,0.9,14.3,0.4,0.1
Forrest,MS,75835.0,3.0,57.1,36.8,0.2,0.9,0.0
Forsyth,GA,211300.0,9.5,74.9,2.9,0.2,10.5,0.0
Forsyth,NC,368362.0,12.6,57.3,25.7,0.2,2.2,0.1
Fort Bend,TX,711421.0,24.2,34.4,20.2,0.2,19.2,0.0
Foster,ND,3318.0,1.3,95.9,0.2,0.8,0.2,0.0
Fountain,IN,16620.0,2.4,95.6,0.4,0.2,0.1,0.0
Franklin,AL,31507.0,16.3,77.7,4.7,0.2,0.4,0.1
Franklin,AR,17803.0,2.9,92.4,1.0,1.6,0.5,0.1
Franklin,FL,11675.0,5.2,78.2,13.6,0.1,0.4,0.7
Franklin,GA,22328.0,4.4,83.9,9.8,0.1,0.7,0.0
Franklin,IA,10326.0,12.1,85.9,1.4,0.0,0.1,0.0
Franklin,ID,13120.0,6.7,91.3,0.3,0.6,0.0,0.1
Franklin,IL,39302.0,1.6,96.0,0.6,0.2,0.5,0.1
Franklin,IN,22835.0,1.1,98.4,0.2,0.0,0.3,0.0
Franklin,KS,25599.0,4.1,91.0,1.5,0.3,0.3,0.0
Franklin,KY,49969.0,3.0,81.9,9.8,0.3,1.8,0.0
Franklin,MA,70926.0,3.8,91.2,1.2,0.2,1.5,0.1
Franklin,ME,30177.0,1.3,95.8,0.3,0.4,0.5,0.1
Franklin,MO,102413.0,1.7,95.3,0.8,0.2,0.6,0.0
Franklin,MS,7772.0,0.8,63.2,36.0,0.0,0.0,0.0
Franklin,NC,63866.0,8.1,63.5,25.4,0.4,0.5,0.0
Franklin,NE,3019.0,2.1,96.2,0.5,0.0,0.2,0.0
Franklin,NY,51054.0,3.4,81.7,5.8,6.9,0.4,0.2
Franklin,OH,1253507.0,5.2,64.5,21.7,0.1,4.8,0.0
Franklin,PA,153003.0,5.3,88.6,3.8,0.2,1.0,0.0
Franklin,TN,41397.0,3.2,88.8,4.9,0.2,0.6,0.0
Franklin,TX,10639.0,13.9,79.6,4.5,0.5,0.0,0.1
Franklin,VA,56277.0,2.7,87.1,7.9,0.2,0.4,0.0
Franklin,VT,48816.0,1.4,94.2,0.6,0.5,0.3,0.0
Franklin,WA,89124.0,52.5,41.1,2.0,0.4,2.1,0.1
Franklin,LA,20388.0,0.2,65.3,33.4,0.0,0.0,0.0
Frederick,MD,246105.0,8.8,74.8,8.8,0.2,4.5,0.1
Frederick,VA,83784.0,7.8,84.5,4.0,0.3,1.4,0.1
Freeborn,MN,30619.0,9.5,86.3,1.2,0.1,1.8,0.0
Freestone,TX,19646.0,14.7,67.5,16.1,0.2,0.4,0.0
Fremont,CO,46601.0,13.0,79.5,4.5,1.0,0.7,0.1
Fremont,IA,6985.0,2.5,95.3,0.5,0.5,0.0,0.0
Fremont,ID,12889.0,12.5,85.1,0.2,0.3,0.1,0.2
Fremont,WY,40354.0,6.8,70.1,0.5,19.6,0.1,0.1
Fresno,CA,971616.0,52.4,30.2,4.7,0.4,9.9,0.1
Frio,TX,19110.0,78.5,16.4,3.6,0.0,0.6,0.0
Frontier,NE,2624.0,1.4,96.4,0.0,0.6,0.1,0.0
Fulton,AR,12092.0,1.3,95.6,0.3,0.9,0.0,0.1
Fulton,GA,1010420.0,7.4,39.9,43.6,0.2,6.7,0.0
Fulton,IL,35733.0,2.9,92.0,3.8,0.1,0.2,0.0
Fulton,IN,20296.0,5.0,92.3,1.0,0.5,0.3,0.1
Fulton,KY,6259.0,0.7,71.2,24.4,0.1,0.2,0.0
Fulton,NY,53955.0,2.8,93.2,1.8,0.2,0.7,0.0
Fulton,OH,42296.0,8.4,89.4,0.3,0.2,0.4,0.1
Fulton,PA,14631.0,1.2,96.3,1.5,0.3,0.1,0.0
Furnas,NE,4814.0,3.7,94.2,0.3,0.0,0.1,0.0
Gadsden,FL,46113.0,10.0,32.6,55.3,0.1,0.5,0.1
Gage,NE,21632.0,2.3,95.0,0.6,0.4,0.6,0.2
Gaines,TX,19889.0,40.6,56.3,2.3,0.1,0.5,0.0
Gallatin,IL,5226.0,1.1,95.8,0.3,0.5,0.3,0.0
Gallatin,KY,8652.0,5.2,91.3,1.5,0.0,0.1,0.0
Gallatin,MT,100733.0,3.3,92.3,0.3,0.9,1.3,0.0
Gallia,OH,30203.0,1.3,93.6,2.8,0.5,0.7,0.1
Galveston,TX,321184.0,23.9,58.0,12.5,0.3,3.3,0.0
Garden,NE,1913.0,3.9,94.2,0.2,0.2,0.9,0.0
Garfield,CO,57945.0,28.1,68.6,0.4,0.5,0.8,0.0
Garfield,MT,1086.0,0.2,99.8,0.0,0.0,0.0,0.0
Garfield,NE,1958.0,2.1,96.6,0.2,0.0,0.3,0.0
Garfield,OK,62421.0,11.6,75.8,3.0,1.8,0.8,2.8
Garfield,UT,5020.0,5.6,89.5,0.0,2.7,0.2,0.5
Garfield,WA,2226.0,2.4,91.8,0.0,0.2,1.8,0.0
Garland,AR,97994.0,5.4,82.6,8.1,0.7,0.5,0.0
Garrard,KY,17226.0,2.2,94.3,0.9,0.2,0.1,0.0
Garrett,MD,29516.0,1.1,96.6,0.6,0.1,0.4,0.0
Garvin,OK,27751.0,8.2,76.4,2.3,5.4,0.5,0.0
Garza,TX,6739.0,54.0,40.5,4.5,0.1,0.6,0.0
Gasconade,MO,14769.0,1.3,96.2,0.6,0.4,0.2,0.0
Gaston,NC,214049.0,6.6,73.6,15.5,0.4,1.5,0.0
Gates,NC,11601.0,0.7,62.5,32.9,0.9,0.4,0.0
Geary,KS,35796.0,15.6,57.2,16.8,0.7,3.1,0.8
Geauga,OH,93895.0,1.4,95.8,1.2,0.1,0.6,0.0
Gem,ID,16850.0,8.3,88.0,0.0,0.9,0.7,0.0
Genesee,MI,410881.0,3.3,72.5,19.8,0.4,1.0,0.0
Genesee,NY,58537.0,3.1,90.7,2.4,0.9,0.7,0.0
Geneva,AL,26572.0,3.8,84.0,9.2,0.6,0.4,0.0
Gentry,MO,6688.0,0.3,96.4,0.9,0.7,0.4,0.1
George,MS,23545.0,2.7,87.4,7.7,0.5,0.9,0.0
Georgetown,SC,61065.0,3.0,63.3,31.3,0.1,0.4,0.0
Gibson,IN,33596.0,1.5,94.2,2.0,0.1,0.3,0.0
Gibson,TN,49222.0,2.6,76.8,17.7,0.4,0.3,0.1
Gila,AZ,53145.0,18.6,62.8,0.4,15.6,0.9,0.0
Gilchrist,FL,17191.0,5.5,87.2,5.8,0.1,0.1,0.0
Giles,TN,29024.0,2.0,84.8,9.8,0.0,0.6,0.0
Giles,VA,16867.0,1.6,95.1,2.4,0.2,0.2,0.1
Gillespie,TX,25939.0,22.5,75.6,0.1,0.0,0.1,0.0
Gilliam,OR,1910.0,8.1,86.0,0.0,5.2,0.0,0.7
Gilmer,GA,29614.0,11.5,85.5,0.6,0.1,0.5,0.0
Gilmer,WV,8305.0,4.1,80.8,10.8,0.1,0.4,0.0
Gilpin,CO,5793.0,9.2,86.2,0.6,1.3,0.3,0.0
Glacier,MT,13677.0,2.8,31.1,0.3,64.1,0.3,0.1
Glades,FL,13197.0,20.8,60.7,12.9,3.8,0.4,0.0
Gladwin,MI,25324.0,1.5,96.2,0.4,0.5,0.5,0.0
Glascock,GA,3027.0,1.6,87.4,8.8,0.8,0.0,0.0
Glasscock,TX,1420.0,40.6,59.4,0.0,0.0,0.0,0.0
Glenn,CA,27935.0,40.8,52.5,0.8,1.7,2.6,0.3
Gloucester,NJ,291372.0,5.8,79.1,9.9,0.0,3.0,0.0
Gloucester,VA,37035.0,3.3,85.1,8.2,0.2,0.5,0.0
Glynn,GA,83467.0,6.7,63.8,25.7,0.4,1.3,0.0
Gogebic,MI,15577.0,1.3,89.6,4.2,2.7,0.3,0.1
Golden Valley,MT,747.0,8.7,85.7,0.0,0.0,0.0,0.0
Golden Valley,ND,1892.0,1.7,93.9,0.0,0.7,0.0,0.0
Goliad,TX,7510.0,35.6,58.6,5.3,0.0,0.2,0.0
Gonzales,TX,20558.0,50.1,42.3,6.7,0.1,0.2,0.0
Goochland,VA,22148.0,2.6,77.6,16.4,0.2,1.2,0.0
Goodhue,MN,46138.0,3.2,92.4,1.0,1.0,0.5,0.0
Gooding,ID,15110.0,28.8,68.1,0.1,1.1,0.5,0.2
Gordon,GA,56424.0,15.4,78.0,3.9,0.0,1.1,0.0
Goshen,WY,13479.0,10.6,86.2,0.1,0.9,0.4,0.0
Gosper,NE,2019.0,2.0,96.2,0.0,0.0,0.6,0.0
Gove,KS,2632.0,2.7,94.6,0.1,0.9,0.8,0.0
Grady,GA,25048.0,11.1,58.3,28.2,0.5,0.5,0.3
Grady,OK,54351.0,5.5,82.0,2.1,4.9,0.4,0.0
Grafton,NH,89280.0,2.2,91.2,1.0,0.4,3.4,0.1
Graham,AZ,37700.0,32.5,51.2,1.8,12.6,0.7,0.2
Graham,KS,2561.0,3.2,88.8,4.1,0.1,0.7,0.0
Graham,NC,8607.0,1.1,87.4,0.2,10.6,0.0,0.0
Grainger,TN,22942.0,3.0,94.9,0.4,0.3,0.3,0.0
Grand,CO,14793.0,8.1,86.9,0.4,0.0,1.9,0.7
Grand,UT,9544.0,10.0,88.1,0.2,1.1,0.4,0.0
Grand Forks,ND,70130.0,4.0,85.0,3.4,2.5,2.6,0.1
Grand Isle,VT,6950.0,1.8,93.2,0.2,0.7,0.5,0.0
Grand Traverse,MI,91222.0,2.7,92.6,1.1,0.9,0.6,0.1
Granite,MT,3206.0,2.2,94.6,0.1,0.4,0.1,0.0
Grant,AR,18076.0,2.5,93.0,2.9,0.2,0.0,0.0
Grant,IN,67615.0,4.1,85.3,7.1,0.2,0.9,0.0
Grant,KS,7716.0,46.8,51.8,0.0,0.3,0.0,0.0
Grant,KY,24800.0,2.7,93.9,0.9,0.1,0.1,0.0
Grant,MN,5923.0,2.1,95.6,0.2,0.2,0.1,0.0
Grant,ND,2387.0,0.8,96.9,0.1,1.4,0.1,0.0
Grant,NE,682.0,1.9,96.2,0.9,0.0,0.0,0.0
Grant,NM,28382.0,50.0,46.5,0.7,1.5,0.1,0.0
Grant,OK,4458.0,4.6,88.9,0.2,0.4,0.1,0.1
Grant,OR,7209.0,3.6,91.8,0.4,1.0,0.4,0.0
Grant,SD,7133.0,1.8,93.9,0.0,3.4,0.1,0.0
Grant,WA,93420.0,40.7,54.9,0.7,1.0,1.0,0.1
Grant,WI,51742.0,1.5,95.3,1.3,0.2,0.8,0.0
Grant,WV,11673.0,1.0,96.8,1.6,0.0,0.0,0.0
Grant,LA,22305.0,4.9,76.6,15.2,1.3,0.2,0.0
Granville,NC,58503.0,7.6,58.2,30.6,0.5,0.4,0.0
Gratiot,MI,41319.0,5.8,86.5,5.6,0.2,0.3,0.0
Graves,KY,37259.0,6.1,87.1,4.5,0.2,0.5,0.2
Gray,KS,6004.0,15.0,84.3,0.0,0.0,0.0,0.2
Gray,TX,22962.0,27.9,64.5,4.3,0.9,0.7,0.1
Grays Harbor,WA,71454.0,9.8,79.9,1.0,4.1,1.6,0.3
Grayson,KY,26129.0,1.3,95.3,1.3,0.4,0.2,0.0
Grayson,TX,126146.0,12.7,76.4,5.5,1.3,1.3,0.0
Grayson,VA,15708.0,3.1,90.8,3.8,0.3,0.2,0.0
Greeley,KS,1210.0,22.1,74.8,0.8,0.7,0.2,0.0
Greeley,NE,2436.0,2.0,96.2,0.6,0.0,0.4,0.0
Green,KY,11044.0,0.6,94.4,3.1,0.0,0.3,0.0
Green,WI,36869.0,3.0,94.5,0.4,0.1,0.7,0.0
Green Lake,WI,18745.0,4.6,92.9,0.6,0.3,0.3,0.0
Greenbrier,WV,35523.0,1.7,92.7,2.6,0.0,0.2,0.0
Greene,AL,8533.0,1.2,17.1,80.3,0.6,0.0,0.0
Greene,AR,44197.0,2.7,93.9,1.0,0.3,0.3,0.1
Greene,GA,16732.0,6.1,56.4,35.8,0.1,1.0,0.0
Greene,IA,9046.0,2.7,95.1,0.1,0.1,1.3,0.0
Greene,IL,13311.0,0.4,96.7,1.3,0.2,0.2,0.0
Greene,IN,32431.0,1.3,96.8,0.2,0.0,0.4,0.0
Greene,MO,286759.0,3.5,88.2,3.2,0.4,1.9,0.1
Greene,MS,13801.0,1.1,72.1,25.6,0.2,0.0,0.0
Greene,NC,21059.0,14.9,46.9,35.4,0.4,0.1,0.0
Greene,NY,47791.0,5.5,85.6,6.0,0.3,1.1,0.0
Greene,OH,164825.0,2.7,84.2,6.8,0.1,3.0,0.0
Greene,PA,37338.0,1.5,93.6,3.1,0.1,0.4,0.0
Greene,TN,68520.0,2.7,93.3,2.2,0.3,0.4,0.0
Greene,VA,19213.0,5.7,83.3,5.9,0.2,1.3,0.0
Greenlee,AZ,9368.0,46.4,47.6,2.0,3.6,0.4,0.0
Greensville,VA,11606.0,3.9,37.1,57.5,0.1,0.1,0.0
Greenup,KY,36012.0,1.0,96.3,0.8,0.1,0.4,0.0
Greenville,SC,490332.0,8.8,69.0,18.0,0.2,2.2,0.1
Greenwood,KS,6227.0,3.7,92.4,0.2,0.2,0.0,0.0
Greenwood,SC,69981.0,5.8,60.1,31.2,0.0,0.9,0.0
Greer,OK,6018.0,11.0,75.4,8.4,2.6,0.0,0.0
Gregg,TX,123402.0,18.2,58.3,20.1,0.3,1.4,0.1
Gregory,SD,4209.0,1.5,88.4,0.0,7.0,0.5,0.0
Grenada,MS,21379.0,0.4,55.1,43.2,0.3,0.0,0.0
Griggs,ND,2276.0,0.3,96.2,1.4,0.9,0.0,0.0
Grimes,TX,27358.0,23.6,58.7,15.6,0.3,0.1,0.0
Grundy,IA,12354.0,1.2,97.1,0.7,0.0,0.3,0.0
Grundy,IL,50333.0,9.4,87.1,1.3,0.0,0.7,0.0
Grundy,MO,10111.0,2.1,94.6,0.3,1.0,0.3,0.1
Grundy,TN,13359.0,1.2,81.2,0.5,0.1,0.2,0.1
Guadalupe,NM,4426.0,82.1,15.1,1.3,1.3,0.0,0.0
Guadalupe,TX,150889.0,37.3,51.4,7.1,0.2,1.7,0.0
Guernsey,OH,39414.0,1.1,94.8,1.2,0.2,0.3,0.0
Guilford,NC,517197.0,7.7,51.4,33.3,0.4,4.8,0.0
Gulf,FL,16018.0,4.8,74.5,16.8,0.5,0.6,0.2
Gunnison,CO,16215.0,9.1,87.4,0.3,0.8,0.5,0.1
Guthrie,IA,10664.0,2.4,95.6,0.3,0.3,0.3,0.0
Gwinnett,GA,889954.0,20.7,39.3,25.9,0.2,11.2,0.0
Haakon,SD,2084.0,0.5,88.7,0.0,7.7,0.0,0.0
Habersham,GA,43878.0,14.2,77.3,3.1,0.1,2.3,0.2
Hale,AL,14995.0,1.3,39.5,58.7,0.2,0.2,0.0
Hale,TX,34527.0,58.8,34.6,4.4,0.1,0.2,0.0
Halifax,NC,52300.0,2.7,38.7,52.6,3.5,0.8,0.0
Halifax,VA,35030.0,2.0,59.8,35.7,0.3,0.7,0.0
Hall,GA,192865.0,27.8,61.6,7.3,0.2,1.7,0.0
Hall,NE,61233.0,26.8,68.0,2.2,0.3,1.2,0.2
Hall,TX,3102.0,34.2,56.7,7.4,0.1,0.5,0.0
Hamblen,TN,63465.0,11.5,81.9,3.4,0.1,1.0,0.0
Hamilton,FL,14238.0,9.2,54.9,34.1,0.6,0.0,0.0
Hamilton,IA,15201.0,6.0,89.6,1.1,0.0,3.0,0.0
