county,state,total_votes20,votes20_Donald_Trump,votes20_Joe_Biden
Mendocino,CA,25171.0,6312.0,18303.0
Menifee,KY,3102.0,2311.0,750.0
Menominee,MI,12622.0,8120.0,4314.0
Menominee,WI,1590.0,278.0,1303.0
Merced,CA,81356.0,35240.0,44260.0
Mercer,IL,8750.0,5328.0,3212.0
Mercer,KY,11735.0,8506.0,3033.0
Mercer,MO,1779.0,1541.0,222.0
Mercer,ND,4675.0,3856.0,704.0
Mercer,NJ,158252.0,45926.0,109514.0
Mercer,OH,23426.0,19145.0,3981.0
Mercer,PA,56420.0,35282.0,20426.0
Mercer,WV,25134.0,19237.0,5556.0
Meriwether,GA,10877.0,6524.0,4287.0
Merrick,NE,4267.0,3407.0,740.0
Merrimack,NH,16697.0,7669.0,8725.0
Mesa,CO,85368.0,53344.0,30106.0
Metcalfe,KY,5014.0,3957.0,973.0
Miami,IN,14493.0,10925.0,3235.0
Miami,KS,17624.0,12116.0,5133.0
Miami,OH,56968.0,40531.0,15420.0
Miami-Dade,FL,1158600.0,532734.0,617647.0
Middlesex,NJ,298231.0,109625.0,184898.0
Middlesex,VA,6764.0,4196.0,2491.0
Midland,MI,49175.0,27675.0,20493.0
Midland,TX,58752.0,45463.0,12258.0
Mifflin,PA,21491.0,16663.0,4599.0
Milam,TX,10523.0,7950.0,2475.0
Millard,UT,5872.0,5145.0,603.0
Mille Lacs,MN,14666.0,9953.0,4403.0
Miller,AR,16506.0,11907.0,4235.0
Miller,GA,2835.0,2066.0,749.0
Miller,MO,12379.0,10175.0,2038.0
Mills,IA,8247.0,5572.0,2500.0
Mills,TX,2502.0,2214.0,271.0
Milwaukee,WI,458935.0,134355.0,317251.0
Miner,SD,1138.0,787.0,320.0
Mineral,CO,754.0,425.0,317.0
Mineral,MT,2562.0,1828.0,686.0
Mineral,NV,2179.0,1343.0,759.0
Mineral,WV,12872.0,10040.0,2660.0
Mingo,WV,9987.0,8521.0,1385.0
Minidoka,ID,7993.0,6265.0,1550.0
Minnehaha,SD,92326.0,49249.0,40482.0
Missaukee,MI,8755.0,6648.0,1967.0
Mississippi,AR,12287.0,7262.0,4542.0
Mississippi,MO,4756.0,3537.0,1178.0
Missoula,MT,71969.0,26336.0,43351.0
Mitchell,GA,8963.0,4935.0,3995.0
Mitchell,IA,5815.0,3677.0,2053.0
Mitchell,KS,3039.0,2454.0,547.0
Mitchell,NC,8960.0,7041.0,1852.0
Mitchell,TX,2578.0,2169.0,397.0
Mobile,AL,181783.0,100605.0,78754.0
Modoc,CA,3805.0,2675.0,1063.0
Moffat,CO,6964.0,5627.0,1186.0
Mohave,AZ,104667.0,78534.0,24831.0
Moniteau,MO,7150.0,5738.0,1307.0
Monmouth,NJ,359716.0,182304.0,172458.0
Mono,CA,6713.0,2504.0,3998.0
Monona,IA,4714.0,3248.0,1407.0
Monongalia,WV,42072.0,20803.0,20282.0
Monroe,AL,10620.0,6129.0,4425.0
Monroe,AR,2815.0,1545.0,1146.0
Monroe,FL,48112.0,25688.0,21864.0
Monroe,GA,15592.0,11060.0,4384.0
Monroe,IA,4085.0,2975.0,1078.0
Monroe,IL,21024.0,14046.0,6489.0
Monroe,IN,63020.0,22062.0,39855.0
Monroe,KY,5330.0,4628.0,657.0
Monroe,MI,87148.0,52710.0,32975.0
Monroe,MO,4467.0,3466.0,931.0
Monroe,MS,14461.0,9677.0,4565.0
Monroe,NY,276241.0,122995.0,146403.0
Monroe,OH,7066.0,5392.0,1597.0
Monroe,PA,83499.0,38640.0,43844.0
Monroe,TN,20749.0,16742.0,3760.0
Monroe,WI,22564.0,13775.0,8432.0
Monroe,WV,6490.0,5068.0,1345.0
Montague,TX,9812.0,8613.0,1097.0
Montcalm,MI,32086.0,21815.0,9703.0
Monterey,CA,155994.0,43439.0,109145.0
Montezuma,CO,15421.0,9267.0,5802.0
Montgomery,AL,98476.0,33122.0,64065.0
Montgomery,AR,3839.0,3021.0,722.0
Montgomery,GA,3966.0,2960.0,979.0
Montgomery,IA,5320.0,3659.0,1583.0
Montgomery,IL,13701.0,9504.0,3889.0
Montgomery,IN,17197.0,12659.0,4212.0
Montgomery,KS,13177.0,9768.0,3147.0
Montgomery,KY,12837.0,8993.0,3630.0
Montgomery,MD,418018.0,83000.0,328413.0
Montgomery,MO,5770.0,4457.0,1206.0
Montgomery,MS,4972.0,2866.0,2084.0
Montgomery,NC,12779.0,8363.0,4305.0
Montgomery,NY,17615.0,11500.0,5746.0
Montgomery,OH,261849.0,126085.0,131592.0
Montgomery,PA,501561.0,182907.0,313543.0
Montgomery,TN,76678.0,42156.0,32426.0
Montgomery,TX,271175.0,193224.0,74255.0
Montgomery,VA,44789.0,20629.0,23218.0
Montmorency,MI,5863.0,4171.0,1628.0
Montour,PA,9812.0,5842.0,3768.0
Montrose,CO,24764.0,16658.0,7648.0
Moody,SD,3206.0,1951.0,1179.0
Moore,NC,57771.0,36459.0,20547.0
Moore,TN,3539.0,2888.0,573.0
Moore,TX,5502.0,4356.0,1059.0
Mora,NM,2683.0,902.0,1744.0
Morehouse,LA,11574.0,6510.0,4946.0
Morgan,AL,53482.0,39504.0,13159.0
Morgan,CO,13415.0,9407.0,3741.0
Morgan,GA,11707.0,8230.0,3355.0
Morgan,IL,15229.0,9903.0,5020.0
Morgan,IN,36214.0,27510.0,7777.0
Morgan,KY,5535.0,4297.0,1172.0
Morgan,MO,9484.0,7439.0,1924.0
Morgan,OH,6721.0,4932.0,1703.0
Morgan,TN,8218.0,6926.0,1161.0
Morgan,UT,6254.0,4957.0,1060.0
Morgan,WV,8695.0,6537.0,1998.0
Morrill,NE,2558.0,2113.0,386.0
Morris,KS,2849.0,2085.0,721.0
Morris,NJ,208041.0,92302.0,112331.0
Morris,TX,5548.0,3841.0,1664.0
Morrison,MN,19523.0,14819.0,4367.0
Morrow,OH,18088.0,13784.0,3988.0
Morrow,OR,5060.0,3557.0,1345.0
Morton,KS,1163.0,1004.0,147.0
Morton,ND,16619.0,12243.0,3872.0
Motley,TX,652.0,604.0,46.0
Moultrie,IL,6698.0,4938.0,1645.0
Mountrail,ND,4142.0,2806.0,1251.0
Mower,MN,19441.0,10067.0,8997.0
Muhlenberg,KY,14229.0,10496.0,3544.0
Multnomah,OR,461453.0,82410.0,365787.0
Murray,GA,15389.0,12943.0,2302.0
Murray,MN,4883.0,3363.0,1449.0
Murray,OK,5894.0,4612.0,1156.0
Muscatine,IA,20629.0,10823.0,9372.0
Muscogee,GA,80543.0,30049.0,49529.0
Muskegon,MI,91701.0,44544.0,45508.0
Muskingum,OH,39693.0,27334.0,11755.0
Muskogee,OK,25081.0,16526.0,8027.0
Musselshell,MT,2881.0,2423.0,413.0
Nacogdoches,TX,26755.0,17359.0,8989.0
Nance,NE,1828.0,1437.0,359.0
Nantucket,MA,7297.0,1912.0,5234.0
Napa,CA,67847.0,19388.0,46962.0
Nash,NC,52111.0,25794.0,25831.0
Nassau,FL,58909.0,42563.0,15561.0
Nassau,NY,572706.0,286661.0,280288.0
Natchitoches,LA,16554.0,9358.0,6896.0
Natrona,WY,35202.0,25271.0,8530.0
Navajo,AZ,51767.0,27657.0,23383.0
Navarro,TX,19105.0,13787.0,5097.0
Nelson,KY,23245.0,15703.0,7188.0
Nelson,ND,1777.0,1141.0,586.0
Nelson,VA,9335.0,4799.0,4307.0
Nemaha,KS,5625.0,4612.0,920.0
Nemaha,NE,3423.0,2428.0,921.0
Neosho,KS,6629.0,4795.0,1727.0
Neshoba,MS,11698.0,8311.0,3247.0
Ness,KS,1487.0,1315.0,147.0
Nevada,AR,3358.0,2133.0,1076.0
Nevada,CA,54177.0,22059.0,30860.0
New Castle,DE,287633.0,88364.0,195034.0
New Hanover,NC,129254.0,62420.0,64876.0
New Haven,CT,42102.0,6146.0,35521.0
New Kent,VA,14418.0,9636.0,4610.0
New London,CT,9123.0,2045.0,6912.0
New Madrid,MO,7248.0,5447.0,1748.0
New York,NY,446861.0,65001.0,377605.0
Newaygo,MI,27164.0,18864.0,7874.0
Newberry,SC,18631.0,11443.0,6958.0
Newport,RI,10650.0,2661.0,7866.0
Newton,AR,3998.0,3192.0,709.0
Newton,GA,54239.0,23869.0,29794.0
Newton,IN,6591.0,4942.0,1509.0
Newton,MO,28396.0,22090.0,5793.0
Newton,MS,8678.0,6037.0,2542.0
Newton,TX,6096.0,4882.0,1175.0
Nez Perce,ID,20967.0,13738.0,6686.0
Niagara,NY,87821.0,51355.0,34809.0
Nicholas,KY,3396.0,2407.0,954.0
Nicholas,WV,10630.0,8279.0,2226.0
Nicollet,MN,19124.0,9018.0,9622.0
Niobrara,WY,1308.0,1118.0,155.0
Noble,IN,19217.0,14195.0,4660.0
Noble,OH,6221.0,5024.0,1156.0
Noble,OK,4938.0,3821.0,1003.0
Nobles,MN,8708.0,5598.0,2928.0
Nodaway,MO,9874.0,6855.0,2849.0
Nolan,TX,5352.0,4127.0,1161.0
Norfolk,MA,6790.0,2548.0,4037.0
Norman,MN,3434.0,1954.0,1404.0
Northampton,NC,10075.0,3977.0,6048.0
Northampton,PA,169403.0,82830.0,84145.0
Northampton,VA,6722.0,2955.0,3667.0
Northumberland,PA,42335.0,28975.0,12703.0
Northumberland,VA,7793.0,4485.0,3252.0
Norton,KS,2390.0,1977.0,361.0
Nottoway,VA,7080.0,4032.0,2976.0
Nowata,OK,4391.0,3610.0,712.0
Noxubee,MS,3981.0,1057.0,2867.0
Nuckolls,NE,2296.0,1850.0,409.0
Nueces,TX,126984.0,64467.0,60749.0
Nye,NV,24021.0,16575.0,6950.0
O'Brien,IA,7541.0,5861.0,1569.0
Oakland,MI,771769.0,325916.0,433982.0
Obion,TN,13521.0,10790.0,2589.0
Ocean,NJ,322036.0,203613.0,113359.0
Oceana,MI,14080.0,8892.0,4944.0
Ochiltree,TX,3155.0,2811.0,302.0
Oconee,GA,25168.0,16595.0,8162.0
Oconee,SC,40668.0,29698.0,10414.0
Oconto,WI,23215.0,16226.0,6715.0
Ogemaw,MI,11907.0,8253.0,3475.0
Ogle,IL,26040.0,16092.0,9300.0
Oglethorpe,GA,8131.0,5593.0,2436.0
Ohio,IN,3164.0,2392.0,750.0
Ohio,KY,11127.0,8582.0,2404.0
Ohio,WV,19674.0,12226.0,7139.0
Okaloosa,FL,116677.0,79771.0,34227.0
Okanogan,WA,20561.0,11544.0,8621.0
Okeechobee,FL,15983.0,11470.0,4389.0
Okfuskee,OK,4038.0,3058.0,896.0
Oklahoma,OK,294740.0,145050.0,141724.0
Okmulgee,OK,14313.0,9668.0,4357.0
Oktibbeha,MS,19737.0,8972.0,10257.0
Oldham,KY,37936.0,22651.0,14504.0
Oldham,TX,1009.0,917.0,81.0
Oliver,ND,1066.0,918.0,129.0
Olmsted,MN,91086.0,39692.0,49492.0
Oneida,ID,2451.0,2148.0,249.0
Oneida,NY,84099.0,51950.0,30542.0
Oneida,WI,24159.0,13671.0,10105.0
Onondaga,NY,176798.0,78994.0,93850.0
Onslow,NC,70117.0,45016.0,23474.0
Ontario,NY,47830.0,25757.0,20779.0
Ontonagon,MI,3810.0,2358.0,1391.0
Orange,CA,1503039.0,667038.0,805222.0
Orange,FL,647059.0,245325.0,394857.0
Orange,IN,8830.0,6432.0,2224.0
Orange,NC,84010.0,19993.0,63097.0
Orange,NY,139956.0,76218.0,61868.0
Orange,TX,35974.0,29170.0,6354.0
Orange,VA,20688.0,12426.0,7995.0
Orange,VT,610.0,324.0,261.0
Orangeburg,SC,41205.0,13603.0,27295.0
Oregon,MO,4742.0,3847.0,823.0
Orleans,NY,15625.0,11173.0,4082.0
Orleans,LA,177819.0,26664.0,147854.0
Osage,KS,7893.0,5591.0,2099.0
Osage,MO,7449.0,6341.0,1031.0
Osage,OK,20538.0,14121.0,6002.0
Osborne,KS,1899.0,1590.0,275.0
Osceola,FL,172374.0,73467.0,97278.0
Osceola,IA,3325.0,2688.0,600.0
Osceola,MI,12340.0,8928.0,3214.0
Oscoda,MI,4874.0,3466.0,1342.0
Oswego,NY,44546.0,28914.0,14677.0
Otero,CO,9459.0,5696.0,3552.0
Otero,NM,23569.0,14521.0,8483.0
Otoe,NE,8306.0,5609.0,2481.0
Otsego,MI,14756.0,9779.0,4743.0
Otsego,NY,22340.0,12682.0,9138.0
Ottawa,KS,3159.0,2581.0,504.0
Ottawa,MI,168074.0,100511.0,64566.0
Ottawa,OH,23525.0,14285.0,8847.0
Ottawa,OK,11438.0,8545.0,2686.0
Otter Tail,MN,36372.0,23794.0,11940.0
Ouachita,AR,8993.0,5253.0,3395.0
Ouachita,LA,69166.0,42255.0,25913.0
Ouray,CO,3960.0,1547.0,2341.0
Outagamie,WI,108022.0,58385.0,47667.0
Overton,TN,10025.0,7911.0,2028.0
Owen,IN,9915.0,7285.0,2419.0
Owen,KY,5456.0,4292.0,1098.0
Owsley,KY,1895.0,1670.0,216.0
Owyhee,ID,4742.0,3819.0,816.0
Oxford,ME,2325.0,1456.0,807.0
Ozark,MO,4870.0,4064.0,752.0
Ozaukee,WI,61486.0,33912.0,26517.0
Pacific,WA,13973.0,6930.0,6776.0
Page,IA,7509.0,5314.0,2081.0
Page,VA,12486.0,9345.0,3007.0
Palm Beach,FL,772839.0,334642.0,433392.0
Palo Alto,IA,4950.0,3370.0,1519.0
Palo Pinto,TX,12478.0,10170.0,2177.0
Pamlico,NC,7572.0,4815.0,2699.0
Panola,MS,15421.0,7976.0,7276.0
Panola,TX,11452.0,9322.0,2057.0
Park,CO,12032.0,6864.0,4786.0
Park,MT,11612.0,6022.0,5277.0
Park,WY,16717.0,12813.0,3410.0
Parke,IN,7020.0,5398.0,1503.0
Parker,TX,75434.0,61584.0,12789.0
Parmer,TX,2648.0,2133.0,488.0
Pasco,FL,301734.0,179545.0,118918.0
Pasquotank,NC,19512.0,9626.0,9653.0
Passaic,NJ,195726.0,80593.0,112287.0
Patrick,VA,9534.0,7485.0,1954.0
Paulding,GA,85385.0,54525.0,29704.0
Paulding,OH,9280.0,6927.0,2172.0
Pawnee,KS,2712.0,2028.0,635.0
Pawnee,NE,1429.0,1071.0,322.0
Pawnee,OK,6786.0,5267.0,1363.0
Payette,ID,11293.0,8862.0,2161.0
Payne,OK,29643.0,17813.0,10904.0
Peach,GA,12545.0,6502.0,5920.0
Pearl River,MS,23656.0,19283.0,4068.0
Pecos,TX,4662.0,3213.0,1378.0
Pembina,ND,3331.0,2460.0,786.0
Pemiscot,MO,5727.0,4116.0,1556.0
Pend Oreille,WA,8422.0,5655.0,2578.0
Pender,NC,33971.0,21833.0,11655.0
Pendleton,KY,6925.0,5515.0,1322.0
Pendleton,WV,3659.0,2782.0,820.0
Pennington,MN,7263.0,4532.0,2568.0
Pennington,SD,57518.0,35063.0,20606.0
Penobscot,ME,851.0,306.0,512.0
Peoria,IL,82264.0,37612.0,42600.0
Pepin,WI,4144.0,2584.0,1489.0
Perkins,NE,1544.0,1321.0,199.0
Perkins,SD,1669.0,1401.0,239.0
Perquimans,NC,7457.0,4894.0,2485.0
Perry,AL,5215.0,1336.0,3849.0
Perry,AR,4607.0,3466.0,1005.0
Perry,IL,10060.0,7305.0,2609.0
Perry,IN,8734.0,5343.0,3202.0
Perry,KY,10606.0,8118.0,2350.0
Perry,MO,9429.0,7634.0,1661.0
Perry,MS,5825.0,4426.0,1340.0
Perry,OH,16179.0,11959.0,4006.0
Perry,PA,24652.0,18293.0,5950.0
Perry,TN,3428.0,2775.0,615.0
Pershing,NV,2232.0,1668.0,525.0
Person,NC,21827.0,13154.0,8451.0
Petroleum,MT,351.0,298.0,39.0
Pettis,MO,19069.0,13835.0,4776.0
Phelps,MO,19495.0,13438.0,5619.0
Phelps,NE,5009.0,4157.0,752.0
Philadelphia,PA,709271.0,128325.0,576275.0
Phillips,AR,6155.0,2393.0,3561.0
Phillips,CO,2461.0,1945.0,477.0
Phillips,KS,3278.0,2855.0,373.0
Phillips,MT,2384.0,1936.0,414.0
Piatt,IL,9791.0,6219.0,3302.0
Pickaway,OH,27630.0,20059.0,7167.0
Pickens,AL,9659.0,5590.0,4017.0
Pickens,GA,17116.0,14075.0,2808.0
Pickens,SC,57546.0,42907.0,13645.0
Pickett,TN,2922.0,2373.0,524.0
Pierce,GA,9048.0,7899.0,1100.0
Pierce,ND,2128.0,1585.0,497.0
Pierce,NE,4006.0,3462.0,480.0
Pierce,WA,458080.0,196592.0,248142.0
Pierce,WI,23458.0,12903.0,9839.0
Pike,AL,13796.0,8020.0,5613.0
Pike,AR,4246.0,3519.0,644.0
Pike,GA,10720.0,9127.0,1505.0
Pike,IL,7836.0,6235.0,1458.0
Pike,IN,6220.0,4692.0,1415.0
Pike,KY,25368.0,20279.0,4862.0
Pike,MO,7686.0,5856.0,1717.0
Pike,MS,14640.0,7106.0,7328.0
Pike,OH,12063.0,8872.0,3051.0
Pike,PA,32616.0,19241.0,13052.0
Pima,AZ,511127.0,202928.0,300743.0
Pinal,AZ,185398.0,106966.0,75093.0
Pine,MN,15998.0,10256.0,5416.0
Pinellas,FL,561125.0,276191.0,277397.0
Pipestone,MN,4932.0,3553.0,1306.0
Pitkin,CO,11829.0,2739.0,8906.0
Pitt,NC,86217.0,38515.0,46607.0
Pittsburg,OK,17924.0,13851.0,3768.0
Pittsylvania,VA,34151.0,23751.0,10115.0
Piute,UT,871.0,773.0,86.0
Placer,CA,215442.0,110859.0,99585.0
Plaquemines,LA,11014.0,7412.0,3414.0
Platte,MO,58523.0,29251.0,28111.0
Platte,NE,15256.0,11827.0,3208.0
Platte,WY,4923.0,3898.0,890.0
Pleasants,WV,3491.0,2742.0,699.0
Plumas,CA,10950.0,6247.0,4465.0
Plymouth,IA,14165.0,10492.0,3494.0
Plymouth,MA,36597.0,14936.0,20780.0
Pocahontas,IA,3821.0,2825.0,932.0
Pocahontas,WV,4008.0,2895.0,1047.0
Poinsett,AR,7418.0,5852.0,1388.0
Pointe Coupee,LA,12371.0,7503.0,4683.0
Polk,AR,8468.0,7018.0,1242.0
Polk,FL,343979.0,194571.0,145022.0
Polk,GA,17399.0,13589.0,3658.0
Polk,IA,257991.0,106800.0,146250.0
Polk,MN,15581.0,9857.0,5435.0
Polk,MO,15059.0,11849.0,2883.0
Polk,NC,12253.0,7643.0,4485.0
Polk,NE,2870.0,2286.0,527.0
Polk,OR,48148.0,23670.0,22842.0
Polk,TN,8360.0,6792.0,1492.0
Polk,TX,24072.0,18496.0,5353.0
Polk,WI,26371.0,16611.0,9370.0
Pondera,MT,2994.0,2030.0,903.0
Pontotoc,MS,14215.0,11425.0,2580.0
Pontotoc,OK,15320.0,10805.0,4117.0
Pope,AR,24367.0,18041.0,5747.0
Pope,IL,2172.0,1720.0,432.0
Pope,MN,7019.0,4413.0,2478.0
Portage,OH,81280.0,45034.0,34935.0
Portage,WI,40603.0,19299.0,20428.0
Porter,IN,86089.0,44899.0,39537.0
Posey,IN,13264.0,9206.0,3811.0
Pottawatomie,KS,12815.0,9247.0,3257.0
Pottawatomie,OK,28185.0,20240.0,7275.0
Pottawattamie,IA,45733.0,26241.0,18570.0
Potter,PA,8901.0,7117.0,1686.0
Potter,SD,1380.0,1139.0,227.0
Potter,TX,33177.0,22732.0,9867.0
Powder River,MT,1136.0,970.0,154.0
Powell,KY,5505.0,4041.0,1367.0
Powell,MT,3187.0,2347.0,752.0
Power,ID,3086.0,2116.0,865.0
Poweshiek,IA,10124.0,5657.0,4306.0
Powhatan,VA,19696.0,14055.0,5320.0
Prairie,AR,3465.0,2764.0,646.0
Prairie,MT,744.0,603.0,126.0
Pratt,KS,4107.0,3087.0,924.0
Preble,OH,21437.0,16697.0,4435.0
Prentiss,MS,10539.0,8274.0,2128.0
Presidio,TX,2217.0,721.0,1463.0
Presque Isle,MI,8360.0,5343.0,2912.0
Preston,WV,14572.0,11190.0,3163.0
Price,WI,8546.0,5394.0,3032.0
Prince Edward,VA,9543.0,4434.0,4973.0
Prince George,VA,17401.0,10103.0,7103.0
Prince George's,MD,397722.0,35017.0,356543.0
Prince William,VA,227327.0,81222.0,142863.0
Providence,RI,56842.0,10185.0,45931.0
Prowers,CO,5507.0,3977.0,1438.0
Pueblo,CO,86760.0,41502.0,43070.0
Pulaski,AR,165468.0,62389.0,98855.0
Pulaski,GA,4059.0,2805.0,1217.0
Pulaski,IL,2631.0,1699.0,891.0
Pulaski,IN,5813.0,4246.0,1463.0
Pulaski,KY,31537.0,25441.0,5664.0
Pulaski,MO,14405.0,10326.0,3735.0
Pulaski,VA,17327.0,12127.0,4925.0
Pushmataha,OK,4739.0,4016.0,668.0
Putnam,FL,36408.0,25514.0,10524.0
Putnam,GA,11855.0,8291.0,3448.0
Putnam,IL,3345.0,1978.0,1309.0
Putnam,IN,16595.0,12278.0,3946.0
Putnam,MO,2361.0,1984.0,361.0
Putnam,NY,43661.0,25899.0,17106.0
Putnam,OH,19671.0,16218.0,3152.0
Putnam,TN,33481.0,23694.0,9154.0
Putnam,WV,28501.0,20034.0,7878.0
Quay,NM,3873.0,2634.0,1170.0
Queen Anne's,MD,28990.0,18179.0,10209.0
Queens,NY,597928.0,181225.0,412393.0
Quitman,GA,1106.0,604.0,497.0
Quitman,MS,3211.0,1020.0,2138.0
Rabun,GA,9568.0,7474.0,1984.0
Racine,WI,106451.0,54479.0,50159.0
Rains,TX,6044.0,5147.0,841.0
Raleigh,WV,32640.0,24297.0,7841.0
Ralls,MO,5662.0,4396.0,1205.0
Ramsey,MN,294513.0,77324.0,211362.0
Ramsey,ND,5372.0,3577.0,1639.0
Randall,TX,64412.0,50597.0,12750.0
Randolph,AL,10824.0,8548.0,2203.0
Randolph,AR,6769.0,5327.0,1203.0
Randolph,GA,3074.0,1391.0,1671.0
Randolph,IL,14896.0,11065.0,3590.0
Randolph,IN,11078.0,8312.0,2512.0
Randolph,MO,10742.0,8018.0,2485.0
Randolph,NC,72788.0,56589.0,15506.0
Randolph,WV,12200.0,8673.0,3362.0
Rankin,MS,53400.0,39025.0,13496.0
Ransom,ND,2454.0,1418.0,945.0
Rapides,LA,58865.0,38347.0,19475.0
Rappahannock,VA,4964.0,2812.0,2096.0
Ravalli,MT,28490.0,19103.0,8757.0
Rawlins,KS,1496.0,1253.0,214.0
Ray,MO,11654.0,8328.0,3107.0
Reagan,TX,1124.0,942.0,172.0
Real,TX,1982.0,1643.0,320.0
Red Lake,MN,2190.0,1450.0,689.0
Red River,TX,5800.0,4513.0,1244.0
Red River,LA,4132.0,2413.0,1644.0
Red Willow,NE,5452.0,4525.0,811.0
Redwood,MN,8290.0,5775.0,2358.0
Reeves,TX,3683.0,2249.0,1394.0
Refugio,TX,3366.0,2210.0,1108.0
Reno,KS,27245.0,17948.0,8602.0
Rensselaer,NY,65285.0,33371.0,30450.0
Renville,MN,8115.0,5465.0,2497.0
Renville,ND,1319.0,1065.0,220.0
Republic,KS,2643.0,2172.0,420.0
Reynolds,MO,3298.0,2733.0,529.0
Rhea,TN,13608.0,11031.0,2363.0
Rice,KS,4230.0,3187.0,953.0
Rice,MN,35608.0,17463.0,17402.0
Rich,UT,1320.0,1118.0,178.0
Richardson,NE,4018.0,2981.0,981.0
Richland,IL,9343.0,7988.0,1355.0
Richland,MT,5789.0,4792.0,874.0
Richland,ND,7812.0,5072.0,2510.0
Richland,OH,58601.0,40534.0,17231.0
Richland,SC,193822.0,58313.0,132570.0
Richland,WI,9014.0,4871.0,3995.0
Richland,LA,9940.0,6607.0,3225.0
Richmond,GA,87016.0,26781.0,59124.0
Richmond,NC,20683.0,11808.0,8718.0
Richmond,NY,178751.0,110094.0,67223.0
Richmond,VA,4091.0,2547.0,1513.0
Riley,KS,23855.0,11174.0,11940.0
Ringgold,IA,2709.0,1964.0,708.0
Rio Arriba,NM,16511.0,5390.0,10896.0
Rio Blanco,CO,3672.0,3047.0,557.0
Rio Grande,CO,6280.0,3645.0,2488.0
Ripley,IN,14264.0,11261.0,2774.0
Ripley,MO,5743.0,4838.0,833.0
Ritchie,WV,4283.0,3649.0,586.0
Riverside,CA,722913.0,323026.0,387200.0
Roane,TN,25914.0,19195.0,6034.0
Roane,WV,5763.0,4213.0,1455.0
Roanoke,VA,57439.0,34268.0,22261.0
Roberts,SD,4307.0,2404.0,1828.0
Roberts,TX,550.0,529.0,17.0
Robertson,KY,1146.0,884.0,253.0
Robertson,TN,33712.0,24535.0,8690.0
Robertson,TX,8080.0,5631.0,2359.0
Robeson,NC,44384.0,26012.0,18094.0
Rock,MN,5235.0,3580.0,1554.0
Rock,NE,841.0,744.0,84.0
Rock,WI,85348.0,37133.0,46649.0
Rock Island,IL,66750.0,28585.0,36647.0
Rockbridge,VA,12368.0,8047.0,4022.0
Rockcastle,KY,7783.0,6577.0,1134.0
Rockdale,GA,44686.0,13012.0,31244.0
Rockingham,NC,47241.0,30997.0,15811.0
Rockingham,VA,43646.0,30349.0,12644.0
Rockland,NY,116024.0,63830.0,50926.0
Rockwall,TX,57792.0,38842.0,18149.0
Roger Mills,OK,1834.0,1629.0,168.0
Rogers,OK,44553.0,34031.0,9589.0
Rolette,ND,3804.0,1257.0,2482.0
Rooks,KS,2661.0,2294.0,332.0
Roosevelt,MT,4015.0,1991.0,1902.0
Roosevelt,NM,6608.0,4634.0,1802.0
Roscommon,MI,15018.0,9670.0,5166.0
Roseau,MN,8390.0,6053.0,2182.0
Rosebud,MT,3782.0,2485.0,1199.0
Ross,OH,32531.0,21687.0,10345.0
Routt,CO,16767.0,5883.0,10523.0
Rowan,KY,10058.0,5994.0,3880.0
Rowan,NC,72756.0,49053.0,22889.0
Runnels,TX,4262.0,3682.0,531.0
Rush,IN,7932.0,6035.0,1754.0
Rush,KS,1748.0,1425.0,291.0
Rusk,TX,21367.0,16511.0,4624.0
Rusk,WI,7886.0,5257.0,2517.0
Russell,AL,21108.0,9796.0,11078.0
Russell,KS,3429.0,2765.0,591.0
Russell,KY,8939.0,7506.0,1329.0
Russell,VA,13368.0,10879.0,2373.0
Rutherford,NC,34076.0,24631.0,9049.0
Rutherford,TN,143931.0,81373.0,59189.0
Rutland,VT,8000.0,3026.0,4679.0
Sabine,TX,5461.0,4767.0,662.0
Sabine,LA,10596.0,8776.0,1731.0
Sac,IA,5527.0,4061.0,1389.0
Sacramento,CA,536614.0,186311.0,338632.0
Saginaw,MI,103347.0,50785.0,51088.0
Saguache,CO,3337.0,1389.0,1857.0
Salem,NJ,31923.0,17768.0,13486.0
Saline,AR,56903.0,39519.0,16042.0
Saline,IL,11079.0,8096.0,2786.0
Saline,KS,23911.0,15313.0,8022.0
Saline,MO,9528.0,6447.0,2903.0
Saline,NE,5770.0,3631.0,1986.0
Salt Lake,UT,522305.0,221536.0,280925.0
Saluda,SC,9274.0,6210.0,2963.0
Sampson,NC,28350.0,17330.0,10832.0
San Augustine,TX,3998.0,3005.0,979.0
San Benito,CA,28317.0,10412.0,17315.0
San Bernardino,CA,675896.0,294786.0,367354.0
San Diego,CA,1582217.0,592617.0,953278.0
San Francisco,CA,440418.0,55988.0,375630.0
San Jacinto,TX,12628.0,10154.0,2332.0
San Joaquin,CA,199069.0,79830.0,115494.0
San Juan,CO,563.0,202.0,342.0
San Juan,NM,52293.0,32874.0,18081.0
San Juan,UT,6677.0,3454.0,3004.0
San Juan,WA,12896.0,2994.0,9606.0
San Luis Obispo,CA,153409.0,64514.0,85183.0
San Mateo,CA,358289.0,72284.0,279360.0
San Miguel,CO,5057.0,1081.0,3890.0
San Miguel,NM,11531.0,3421.0,7888.0
San Patricio,TX,25850.0,16495.0,8971.0
San Saba,TX,2602.0,2308.0,287.0
Sanborn,SD,1185.0,905.0,257.0
Sanders,MT,7651.0,5660.0,1819.0
Sandoval,NM,76562.0,34174.0,40588.0
Sandusky,OH,29490.0,18487.0,10391.0
Sangamon,IL,104395.0,53303.0,48756.0
